year,programTitle,Program Code,PLU,Sum Credits,location,rawfte,fte,id,count
2015-16,Career and College Prep,CCP,SCH,125.714,PR,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,138.857,PR,0.247958929,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,197.143,PR,0.352041071,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,53.714,PR,0.095917857,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,PR,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,30.857,PR,0.055101786,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,52.571,PR,0.093876786,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,93.714,PR,0.167346429,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,PR,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,292,PR,0.521428571,0.5,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,PR,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,PR,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,PR,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,PR,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,206,PR,0.367857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,PR,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,65.143,PR,0.116326786,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,330,PR,0.589285714,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,220,PR,0.392857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,110,SM,0.196428571,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,142.571,SM,0.254591071,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,2,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,14,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,1.5,SM,0.065104167,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,12,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,12,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,2,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,14,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,11.5,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,7,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,13.5,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,13.5,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,12,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,8,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,13,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,13,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,18,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,18,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4.5,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,5,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,7,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,53.142,HA,0.094896429,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,188.571,HA,0.336733929,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,77,HA,0.1375,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,148.571,HA,0.265305357,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,268.571,HA,0.479591071,0.5,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,288.571,HA,0.515305357,0.5,---,1
2015-16,Career and College Prep,CCP,SCH,248.571,HA,0.443876786,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,248.571,HA,0.443876786,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,100.143,HA,0.178826786,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,HA,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,288.571,HA,0.515305357,0.5,---,1
2015-16,Career and College Prep,CCP,SCH,288.571,HA,0.515305357,0.5,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,148.571,HA,0.265305357,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,108.571,HA,0.193876786,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,148.571,HA,0.265305357,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,53.142,HA,0.094896429,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,331.714,HA,0.592346429,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,53.142,HA,0.094896429,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,HA,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,38.286,HO,0.068367857,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,54.286,HO,0.096939286,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,30.286,HO,0.054082143,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.286,HO,0.111225,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.714,HO,0.053060714,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,38.286,HO,0.068367857,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,14.286,HO,0.025510714,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,12,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,4,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,14,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,21,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,18,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0.5,TE,0.01953125,0,---,1
2015-16,Career and College Prep,CCP,SCH,15,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,15,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,3,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,9,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,10,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,15,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,TE,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,128.571,HA,0.229591071,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,308.571,HA,0.551019643,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,108,HA,0.192857143,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,128.571,HA,0.229591071,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,53.142,HA,0.094896429,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,23.143,PR,0.030134115,0,---,1
2015-16,Career and College Prep,CCP,SCH,189.285,PR,0.246464844,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,6.429,PR,0.008371094,0,---,1
2015-16,Career and College Prep,CCP,SCH,197.714,PR,0.257440104,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,3.857,PR,0.005022135,0,---,1
2015-16,Career and College Prep,CCP,SCH,32.143,PR,0.041852865,0,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,33.429,PR,0.043527344,0,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,3.857,PR,0.005022135,0,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,46.286,SM,0.060268229,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,20.571,SM,0.026785156,0,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,142.857,SM,0.186011719,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,171.428,SM,0.223213542,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,10.286,SM,0.013393229,0,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,142.857,SM,0.186011719,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,46.286,SM,0.060268229,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,20.571,SM,0.026785156,0,---,1
2015-16,Career and College Prep,CCP,SCH,55.286,SM,0.071986979,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,15.429,SM,0.020089844,0,---,1
2015-16,Career and College Prep,CCP,SCH,3.857,PR,0.005022135,0,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,50.143,PR,0.065290365,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,114.286,PR,0.148809896,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,42.857,PR,0.055803385,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,3.857,PR,0.005022135,0,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,32.143,PR,0.041852865,0,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,28.571,PR,0.037201823,0,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,39.857,PR,0.051897135,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,12.857,PR,0.016740885,0,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,115.142,PR,0.149924479,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,28.571,PR,0.037201823,0,---,1
2015-16,Career and College Prep,CCP,SCH,275,PR,0.358072917,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,167.143,PR,0.217634115,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,PR,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,50,TE,0.065104167,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,0,PR,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,0,HA,0,0,---,1
2015-16,Career and College Prep,CCP,SCH,8,HA,0.013333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,16,HO,0.026666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,7,HO,0.011666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,7,HO,0.011666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,455,RE,0.758333333,0.8,---,1
2015-16,Career and College Prep,CCP,SCH,12,RE,0.02,0,---,1
2015-16,Career and College Prep,CCP,SCH,107.143,PR,0.178571667,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,29,SM,0.048333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,7,SM,0.011666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,16,SM,0.026666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,8,SM,0.013333333,0,---,1
2015-16,Career and College Prep,CCP,SCH,6,SM,0.01,0,---,1
2015-16,Career and College Prep,CCP,SCH,139,SM,0.231666667,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,7,SM,0.011666667,0,---,1
2015-16,Career and College Prep,CCP,SCH,24,TE,0.04,0,---,1
2015-16,Career and College Prep,CCP,SCH,24,TE,0.04,0,---,1
2015-16,Career and College Prep,CCP,SCH,40,TE,0.066666667,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,142.857,SM,0.186011719,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,51.429,SM,0.066964844,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,53.571,TE,0.069753906,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,29.571,TE,0.038503906,0,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,82.143,TE,0.106957031,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,49.714,TE,0.088775,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,330,TE,0.589285714,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,13.143,TE,0.023469643,0,---,1
2015-16,Career and College Prep,CCP,SCH,220,TE,0.392857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,44.571,TE,0.079591071,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,117.143,TE,0.209183929,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,18.857,TE,0.033673214,0,---,1
2015-16,Career and College Prep,CCP,SCH,330,TE,0.589285714,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,220,TE,0.392857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,55.286,HA,0.071986979,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,50.143,HA,0.065290365,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,23.143,HA,0.030134115,0,---,1
2015-16,Career and College Prep,CCP,SCH,139.286,HA,0.181361979,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,203.572,HA,0.265067708,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,50.143,HA,0.065290365,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,50.143,HA,0.065290365,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,50.143,HA,0.065290365,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,10.286,SM,0.018367857,0,---,1
2015-16,Career and College Prep,CCP,SCH,47,SM,0.083928571,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,47,SM,0.083928571,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,41.143,TE,0.073469643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,160,TE,0.285714286,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,326.285,TE,0.582651786,0.6,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,220,TE,0.392857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,93.142,TE,0.166325,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,173.143,TE,0.309183929,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,220,TE,0.392857143,0.4,---,1
2015-16,Career and College Prep,CCP,SCH,116.571,TE,0.2081625,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,61.714,TE,0.110203571,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,145.142,TE,0.259182143,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,61.714,TE,0.110203571,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,44.571,TE,0.079591071,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,163.429,TE,0.2918375,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,125.714,TE,0.224489286,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,164,TE,0.292857143,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,163.429,TE,0.2918375,0.3,---,1
2015-16,Career and College Prep,CCP,SCH,109.714,TE,0.195917857,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,76,TE,0.135714286,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,62.857,TE,0.112244643,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,5.143,HO,0.006696615,0,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,HO,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,35.714,HO,0.046502604,0,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,HO,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,135.714,HO,0.176710938,0.2,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,48.857,HO,0.063615885,0.1,---,1
2015-16,Career and College Prep,CCP,SCH,39.857,HO,0.051897135,0.1,---,1
