"","town","to_psi","K12_GRAD_SCHOOL_YEAR","psi_class","latitude","longitude","count"
"1","Burns Lake","BCIT","2004-2005","non-NWCC",54.2334,-125.7636,2
"2","Burns Lake","BCIT","2005-2006","non-NWCC",54.2334,-125.7636,2
"3","Burns Lake","BCIT","2006-2007","non-NWCC",54.2334,-125.7636,0
"4","Burns Lake","BCIT","2007-2008","non-NWCC",54.2334,-125.7636,1
"5","Burns Lake","BCIT","2008-2009","non-NWCC",54.2334,-125.7636,0
"6","Burns Lake","BCIT","2009-2010","non-NWCC",54.2334,-125.7636,0
"7","Burns Lake","BCIT","2010-2011","non-NWCC",54.2334,-125.7636,0
"8","Burns Lake","BCIT","2011-2012","non-NWCC",54.2334,-125.7636,0
"9","Burns Lake","BCIT","2012-2013","non-NWCC",54.2334,-125.7636,0
"10","Burns Lake","BCIT","2013-2014","non-NWCC",54.2334,-125.7636,0
"11","Burns Lake","CAM","2004-2005","non-NWCC",54.2334,-125.7636,1
"12","Burns Lake","CAM","2005-2006","non-NWCC",54.2334,-125.7636,1
"13","Burns Lake","CAM","2006-2007","non-NWCC",54.2334,-125.7636,1
"14","Burns Lake","CAM","2007-2008","non-NWCC",54.2334,-125.7636,0
"15","Burns Lake","CAM","2008-2009","non-NWCC",54.2334,-125.7636,2
"16","Burns Lake","CAM","2009-2010","non-NWCC",54.2334,-125.7636,2
"17","Burns Lake","CAM","2010-2011","non-NWCC",54.2334,-125.7636,1
"18","Burns Lake","CAM","2011-2012","non-NWCC",54.2334,-125.7636,0
"19","Burns Lake","CAM","2012-2013","non-NWCC",54.2334,-125.7636,0
"20","Burns Lake","CAM","2013-2014","non-NWCC",54.2334,-125.7636,0
"21","Burns Lake","CAPU","2004-2005","non-NWCC",54.2334,-125.7636,0
"22","Burns Lake","CAPU","2005-2006","non-NWCC",54.2334,-125.7636,0
"23","Burns Lake","CAPU","2006-2007","non-NWCC",54.2334,-125.7636,0
"24","Burns Lake","CAPU","2007-2008","non-NWCC",54.2334,-125.7636,0
"25","Burns Lake","CAPU","2008-2009","non-NWCC",54.2334,-125.7636,1
"26","Burns Lake","CAPU","2009-2010","non-NWCC",54.2334,-125.7636,0
"27","Burns Lake","CAPU","2010-2011","non-NWCC",54.2334,-125.7636,0
"28","Burns Lake","CAPU","2011-2012","non-NWCC",54.2334,-125.7636,1
"29","Burns Lake","CAPU","2012-2013","non-NWCC",54.2334,-125.7636,0
"30","Burns Lake","CAPU","2013-2014","non-NWCC",54.2334,-125.7636,0
"31","Burns Lake","CNC","2004-2005","non-NWCC",54.2334,-125.7636,37
"32","Burns Lake","CNC","2005-2006","non-NWCC",54.2334,-125.7636,42
"33","Burns Lake","CNC","2006-2007","non-NWCC",54.2334,-125.7636,34
"34","Burns Lake","CNC","2007-2008","non-NWCC",54.2334,-125.7636,31
"35","Burns Lake","CNC","2008-2009","non-NWCC",54.2334,-125.7636,27
"36","Burns Lake","CNC","2009-2010","non-NWCC",54.2334,-125.7636,48
"37","Burns Lake","CNC","2010-2011","non-NWCC",54.2334,-125.7636,41
"38","Burns Lake","CNC","2011-2012","non-NWCC",54.2334,-125.7636,42
"39","Burns Lake","CNC","2012-2013","non-NWCC",54.2334,-125.7636,22
"40","Burns Lake","CNC","2013-2014","non-NWCC",54.2334,-125.7636,17
"41","Burns Lake","COTR","2004-2005","non-NWCC",54.2334,-125.7636,0
"42","Burns Lake","COTR","2005-2006","non-NWCC",54.2334,-125.7636,0
"43","Burns Lake","COTR","2006-2007","non-NWCC",54.2334,-125.7636,0
"44","Burns Lake","COTR","2007-2008","non-NWCC",54.2334,-125.7636,0
"45","Burns Lake","COTR","2008-2009","non-NWCC",54.2334,-125.7636,0
"46","Burns Lake","COTR","2009-2010","non-NWCC",54.2334,-125.7636,0
"47","Burns Lake","COTR","2010-2011","non-NWCC",54.2334,-125.7636,1
"48","Burns Lake","COTR","2011-2012","non-NWCC",54.2334,-125.7636,0
"49","Burns Lake","COTR","2012-2013","non-NWCC",54.2334,-125.7636,0
"50","Burns Lake","COTR","2013-2014","non-NWCC",54.2334,-125.7636,0
"51","Burns Lake","DOUG","2004-2005","non-NWCC",54.2334,-125.7636,1
"52","Burns Lake","DOUG","2005-2006","non-NWCC",54.2334,-125.7636,1
"53","Burns Lake","DOUG","2006-2007","non-NWCC",54.2334,-125.7636,2
"54","Burns Lake","DOUG","2007-2008","non-NWCC",54.2334,-125.7636,0
"55","Burns Lake","DOUG","2008-2009","non-NWCC",54.2334,-125.7636,0
"56","Burns Lake","DOUG","2009-2010","non-NWCC",54.2334,-125.7636,0
"57","Burns Lake","DOUG","2010-2011","non-NWCC",54.2334,-125.7636,0
"58","Burns Lake","DOUG","2011-2012","non-NWCC",54.2334,-125.7636,1
"59","Burns Lake","DOUG","2012-2013","non-NWCC",54.2334,-125.7636,0
"60","Burns Lake","DOUG","2013-2014","non-NWCC",54.2334,-125.7636,0
"61","Burns Lake","ECU","2004-2005","non-NWCC",54.2334,-125.7636,0
"62","Burns Lake","ECU","2005-2006","non-NWCC",54.2334,-125.7636,0
"63","Burns Lake","ECU","2006-2007","non-NWCC",54.2334,-125.7636,0
"64","Burns Lake","ECU","2007-2008","non-NWCC",54.2334,-125.7636,1
"65","Burns Lake","ECU","2008-2009","non-NWCC",54.2334,-125.7636,0
"66","Burns Lake","ECU","2009-2010","non-NWCC",54.2334,-125.7636,0
"67","Burns Lake","ECU","2010-2011","non-NWCC",54.2334,-125.7636,0
"68","Burns Lake","ECU","2011-2012","non-NWCC",54.2334,-125.7636,0
"69","Burns Lake","ECU","2012-2013","non-NWCC",54.2334,-125.7636,0
"70","Burns Lake","ECU","2013-2014","non-NWCC",54.2334,-125.7636,0
"71","Burns Lake","JIBC","2004-2005","non-NWCC",54.2334,-125.7636,0
"72","Burns Lake","JIBC","2005-2006","non-NWCC",54.2334,-125.7636,0
"73","Burns Lake","JIBC","2006-2007","non-NWCC",54.2334,-125.7636,1
"74","Burns Lake","JIBC","2007-2008","non-NWCC",54.2334,-125.7636,0
"75","Burns Lake","JIBC","2008-2009","non-NWCC",54.2334,-125.7636,0
"76","Burns Lake","JIBC","2009-2010","non-NWCC",54.2334,-125.7636,0
"77","Burns Lake","JIBC","2010-2011","non-NWCC",54.2334,-125.7636,0
"78","Burns Lake","JIBC","2011-2012","non-NWCC",54.2334,-125.7636,1
"79","Burns Lake","JIBC","2012-2013","non-NWCC",54.2334,-125.7636,0
"80","Burns Lake","JIBC","2013-2014","non-NWCC",54.2334,-125.7636,0
"81","Burns Lake","KPU","2004-2005","non-NWCC",54.2334,-125.7636,0
"82","Burns Lake","KPU","2005-2006","non-NWCC",54.2334,-125.7636,0
"83","Burns Lake","KPU","2006-2007","non-NWCC",54.2334,-125.7636,0
"84","Burns Lake","KPU","2007-2008","non-NWCC",54.2334,-125.7636,0
"85","Burns Lake","KPU","2008-2009","non-NWCC",54.2334,-125.7636,1
"86","Burns Lake","KPU","2009-2010","non-NWCC",54.2334,-125.7636,0
"87","Burns Lake","KPU","2010-2011","non-NWCC",54.2334,-125.7636,0
"88","Burns Lake","KPU","2011-2012","non-NWCC",54.2334,-125.7636,0
"89","Burns Lake","KPU","2012-2013","non-NWCC",54.2334,-125.7636,0
"90","Burns Lake","KPU","2013-2014","non-NWCC",54.2334,-125.7636,0
"91","Burns Lake","LANG","2004-2005","non-NWCC",54.2334,-125.7636,0
"92","Burns Lake","LANG","2005-2006","non-NWCC",54.2334,-125.7636,0
"93","Burns Lake","LANG","2006-2007","non-NWCC",54.2334,-125.7636,0
"94","Burns Lake","LANG","2007-2008","non-NWCC",54.2334,-125.7636,0
"95","Burns Lake","LANG","2008-2009","non-NWCC",54.2334,-125.7636,0
"96","Burns Lake","LANG","2009-2010","non-NWCC",54.2334,-125.7636,0
"97","Burns Lake","LANG","2010-2011","non-NWCC",54.2334,-125.7636,0
"98","Burns Lake","LANG","2011-2012","non-NWCC",54.2334,-125.7636,0
"99","Burns Lake","LANG","2012-2013","non-NWCC",54.2334,-125.7636,0
"100","Burns Lake","LANG","2013-2014","non-NWCC",54.2334,-125.7636,0
"101","Burns Lake","NIC","2004-2005","non-NWCC",54.2334,-125.7636,0
"102","Burns Lake","NIC","2005-2006","non-NWCC",54.2334,-125.7636,0
"103","Burns Lake","NIC","2006-2007","non-NWCC",54.2334,-125.7636,0
"104","Burns Lake","NIC","2007-2008","non-NWCC",54.2334,-125.7636,0
"105","Burns Lake","NIC","2008-2009","non-NWCC",54.2334,-125.7636,0
"106","Burns Lake","NIC","2009-2010","non-NWCC",54.2334,-125.7636,0
"107","Burns Lake","NIC","2010-2011","non-NWCC",54.2334,-125.7636,0
"108","Burns Lake","NIC","2011-2012","non-NWCC",54.2334,-125.7636,1
"109","Burns Lake","NIC","2012-2013","non-NWCC",54.2334,-125.7636,0
"110","Burns Lake","NIC","2013-2014","non-NWCC",54.2334,-125.7636,0
"111","Burns Lake","NLC","2004-2005","non-NWCC",54.2334,-125.7636,2
"112","Burns Lake","NLC","2005-2006","non-NWCC",54.2334,-125.7636,0
"113","Burns Lake","NLC","2006-2007","non-NWCC",54.2334,-125.7636,1
"114","Burns Lake","NLC","2007-2008","non-NWCC",54.2334,-125.7636,0
"115","Burns Lake","NLC","2008-2009","non-NWCC",54.2334,-125.7636,0
"116","Burns Lake","NLC","2009-2010","non-NWCC",54.2334,-125.7636,0
"117","Burns Lake","NLC","2010-2011","non-NWCC",54.2334,-125.7636,0
"118","Burns Lake","NLC","2011-2012","non-NWCC",54.2334,-125.7636,0
"119","Burns Lake","NLC","2012-2013","non-NWCC",54.2334,-125.7636,0
"120","Burns Lake","NLC","2013-2014","non-NWCC",54.2334,-125.7636,0
"121","Burns Lake","NVIT","2004-2005","non-NWCC",54.2334,-125.7636,4
"122","Burns Lake","NVIT","2005-2006","non-NWCC",54.2334,-125.7636,0
"123","Burns Lake","NVIT","2006-2007","non-NWCC",54.2334,-125.7636,0
"124","Burns Lake","NVIT","2007-2008","non-NWCC",54.2334,-125.7636,0
"125","Burns Lake","NVIT","2008-2009","non-NWCC",54.2334,-125.7636,0
"126","Burns Lake","NVIT","2009-2010","non-NWCC",54.2334,-125.7636,0
"127","Burns Lake","NVIT","2010-2011","non-NWCC",54.2334,-125.7636,1
"128","Burns Lake","NVIT","2011-2012","non-NWCC",54.2334,-125.7636,1
"129","Burns Lake","NVIT","2012-2013","non-NWCC",54.2334,-125.7636,0
"130","Burns Lake","NVIT","2013-2014","non-NWCC",54.2334,-125.7636,0
"131","Burns Lake","NWCC","2004-2005","NWCC",54.2334,-125.7636,0
"132","Burns Lake","NWCC","2005-2006","NWCC",54.2334,-125.7636,1
"133","Burns Lake","NWCC","2006-2007","NWCC",54.2334,-125.7636,2
"134","Burns Lake","NWCC","2007-2008","NWCC",54.2334,-125.7636,1
"135","Burns Lake","NWCC","2008-2009","NWCC",54.2334,-125.7636,3
"136","Burns Lake","NWCC","2009-2010","NWCC",54.2334,-125.7636,0
"137","Burns Lake","NWCC","2010-2011","NWCC",54.2334,-125.7636,0
"138","Burns Lake","NWCC","2011-2012","NWCC",54.2334,-125.7636,0
"139","Burns Lake","NWCC","2012-2013","NWCC",54.2334,-125.7636,1
"140","Burns Lake","NWCC","2013-2014","NWCC",54.2334,-125.7636,1
"141","Burns Lake","OKAN","2004-2005","non-NWCC",54.2334,-125.7636,1
"142","Burns Lake","OKAN","2005-2006","non-NWCC",54.2334,-125.7636,3
"143","Burns Lake","OKAN","2006-2007","non-NWCC",54.2334,-125.7636,2
"144","Burns Lake","OKAN","2007-2008","non-NWCC",54.2334,-125.7636,2
"145","Burns Lake","OKAN","2008-2009","non-NWCC",54.2334,-125.7636,0
"146","Burns Lake","OKAN","2009-2010","non-NWCC",54.2334,-125.7636,2
"147","Burns Lake","OKAN","2010-2011","non-NWCC",54.2334,-125.7636,0
"148","Burns Lake","OKAN","2011-2012","non-NWCC",54.2334,-125.7636,2
"149","Burns Lake","OKAN","2012-2013","non-NWCC",54.2334,-125.7636,1
"150","Burns Lake","OKAN","2013-2014","non-NWCC",54.2334,-125.7636,0
"151","Burns Lake","SEL","2004-2005","non-NWCC",54.2334,-125.7636,0
"152","Burns Lake","SEL","2005-2006","non-NWCC",54.2334,-125.7636,0
"153","Burns Lake","SEL","2006-2007","non-NWCC",54.2334,-125.7636,0
"154","Burns Lake","SEL","2007-2008","non-NWCC",54.2334,-125.7636,0
"155","Burns Lake","SEL","2008-2009","non-NWCC",54.2334,-125.7636,0
"156","Burns Lake","SEL","2009-2010","non-NWCC",54.2334,-125.7636,0
"157","Burns Lake","SEL","2010-2011","non-NWCC",54.2334,-125.7636,0
"158","Burns Lake","SEL","2011-2012","non-NWCC",54.2334,-125.7636,0
"159","Burns Lake","SEL","2012-2013","non-NWCC",54.2334,-125.7636,0
"160","Burns Lake","SEL","2013-2014","non-NWCC",54.2334,-125.7636,0
"161","Burns Lake","SFU","2004-2005","non-NWCC",54.2334,-125.7636,0
"162","Burns Lake","SFU","2005-2006","non-NWCC",54.2334,-125.7636,0
"163","Burns Lake","SFU","2006-2007","non-NWCC",54.2334,-125.7636,0
"164","Burns Lake","SFU","2007-2008","non-NWCC",54.2334,-125.7636,0
"165","Burns Lake","SFU","2008-2009","non-NWCC",54.2334,-125.7636,0
"166","Burns Lake","SFU","2009-2010","non-NWCC",54.2334,-125.7636,0
"167","Burns Lake","SFU","2010-2011","non-NWCC",54.2334,-125.7636,0
"168","Burns Lake","SFU","2011-2012","non-NWCC",54.2334,-125.7636,0
"169","Burns Lake","SFU","2012-2013","non-NWCC",54.2334,-125.7636,0
"170","Burns Lake","SFU","2013-2014","non-NWCC",54.2334,-125.7636,0
"171","Burns Lake","TRU","2004-2005","non-NWCC",54.2334,-125.7636,4
"172","Burns Lake","TRU","2005-2006","non-NWCC",54.2334,-125.7636,1
"173","Burns Lake","TRU","2006-2007","non-NWCC",54.2334,-125.7636,10
"174","Burns Lake","TRU","2007-2008","non-NWCC",54.2334,-125.7636,8
"175","Burns Lake","TRU","2008-2009","non-NWCC",54.2334,-125.7636,6
"176","Burns Lake","TRU","2009-2010","non-NWCC",54.2334,-125.7636,10
"177","Burns Lake","TRU","2010-2011","non-NWCC",54.2334,-125.7636,2
"178","Burns Lake","TRU","2011-2012","non-NWCC",54.2334,-125.7636,3
"179","Burns Lake","TRU","2012-2013","non-NWCC",54.2334,-125.7636,0
"180","Burns Lake","TRU","2013-2014","non-NWCC",54.2334,-125.7636,4
"181","Burns Lake","UBCO","2004-2005","non-NWCC",54.2334,-125.7636,1
"182","Burns Lake","UBCO","2005-2006","non-NWCC",54.2334,-125.7636,0
"183","Burns Lake","UBCO","2006-2007","non-NWCC",54.2334,-125.7636,0
"184","Burns Lake","UBCO","2007-2008","non-NWCC",54.2334,-125.7636,0
"185","Burns Lake","UBCO","2008-2009","non-NWCC",54.2334,-125.7636,0
"186","Burns Lake","UBCO","2009-2010","non-NWCC",54.2334,-125.7636,0
"187","Burns Lake","UBCO","2010-2011","non-NWCC",54.2334,-125.7636,0
"188","Burns Lake","UBCO","2011-2012","non-NWCC",54.2334,-125.7636,0
"189","Burns Lake","UBCO","2012-2013","non-NWCC",54.2334,-125.7636,0
"190","Burns Lake","UBCO","2013-2014","non-NWCC",54.2334,-125.7636,0
"191","Burns Lake","UBCV","2004-2005","non-NWCC",54.2334,-125.7636,0
"192","Burns Lake","UBCV","2005-2006","non-NWCC",54.2334,-125.7636,2
"193","Burns Lake","UBCV","2006-2007","non-NWCC",54.2334,-125.7636,0
"194","Burns Lake","UBCV","2007-2008","non-NWCC",54.2334,-125.7636,0
"195","Burns Lake","UBCV","2008-2009","non-NWCC",54.2334,-125.7636,0
"196","Burns Lake","UBCV","2009-2010","non-NWCC",54.2334,-125.7636,0
"197","Burns Lake","UBCV","2010-2011","non-NWCC",54.2334,-125.7636,0
"198","Burns Lake","UBCV","2011-2012","non-NWCC",54.2334,-125.7636,0
"199","Burns Lake","UBCV","2012-2013","non-NWCC",54.2334,-125.7636,0
"200","Burns Lake","UBCV","2013-2014","non-NWCC",54.2334,-125.7636,0
"201","Burns Lake","UFV","2004-2005","non-NWCC",54.2334,-125.7636,5
"202","Burns Lake","UFV","2005-2006","non-NWCC",54.2334,-125.7636,2
"203","Burns Lake","UFV","2006-2007","non-NWCC",54.2334,-125.7636,0
"204","Burns Lake","UFV","2007-2008","non-NWCC",54.2334,-125.7636,0
"205","Burns Lake","UFV","2008-2009","non-NWCC",54.2334,-125.7636,0
"206","Burns Lake","UFV","2009-2010","non-NWCC",54.2334,-125.7636,0
"207","Burns Lake","UFV","2010-2011","non-NWCC",54.2334,-125.7636,0
"208","Burns Lake","UFV","2011-2012","non-NWCC",54.2334,-125.7636,0
"209","Burns Lake","UFV","2012-2013","non-NWCC",54.2334,-125.7636,1
"210","Burns Lake","UFV","2013-2014","non-NWCC",54.2334,-125.7636,0
"211","Burns Lake","UNBC","2004-2005","non-NWCC",54.2334,-125.7636,9
"212","Burns Lake","UNBC","2005-2006","non-NWCC",54.2334,-125.7636,8
"213","Burns Lake","UNBC","2006-2007","non-NWCC",54.2334,-125.7636,6
"214","Burns Lake","UNBC","2007-2008","non-NWCC",54.2334,-125.7636,8
"215","Burns Lake","UNBC","2008-2009","non-NWCC",54.2334,-125.7636,6
"216","Burns Lake","UNBC","2009-2010","non-NWCC",54.2334,-125.7636,8
"217","Burns Lake","UNBC","2010-2011","non-NWCC",54.2334,-125.7636,2
"218","Burns Lake","UNBC","2011-2012","non-NWCC",54.2334,-125.7636,8
"219","Burns Lake","UNBC","2012-2013","non-NWCC",54.2334,-125.7636,7
"220","Burns Lake","UNBC","2013-2014","non-NWCC",54.2334,-125.7636,6
"221","Burns Lake","UVIC","2004-2005","non-NWCC",54.2334,-125.7636,2
"222","Burns Lake","UVIC","2005-2006","non-NWCC",54.2334,-125.7636,2
"223","Burns Lake","UVIC","2006-2007","non-NWCC",54.2334,-125.7636,0
"224","Burns Lake","UVIC","2007-2008","non-NWCC",54.2334,-125.7636,0
"225","Burns Lake","UVIC","2008-2009","non-NWCC",54.2334,-125.7636,0
"226","Burns Lake","UVIC","2009-2010","non-NWCC",54.2334,-125.7636,0
"227","Burns Lake","UVIC","2010-2011","non-NWCC",54.2334,-125.7636,0
"228","Burns Lake","UVIC","2011-2012","non-NWCC",54.2334,-125.7636,0
"229","Burns Lake","UVIC","2012-2013","non-NWCC",54.2334,-125.7636,0
"230","Burns Lake","UVIC","2013-2014","non-NWCC",54.2334,-125.7636,1
"231","Burns Lake","VCC","2004-2005","non-NWCC",54.2334,-125.7636,1
"232","Burns Lake","VCC","2005-2006","non-NWCC",54.2334,-125.7636,0
"233","Burns Lake","VCC","2006-2007","non-NWCC",54.2334,-125.7636,0
"234","Burns Lake","VCC","2007-2008","non-NWCC",54.2334,-125.7636,0
"235","Burns Lake","VCC","2008-2009","non-NWCC",54.2334,-125.7636,0
"236","Burns Lake","VCC","2009-2010","non-NWCC",54.2334,-125.7636,0
"237","Burns Lake","VCC","2010-2011","non-NWCC",54.2334,-125.7636,0
"238","Burns Lake","VCC","2011-2012","non-NWCC",54.2334,-125.7636,0
"239","Burns Lake","VCC","2012-2013","non-NWCC",54.2334,-125.7636,0
"240","Burns Lake","VCC","2013-2014","non-NWCC",54.2334,-125.7636,0
"241","Burns Lake","VIU","2004-2005","non-NWCC",54.2334,-125.7636,0
"242","Burns Lake","VIU","2005-2006","non-NWCC",54.2334,-125.7636,0
"243","Burns Lake","VIU","2006-2007","non-NWCC",54.2334,-125.7636,1
"244","Burns Lake","VIU","2007-2008","non-NWCC",54.2334,-125.7636,0
"245","Burns Lake","VIU","2008-2009","non-NWCC",54.2334,-125.7636,2
"246","Burns Lake","VIU","2009-2010","non-NWCC",54.2334,-125.7636,0
"247","Burns Lake","VIU","2010-2011","non-NWCC",54.2334,-125.7636,0
"248","Burns Lake","VIU","2011-2012","non-NWCC",54.2334,-125.7636,0
"249","Burns Lake","VIU","2012-2013","non-NWCC",54.2334,-125.7636,0
"250","Burns Lake","VIU","2013-2014","non-NWCC",54.2334,-125.7636,0
"251","Burns Lake","no_transfer_yet","2004-2005","non-NWCC",54.2334,-125.7636,14
"252","Burns Lake","no_transfer_yet","2005-2006","non-NWCC",54.2334,-125.7636,15
"253","Burns Lake","no_transfer_yet","2006-2007","non-NWCC",54.2334,-125.7636,18
"254","Burns Lake","no_transfer_yet","2007-2008","non-NWCC",54.2334,-125.7636,18
"255","Burns Lake","no_transfer_yet","2008-2009","non-NWCC",54.2334,-125.7636,16
"256","Burns Lake","no_transfer_yet","2009-2010","non-NWCC",54.2334,-125.7636,14
"257","Burns Lake","no_transfer_yet","2010-2011","non-NWCC",54.2334,-125.7636,26
"258","Burns Lake","no_transfer_yet","2011-2012","non-NWCC",54.2334,-125.7636,35
"259","Burns Lake","no_transfer_yet","2012-2013","non-NWCC",54.2334,-125.7636,24
"260","Burns Lake","no_transfer_yet","2013-2014","non-NWCC",54.2334,-125.7636,38
"261","Fort St. James","BCIT","2004-2005","non-NWCC",54.4426,-124.251,1
"262","Fort St. James","BCIT","2005-2006","non-NWCC",54.4426,-124.251,0
"263","Fort St. James","BCIT","2006-2007","non-NWCC",54.4426,-124.251,0
"264","Fort St. James","BCIT","2007-2008","non-NWCC",54.4426,-124.251,0
"265","Fort St. James","BCIT","2008-2009","non-NWCC",54.4426,-124.251,0
"266","Fort St. James","BCIT","2009-2010","non-NWCC",54.4426,-124.251,0
"267","Fort St. James","BCIT","2010-2011","non-NWCC",54.4426,-124.251,0
"268","Fort St. James","BCIT","2011-2012","non-NWCC",54.4426,-124.251,0
"269","Fort St. James","BCIT","2012-2013","non-NWCC",54.4426,-124.251,0
"270","Fort St. James","BCIT","2013-2014","non-NWCC",54.4426,-124.251,0
"271","Fort St. James","CAM","2004-2005","non-NWCC",54.4426,-124.251,0
"272","Fort St. James","CAM","2005-2006","non-NWCC",54.4426,-124.251,0
"273","Fort St. James","CAM","2006-2007","non-NWCC",54.4426,-124.251,0
"274","Fort St. James","CAM","2007-2008","non-NWCC",54.4426,-124.251,1
"275","Fort St. James","CAM","2008-2009","non-NWCC",54.4426,-124.251,0
"276","Fort St. James","CAM","2009-2010","non-NWCC",54.4426,-124.251,0
"277","Fort St. James","CAM","2010-2011","non-NWCC",54.4426,-124.251,0
"278","Fort St. James","CAM","2011-2012","non-NWCC",54.4426,-124.251,0
"279","Fort St. James","CAM","2012-2013","non-NWCC",54.4426,-124.251,0
"280","Fort St. James","CAM","2013-2014","non-NWCC",54.4426,-124.251,0
"281","Fort St. James","CAPU","2004-2005","non-NWCC",54.4426,-124.251,0
"282","Fort St. James","CAPU","2005-2006","non-NWCC",54.4426,-124.251,0
"283","Fort St. James","CAPU","2006-2007","non-NWCC",54.4426,-124.251,0
"284","Fort St. James","CAPU","2007-2008","non-NWCC",54.4426,-124.251,1
"285","Fort St. James","CAPU","2008-2009","non-NWCC",54.4426,-124.251,0
"286","Fort St. James","CAPU","2009-2010","non-NWCC",54.4426,-124.251,0
"287","Fort St. James","CAPU","2010-2011","non-NWCC",54.4426,-124.251,0
"288","Fort St. James","CAPU","2011-2012","non-NWCC",54.4426,-124.251,0
"289","Fort St. James","CAPU","2012-2013","non-NWCC",54.4426,-124.251,0
"290","Fort St. James","CAPU","2013-2014","non-NWCC",54.4426,-124.251,0
"291","Fort St. James","CNC","2004-2005","non-NWCC",54.4426,-124.251,17
"292","Fort St. James","CNC","2005-2006","non-NWCC",54.4426,-124.251,29
"293","Fort St. James","CNC","2006-2007","non-NWCC",54.4426,-124.251,20
"294","Fort St. James","CNC","2007-2008","non-NWCC",54.4426,-124.251,20
"295","Fort St. James","CNC","2008-2009","non-NWCC",54.4426,-124.251,19
"296","Fort St. James","CNC","2009-2010","non-NWCC",54.4426,-124.251,16
"297","Fort St. James","CNC","2010-2011","non-NWCC",54.4426,-124.251,15
"298","Fort St. James","CNC","2011-2012","non-NWCC",54.4426,-124.251,14
"299","Fort St. James","CNC","2012-2013","non-NWCC",54.4426,-124.251,6
"300","Fort St. James","CNC","2013-2014","non-NWCC",54.4426,-124.251,12
"301","Fort St. James","COTR","2004-2005","non-NWCC",54.4426,-124.251,0
"302","Fort St. James","COTR","2005-2006","non-NWCC",54.4426,-124.251,0
"303","Fort St. James","COTR","2006-2007","non-NWCC",54.4426,-124.251,0
"304","Fort St. James","COTR","2007-2008","non-NWCC",54.4426,-124.251,0
"305","Fort St. James","COTR","2008-2009","non-NWCC",54.4426,-124.251,0
"306","Fort St. James","COTR","2009-2010","non-NWCC",54.4426,-124.251,0
"307","Fort St. James","COTR","2010-2011","non-NWCC",54.4426,-124.251,0
"308","Fort St. James","COTR","2011-2012","non-NWCC",54.4426,-124.251,0
"309","Fort St. James","COTR","2012-2013","non-NWCC",54.4426,-124.251,0
"310","Fort St. James","COTR","2013-2014","non-NWCC",54.4426,-124.251,0
"311","Fort St. James","DOUG","2004-2005","non-NWCC",54.4426,-124.251,2
"312","Fort St. James","DOUG","2005-2006","non-NWCC",54.4426,-124.251,0
"313","Fort St. James","DOUG","2006-2007","non-NWCC",54.4426,-124.251,0
"314","Fort St. James","DOUG","2007-2008","non-NWCC",54.4426,-124.251,1
"315","Fort St. James","DOUG","2008-2009","non-NWCC",54.4426,-124.251,1
"316","Fort St. James","DOUG","2009-2010","non-NWCC",54.4426,-124.251,1
"317","Fort St. James","DOUG","2010-2011","non-NWCC",54.4426,-124.251,0
"318","Fort St. James","DOUG","2011-2012","non-NWCC",54.4426,-124.251,0
"319","Fort St. James","DOUG","2012-2013","non-NWCC",54.4426,-124.251,0
"320","Fort St. James","DOUG","2013-2014","non-NWCC",54.4426,-124.251,0
"321","Fort St. James","ECU","2004-2005","non-NWCC",54.4426,-124.251,0
"322","Fort St. James","ECU","2005-2006","non-NWCC",54.4426,-124.251,0
"323","Fort St. James","ECU","2006-2007","non-NWCC",54.4426,-124.251,0
"324","Fort St. James","ECU","2007-2008","non-NWCC",54.4426,-124.251,0
"325","Fort St. James","ECU","2008-2009","non-NWCC",54.4426,-124.251,0
"326","Fort St. James","ECU","2009-2010","non-NWCC",54.4426,-124.251,0
"327","Fort St. James","ECU","2010-2011","non-NWCC",54.4426,-124.251,0
"328","Fort St. James","ECU","2011-2012","non-NWCC",54.4426,-124.251,0
"329","Fort St. James","ECU","2012-2013","non-NWCC",54.4426,-124.251,0
"330","Fort St. James","ECU","2013-2014","non-NWCC",54.4426,-124.251,0
"331","Fort St. James","JIBC","2004-2005","non-NWCC",54.4426,-124.251,0
"332","Fort St. James","JIBC","2005-2006","non-NWCC",54.4426,-124.251,1
"333","Fort St. James","JIBC","2006-2007","non-NWCC",54.4426,-124.251,1
"334","Fort St. James","JIBC","2007-2008","non-NWCC",54.4426,-124.251,1
"335","Fort St. James","JIBC","2008-2009","non-NWCC",54.4426,-124.251,0
"336","Fort St. James","JIBC","2009-2010","non-NWCC",54.4426,-124.251,0
"337","Fort St. James","JIBC","2010-2011","non-NWCC",54.4426,-124.251,0
"338","Fort St. James","JIBC","2011-2012","non-NWCC",54.4426,-124.251,1
"339","Fort St. James","JIBC","2012-2013","non-NWCC",54.4426,-124.251,0
"340","Fort St. James","JIBC","2013-2014","non-NWCC",54.4426,-124.251,0
"341","Fort St. James","KPU","2004-2005","non-NWCC",54.4426,-124.251,1
"342","Fort St. James","KPU","2005-2006","non-NWCC",54.4426,-124.251,1
"343","Fort St. James","KPU","2006-2007","non-NWCC",54.4426,-124.251,1
"344","Fort St. James","KPU","2007-2008","non-NWCC",54.4426,-124.251,0
"345","Fort St. James","KPU","2008-2009","non-NWCC",54.4426,-124.251,2
"346","Fort St. James","KPU","2009-2010","non-NWCC",54.4426,-124.251,0
