"","town","to_psi","K12_GRAD_SCHOOL_YEAR","psi_class","latitude","longitude","count"
"902","Granisle","NVIT","2005-2006","non-NWCC",54.887,-126.2084,0
"903","Granisle","NVIT","2006-2007","non-NWCC",54.887,-126.2084,0
"904","Granisle","NVIT","2007-2008","non-NWCC",54.887,-126.2084,0
"905","Granisle","NVIT","2008-2009","non-NWCC",54.887,-126.2084,0
"906","Granisle","NVIT","2009-2010","non-NWCC",54.887,-126.2084,0
"907","Granisle","NVIT","2010-2011","non-NWCC",54.887,-126.2084,0
"908","Granisle","NVIT","2011-2012","non-NWCC",54.887,-126.2084,0
"909","Granisle","NVIT","2012-2013","non-NWCC",54.887,-126.2084,0
"910","Granisle","NVIT","2013-2014","non-NWCC",54.887,-126.2084,0
"911","Granisle","NWCC","2004-2005","NWCC",54.887,-126.2084,1
"912","Granisle","NWCC","2005-2006","NWCC",54.887,-126.2084,0
"913","Granisle","NWCC","2006-2007","NWCC",54.887,-126.2084,0
"914","Granisle","NWCC","2007-2008","NWCC",54.887,-126.2084,0
"915","Granisle","NWCC","2008-2009","NWCC",54.887,-126.2084,1
"916","Granisle","NWCC","2009-2010","NWCC",54.887,-126.2084,0
"917","Granisle","NWCC","2010-2011","NWCC",54.887,-126.2084,0
"918","Granisle","NWCC","2011-2012","NWCC",54.887,-126.2084,0
"919","Granisle","NWCC","2012-2013","NWCC",54.887,-126.2084,0
"920","Granisle","NWCC","2013-2014","NWCC",54.887,-126.2084,0
"921","Granisle","OKAN","2004-2005","non-NWCC",54.887,-126.2084,0
"922","Granisle","OKAN","2005-2006","non-NWCC",54.887,-126.2084,0
"923","Granisle","OKAN","2006-2007","non-NWCC",54.887,-126.2084,0
"924","Granisle","OKAN","2007-2008","non-NWCC",54.887,-126.2084,0
"925","Granisle","OKAN","2008-2009","non-NWCC",54.887,-126.2084,0
"926","Granisle","OKAN","2009-2010","non-NWCC",54.887,-126.2084,0
"927","Granisle","OKAN","2010-2011","non-NWCC",54.887,-126.2084,0
"928","Granisle","OKAN","2011-2012","non-NWCC",54.887,-126.2084,0
"929","Granisle","OKAN","2012-2013","non-NWCC",54.887,-126.2084,0
"930","Granisle","OKAN","2013-2014","non-NWCC",54.887,-126.2084,0
"931","Granisle","SEL","2004-2005","non-NWCC",54.887,-126.2084,0
"932","Granisle","SEL","2005-2006","non-NWCC",54.887,-126.2084,0
"933","Granisle","SEL","2006-2007","non-NWCC",54.887,-126.2084,0
"934","Granisle","SEL","2007-2008","non-NWCC",54.887,-126.2084,0
"935","Granisle","SEL","2008-2009","non-NWCC",54.887,-126.2084,0
"936","Granisle","SEL","2009-2010","non-NWCC",54.887,-126.2084,0
"937","Granisle","SEL","2010-2011","non-NWCC",54.887,-126.2084,0
"938","Granisle","SEL","2011-2012","non-NWCC",54.887,-126.2084,0
"939","Granisle","SEL","2012-2013","non-NWCC",54.887,-126.2084,0
"940","Granisle","SEL","2013-2014","non-NWCC",54.887,-126.2084,0
"941","Granisle","SFU","2004-2005","non-NWCC",54.887,-126.2084,0
"942","Granisle","SFU","2005-2006","non-NWCC",54.887,-126.2084,0
"943","Granisle","SFU","2006-2007","non-NWCC",54.887,-126.2084,0
"944","Granisle","SFU","2007-2008","non-NWCC",54.887,-126.2084,0
"945","Granisle","SFU","2008-2009","non-NWCC",54.887,-126.2084,0
"946","Granisle","SFU","2009-2010","non-NWCC",54.887,-126.2084,0
"947","Granisle","SFU","2010-2011","non-NWCC",54.887,-126.2084,0
"948","Granisle","SFU","2011-2012","non-NWCC",54.887,-126.2084,0
"949","Granisle","SFU","2012-2013","non-NWCC",54.887,-126.2084,0
"950","Granisle","SFU","2013-2014","non-NWCC",54.887,-126.2084,0
"951","Granisle","TRU","2004-2005","non-NWCC",54.887,-126.2084,0
"952","Granisle","TRU","2005-2006","non-NWCC",54.887,-126.2084,0
"953","Granisle","TRU","2006-2007","non-NWCC",54.887,-126.2084,0
"954","Granisle","TRU","2007-2008","non-NWCC",54.887,-126.2084,0
"955","Granisle","TRU","2008-2009","non-NWCC",54.887,-126.2084,0
"956","Granisle","TRU","2009-2010","non-NWCC",54.887,-126.2084,0
"957","Granisle","TRU","2010-2011","non-NWCC",54.887,-126.2084,0
"958","Granisle","TRU","2011-2012","non-NWCC",54.887,-126.2084,0
"959","Granisle","TRU","2012-2013","non-NWCC",54.887,-126.2084,0
"960","Granisle","TRU","2013-2014","non-NWCC",54.887,-126.2084,0
"961","Granisle","UBCO","2004-2005","non-NWCC",54.887,-126.2084,0
"962","Granisle","UBCO","2005-2006","non-NWCC",54.887,-126.2084,0
"963","Granisle","UBCO","2006-2007","non-NWCC",54.887,-126.2084,0
"964","Granisle","UBCO","2007-2008","non-NWCC",54.887,-126.2084,0
"965","Granisle","UBCO","2008-2009","non-NWCC",54.887,-126.2084,0
"966","Granisle","UBCO","2009-2010","non-NWCC",54.887,-126.2084,0
"967","Granisle","UBCO","2010-2011","non-NWCC",54.887,-126.2084,0
"968","Granisle","UBCO","2011-2012","non-NWCC",54.887,-126.2084,0
"969","Granisle","UBCO","2012-2013","non-NWCC",54.887,-126.2084,0
"970","Granisle","UBCO","2013-2014","non-NWCC",54.887,-126.2084,0
"971","Granisle","UBCV","2004-2005","non-NWCC",54.887,-126.2084,0
"972","Granisle","UBCV","2005-2006","non-NWCC",54.887,-126.2084,0
"973","Granisle","UBCV","2006-2007","non-NWCC",54.887,-126.2084,0
"974","Granisle","UBCV","2007-2008","non-NWCC",54.887,-126.2084,0
"975","Granisle","UBCV","2008-2009","non-NWCC",54.887,-126.2084,0
"976","Granisle","UBCV","2009-2010","non-NWCC",54.887,-126.2084,0
"977","Granisle","UBCV","2010-2011","non-NWCC",54.887,-126.2084,0
"978","Granisle","UBCV","2011-2012","non-NWCC",54.887,-126.2084,0
"979","Granisle","UBCV","2012-2013","non-NWCC",54.887,-126.2084,0
"980","Granisle","UBCV","2013-2014","non-NWCC",54.887,-126.2084,0
"981","Granisle","UFV","2004-2005","non-NWCC",54.887,-126.2084,0
"982","Granisle","UFV","2005-2006","non-NWCC",54.887,-126.2084,0
"983","Granisle","UFV","2006-2007","non-NWCC",54.887,-126.2084,0
"984","Granisle","UFV","2007-2008","non-NWCC",54.887,-126.2084,0
"985","Granisle","UFV","2008-2009","non-NWCC",54.887,-126.2084,0
"986","Granisle","UFV","2009-2010","non-NWCC",54.887,-126.2084,0
"987","Granisle","UFV","2010-2011","non-NWCC",54.887,-126.2084,0
"988","Granisle","UFV","2011-2012","non-NWCC",54.887,-126.2084,0
"989","Granisle","UFV","2012-2013","non-NWCC",54.887,-126.2084,0
"990","Granisle","UFV","2013-2014","non-NWCC",54.887,-126.2084,0
"991","Granisle","UNBC","2004-2005","non-NWCC",54.887,-126.2084,0
"992","Granisle","UNBC","2005-2006","non-NWCC",54.887,-126.2084,0
"993","Granisle","UNBC","2006-2007","non-NWCC",54.887,-126.2084,0
"994","Granisle","UNBC","2007-2008","non-NWCC",54.887,-126.2084,0
"995","Granisle","UNBC","2008-2009","non-NWCC",54.887,-126.2084,0
"996","Granisle","UNBC","2009-2010","non-NWCC",54.887,-126.2084,0
"997","Granisle","UNBC","2010-2011","non-NWCC",54.887,-126.2084,0
"998","Granisle","UNBC","2011-2012","non-NWCC",54.887,-126.2084,0
"999","Granisle","UNBC","2012-2013","non-NWCC",54.887,-126.2084,0
"1000","Granisle","UNBC","2013-2014","non-NWCC",54.887,-126.2084,0
"1001","Granisle","UVIC","2004-2005","non-NWCC",54.887,-126.2084,0
"1002","Granisle","UVIC","2005-2006","non-NWCC",54.887,-126.2084,0
"1003","Granisle","UVIC","2006-2007","non-NWCC",54.887,-126.2084,0
"1004","Granisle","UVIC","2007-2008","non-NWCC",54.887,-126.2084,0
"1005","Granisle","UVIC","2008-2009","non-NWCC",54.887,-126.2084,0
"1006","Granisle","UVIC","2009-2010","non-NWCC",54.887,-126.2084,0
"1007","Granisle","UVIC","2010-2011","non-NWCC",54.887,-126.2084,0
"1008","Granisle","UVIC","2011-2012","non-NWCC",54.887,-126.2084,0
"1009","Granisle","UVIC","2012-2013","non-NWCC",54.887,-126.2084,0
"1010","Granisle","UVIC","2013-2014","non-NWCC",54.887,-126.2084,0
"1011","Granisle","VCC","2004-2005","non-NWCC",54.887,-126.2084,0
"1012","Granisle","VCC","2005-2006","non-NWCC",54.887,-126.2084,0
"1013","Granisle","VCC","2006-2007","non-NWCC",54.887,-126.2084,0
"1014","Granisle","VCC","2007-2008","non-NWCC",54.887,-126.2084,0
"1015","Granisle","VCC","2008-2009","non-NWCC",54.887,-126.2084,0
"1016","Granisle","VCC","2009-2010","non-NWCC",54.887,-126.2084,0
"1017","Granisle","VCC","2010-2011","non-NWCC",54.887,-126.2084,0
"1018","Granisle","VCC","2011-2012","non-NWCC",54.887,-126.2084,0
"1019","Granisle","VCC","2012-2013","non-NWCC",54.887,-126.2084,0
"1020","Granisle","VCC","2013-2014","non-NWCC",54.887,-126.2084,0
"1021","Granisle","VIU","2004-2005","non-NWCC",54.887,-126.2084,0
"1022","Granisle","VIU","2005-2006","non-NWCC",54.887,-126.2084,0
"1023","Granisle","VIU","2006-2007","non-NWCC",54.887,-126.2084,0
"1024","Granisle","VIU","2007-2008","non-NWCC",54.887,-126.2084,0
"1025","Granisle","VIU","2008-2009","non-NWCC",54.887,-126.2084,0
"1026","Granisle","VIU","2009-2010","non-NWCC",54.887,-126.2084,0
"1027","Granisle","VIU","2010-2011","non-NWCC",54.887,-126.2084,0
"1028","Granisle","VIU","2011-2012","non-NWCC",54.887,-126.2084,0
"1029","Granisle","VIU","2012-2013","non-NWCC",54.887,-126.2084,0
"1030","Granisle","VIU","2013-2014","non-NWCC",54.887,-126.2084,1
"1031","Granisle","no_transfer_yet","2004-2005","non-NWCC",54.887,-126.2084,1
"1032","Granisle","no_transfer_yet","2005-2006","non-NWCC",54.887,-126.2084,0
"1033","Granisle","no_transfer_yet","2006-2007","non-NWCC",54.887,-126.2084,0
"1034","Granisle","no_transfer_yet","2007-2008","non-NWCC",54.887,-126.2084,0
"1035","Granisle","no_transfer_yet","2008-2009","non-NWCC",54.887,-126.2084,0
"1036","Granisle","no_transfer_yet","2009-2010","non-NWCC",54.887,-126.2084,0
"1037","Granisle","no_transfer_yet","2010-2011","non-NWCC",54.887,-126.2084,0
"1038","Granisle","no_transfer_yet","2011-2012","non-NWCC",54.887,-126.2084,0
"1039","Granisle","no_transfer_yet","2012-2013","non-NWCC",54.887,-126.2084,0
"1040","Granisle","no_transfer_yet","2013-2014","non-NWCC",54.887,-126.2084,0
"1041","Hazelton","BCIT","2004-2005","non-NWCC",55.2525,-127.6788,0
"1042","Hazelton","BCIT","2005-2006","non-NWCC",55.2525,-127.6788,0
"1043","Hazelton","BCIT","2006-2007","non-NWCC",55.2525,-127.6788,2
"1044","Hazelton","BCIT","2007-2008","non-NWCC",55.2525,-127.6788,0
"1045","Hazelton","BCIT","2008-2009","non-NWCC",55.2525,-127.6788,1
"1046","Hazelton","BCIT","2009-2010","non-NWCC",55.2525,-127.6788,0
"1047","Hazelton","BCIT","2010-2011","non-NWCC",55.2525,-127.6788,1
"1048","Hazelton","BCIT","2011-2012","non-NWCC",55.2525,-127.6788,2
"1049","Hazelton","BCIT","2012-2013","non-NWCC",55.2525,-127.6788,0
"1050","Hazelton","BCIT","2013-2014","non-NWCC",55.2525,-127.6788,0
"1051","Hazelton","CAM","2004-2005","non-NWCC",55.2525,-127.6788,0
"1052","Hazelton","CAM","2005-2006","non-NWCC",55.2525,-127.6788,0
"1053","Hazelton","CAM","2006-2007","non-NWCC",55.2525,-127.6788,0
"1054","Hazelton","CAM","2007-2008","non-NWCC",55.2525,-127.6788,0
"1055","Hazelton","CAM","2008-2009","non-NWCC",55.2525,-127.6788,0
"1056","Hazelton","CAM","2009-2010","non-NWCC",55.2525,-127.6788,1
"1057","Hazelton","CAM","2010-2011","non-NWCC",55.2525,-127.6788,0
"1058","Hazelton","CAM","2011-2012","non-NWCC",55.2525,-127.6788,0
"1059","Hazelton","CAM","2012-2013","non-NWCC",55.2525,-127.6788,0
"1060","Hazelton","CAM","2013-2014","non-NWCC",55.2525,-127.6788,0
"1061","Hazelton","CAPU","2004-2005","non-NWCC",55.2525,-127.6788,0
"1062","Hazelton","CAPU","2005-2006","non-NWCC",55.2525,-127.6788,0
"1063","Hazelton","CAPU","2006-2007","non-NWCC",55.2525,-127.6788,2
"1064","Hazelton","CAPU","2007-2008","non-NWCC",55.2525,-127.6788,1
"1065","Hazelton","CAPU","2008-2009","non-NWCC",55.2525,-127.6788,2
"1066","Hazelton","CAPU","2009-2010","non-NWCC",55.2525,-127.6788,0
"1067","Hazelton","CAPU","2010-2011","non-NWCC",55.2525,-127.6788,0
"1068","Hazelton","CAPU","2011-2012","non-NWCC",55.2525,-127.6788,0
"1069","Hazelton","CAPU","2012-2013","non-NWCC",55.2525,-127.6788,0
"1070","Hazelton","CAPU","2013-2014","non-NWCC",55.2525,-127.6788,0
"1071","Hazelton","CNC","2004-2005","non-NWCC",55.2525,-127.6788,3
"1072","Hazelton","CNC","2005-2006","non-NWCC",55.2525,-127.6788,1
"1073","Hazelton","CNC","2006-2007","non-NWCC",55.2525,-127.6788,5
"1074","Hazelton","CNC","2007-2008","non-NWCC",55.2525,-127.6788,3
"1075","Hazelton","CNC","2008-2009","non-NWCC",55.2525,-127.6788,3
"1076","Hazelton","CNC","2009-2010","non-NWCC",55.2525,-127.6788,6
"1077","Hazelton","CNC","2010-2011","non-NWCC",55.2525,-127.6788,3
"1078","Hazelton","CNC","2011-2012","non-NWCC",55.2525,-127.6788,2
"1079","Hazelton","CNC","2012-2013","non-NWCC",55.2525,-127.6788,13
"1080","Hazelton","CNC","2013-2014","non-NWCC",55.2525,-127.6788,6
"1081","Hazelton","COTR","2004-2005","non-NWCC",55.2525,-127.6788,0
"1082","Hazelton","COTR","2005-2006","non-NWCC",55.2525,-127.6788,0
"1083","Hazelton","COTR","2006-2007","non-NWCC",55.2525,-127.6788,0
"1084","Hazelton","COTR","2007-2008","non-NWCC",55.2525,-127.6788,1
"1085","Hazelton","COTR","2008-2009","non-NWCC",55.2525,-127.6788,0
"1086","Hazelton","COTR","2009-2010","non-NWCC",55.2525,-127.6788,0
"1087","Hazelton","COTR","2010-2011","non-NWCC",55.2525,-127.6788,0
"1088","Hazelton","COTR","2011-2012","non-NWCC",55.2525,-127.6788,0
"1089","Hazelton","COTR","2012-2013","non-NWCC",55.2525,-127.6788,0
"1090","Hazelton","COTR","2013-2014","non-NWCC",55.2525,-127.6788,0
"1091","Hazelton","DOUG","2004-2005","non-NWCC",55.2525,-127.6788,2
"1092","Hazelton","DOUG","2005-2006","non-NWCC",55.2525,-127.6788,0
"1093","Hazelton","DOUG","2006-2007","non-NWCC",55.2525,-127.6788,0
"1094","Hazelton","DOUG","2007-2008","non-NWCC",55.2525,-127.6788,0
"1095","Hazelton","DOUG","2008-2009","non-NWCC",55.2525,-127.6788,0
"1096","Hazelton","DOUG","2009-2010","non-NWCC",55.2525,-127.6788,0
"1097","Hazelton","DOUG","2010-2011","non-NWCC",55.2525,-127.6788,0
"1098","Hazelton","DOUG","2011-2012","non-NWCC",55.2525,-127.6788,0
"1099","Hazelton","DOUG","2012-2013","non-NWCC",55.2525,-127.6788,1
"1100","Hazelton","DOUG","2013-2014","non-NWCC",55.2525,-127.6788,1
"1101","Hazelton","ECU","2004-2005","non-NWCC",55.2525,-127.6788,0
"1102","Hazelton","ECU","2005-2006","non-NWCC",55.2525,-127.6788,0
"1103","Hazelton","ECU","2006-2007","non-NWCC",55.2525,-127.6788,0
"1104","Hazelton","ECU","2007-2008","non-NWCC",55.2525,-127.6788,0
"1105","Hazelton","ECU","2008-2009","non-NWCC",55.2525,-127.6788,0
"1106","Hazelton","ECU","2009-2010","non-NWCC",55.2525,-127.6788,0
"1107","Hazelton","ECU","2010-2011","non-NWCC",55.2525,-127.6788,0
"1108","Hazelton","ECU","2011-2012","non-NWCC",55.2525,-127.6788,0
"1109","Hazelton","ECU","2012-2013","non-NWCC",55.2525,-127.6788,0
"1110","Hazelton","ECU","2013-2014","non-NWCC",55.2525,-127.6788,1
"1111","Hazelton","JIBC","2004-2005","non-NWCC",55.2525,-127.6788,2
"1112","Hazelton","JIBC","2005-2006","non-NWCC",55.2525,-127.6788,0
"1113","Hazelton","JIBC","2006-2007","non-NWCC",55.2525,-127.6788,0
"1114","Hazelton","JIBC","2007-2008","non-NWCC",55.2525,-127.6788,0
"1115","Hazelton","JIBC","2008-2009","non-NWCC",55.2525,-127.6788,0
"1116","Hazelton","JIBC","2009-2010","non-NWCC",55.2525,-127.6788,1
"1117","Hazelton","JIBC","2010-2011","non-NWCC",55.2525,-127.6788,1
"1118","Hazelton","JIBC","2011-2012","non-NWCC",55.2525,-127.6788,1
"1119","Hazelton","JIBC","2012-2013","non-NWCC",55.2525,-127.6788,0
"1120","Hazelton","JIBC","2013-2014","non-NWCC",55.2525,-127.6788,0
"1121","Hazelton","KPU","2004-2005","non-NWCC",55.2525,-127.6788,1
"1122","Hazelton","KPU","2005-2006","non-NWCC",55.2525,-127.6788,1
"1123","Hazelton","KPU","2006-2007","non-NWCC",55.2525,-127.6788,0
"1124","Hazelton","KPU","2007-2008","non-NWCC",55.2525,-127.6788,0
"1125","Hazelton","KPU","2008-2009","non-NWCC",55.2525,-127.6788,0
"1126","Hazelton","KPU","2009-2010","non-NWCC",55.2525,-127.6788,0
"1127","Hazelton","KPU","2010-2011","non-NWCC",55.2525,-127.6788,0
"1128","Hazelton","KPU","2011-2012","non-NWCC",55.2525,-127.6788,1
"1129","Hazelton","KPU","2012-2013","non-NWCC",55.2525,-127.6788,0
"1130","Hazelton","KPU","2013-2014","non-NWCC",55.2525,-127.6788,0
"1131","Hazelton","LANG","2004-2005","non-NWCC",55.2525,-127.6788,1
"1132","Hazelton","LANG","2005-2006","non-NWCC",55.2525,-127.6788,1
"1133","Hazelton","LANG","2006-2007","non-NWCC",55.2525,-127.6788,0
"1134","Hazelton","LANG","2007-2008","non-NWCC",55.2525,-127.6788,0
"1135","Hazelton","LANG","2008-2009","non-NWCC",55.2525,-127.6788,1
"1136","Hazelton","LANG","2009-2010","non-NWCC",55.2525,-127.6788,0
"1137","Hazelton","LANG","2010-2011","non-NWCC",55.2525,-127.6788,1
"1138","Hazelton","LANG","2011-2012","non-NWCC",55.2525,-127.6788,0
"1139","Hazelton","LANG","2012-2013","non-NWCC",55.2525,-127.6788,0
"1140","Hazelton","LANG","2013-2014","non-NWCC",55.2525,-127.6788,0
"1141","Hazelton","NIC","2004-2005","non-NWCC",55.2525,-127.6788,0
"1142","Hazelton","NIC","2005-2006","non-NWCC",55.2525,-127.6788,0
"1143","Hazelton","NIC","2006-2007","non-NWCC",55.2525,-127.6788,0
"1144","Hazelton","NIC","2007-2008","non-NWCC",55.2525,-127.6788,0
"1145","Hazelton","NIC","2008-2009","non-NWCC",55.2525,-127.6788,0
"1146","Hazelton","NIC","2009-2010","non-NWCC",55.2525,-127.6788,0
"1147","Hazelton","NIC","2010-2011","non-NWCC",55.2525,-127.6788,0
"1148","Hazelton","NIC","2011-2012","non-NWCC",55.2525,-127.6788,0
"1149","Hazelton","NIC","2012-2013","non-NWCC",55.2525,-127.6788,0
"1150","Hazelton","NIC","2013-2014","non-NWCC",55.2525,-127.6788,0
"1151","Hazelton","NLC","2004-2005","non-NWCC",55.2525,-127.6788,0
"1152","Hazelton","NLC","2005-2006","non-NWCC",55.2525,-127.6788,0
"1153","Hazelton","NLC","2006-2007","non-NWCC",55.2525,-127.6788,0
"1154","Hazelton","NLC","2007-2008","non-NWCC",55.2525,-127.6788,0
"1155","Hazelton","NLC","2008-2009","non-NWCC",55.2525,-127.6788,1
"1156","Hazelton","NLC","2009-2010","non-NWCC",55.2525,-127.6788,0
"1157","Hazelton","NLC","2010-2011","non-NWCC",55.2525,-127.6788,0
"1158","Hazelton","NLC","2011-2012","non-NWCC",55.2525,-127.6788,0
"1159","Hazelton","NLC","2012-2013","non-NWCC",55.2525,-127.6788,0
"1160","Hazelton","NLC","2013-2014","non-NWCC",55.2525,-127.6788,0
"1161","Hazelton","NVIT","2004-2005","non-NWCC",55.2525,-127.6788,1
"1162","Hazelton","NVIT","2005-2006","non-NWCC",55.2525,-127.6788,0
"1163","Hazelton","NVIT","2006-2007","non-NWCC",55.2525,-127.6788,2
"1164","Hazelton","NVIT","2007-2008","non-NWCC",55.2525,-127.6788,3
"1165","Hazelton","NVIT","2008-2009","non-NWCC",55.2525,-127.6788,1
"1166","Hazelton","NVIT","2009-2010","non-NWCC",55.2525,-127.6788,2
"1167","Hazelton","NVIT","2010-2011","non-NWCC",55.2525,-127.6788,0
"1168","Hazelton","NVIT","2011-2012","non-NWCC",55.2525,-127.6788,1
"1169","Hazelton","NVIT","2012-2013","non-NWCC",55.2525,-127.6788,0
"1170","Hazelton","NVIT","2013-2014","non-NWCC",55.2525,-127.6788,0
"1171","Hazelton","NWCC","2004-2005","NWCC",55.2525,-127.6788,32
"1172","Hazelton","NWCC","2005-2006","NWCC",55.2525,-127.6788,21
"1173","Hazelton","NWCC","2006-2007","NWCC",55.2525,-127.6788,15
"1174","Hazelton","NWCC","2007-2008","NWCC",55.2525,-127.6788,15
"1175","Hazelton","NWCC","2008-2009","NWCC",55.2525,-127.6788,19
"1176","Hazelton","NWCC","2009-2010","NWCC",55.2525,-127.6788,15
"1177","Hazelton","NWCC","2010-2011","NWCC",55.2525,-127.6788,16
"1178","Hazelton","NWCC","2011-2012","NWCC",55.2525,-127.6788,14
"1179","Hazelton","NWCC","2012-2013","NWCC",55.2525,-127.6788,11
"1180","Hazelton","NWCC","2013-2014","NWCC",55.2525,-127.6788,16
"1181","Hazelton","OKAN","2004-2005","non-NWCC",55.2525,-127.6788,0
"1182","Hazelton","OKAN","2005-2006","non-NWCC",55.2525,-127.6788,0
"1183","Hazelton","OKAN","2006-2007","non-NWCC",55.2525,-127.6788,0
"1184","Hazelton","OKAN","2007-2008","non-NWCC",55.2525,-127.6788,1
"1185","Hazelton","OKAN","2008-2009","non-NWCC",55.2525,-127.6788,0
"1186","Hazelton","OKAN","2009-2010","non-NWCC",55.2525,-127.6788,0
"1187","Hazelton","OKAN","2010-2011","non-NWCC",55.2525,-127.6788,0
"1188","Hazelton","OKAN","2011-2012","non-NWCC",55.2525,-127.6788,0
"1189","Hazelton","OKAN","2012-2013","non-NWCC",55.2525,-127.6788,0
"1190","Hazelton","OKAN","2013-2014","non-NWCC",55.2525,-127.6788,2
"1191","Hazelton","SEL","2004-2005","non-NWCC",55.2525,-127.6788,0
"1192","Hazelton","SEL","2005-2006","non-NWCC",55.2525,-127.6788,0
"1193","Hazelton","SEL","2006-2007","non-NWCC",55.2525,-127.6788,1
"1194","Hazelton","SEL","2007-2008","non-NWCC",55.2525,-127.6788,0
"1195","Hazelton","SEL","2008-2009","non-NWCC",55.2525,-127.6788,1
"1196","Hazelton","SEL","2009-2010","non-NWCC",55.2525,-127.6788,0
"1197","Hazelton","SEL","2010-2011","non-NWCC",55.2525,-127.6788,0
"1198","Hazelton","SEL","2011-2012","non-NWCC",55.2525,-127.6788,0
"1199","Hazelton","SEL","2012-2013","non-NWCC",55.2525,-127.6788,2
"1200","Hazelton","SEL","2013-2014","non-NWCC",55.2525,-127.6788,0
"1201","Hazelton","SFU","2004-2005","non-NWCC",55.2525,-127.6788,0
"1202","Hazelton","SFU","2005-2006","non-NWCC",55.2525,-127.6788,0
"1203","Hazelton","SFU","2006-2007","non-NWCC",55.2525,-127.6788,0
"1204","Hazelton","SFU","2007-2008","non-NWCC",55.2525,-127.6788,0
"1205","Hazelton","SFU","2008-2009","non-NWCC",55.2525,-127.6788,0
"1206","Hazelton","SFU","2009-2010","non-NWCC",55.2525,-127.6788,1
"1207","Hazelton","SFU","2010-2011","non-NWCC",55.2525,-127.6788,1
"1208","Hazelton","SFU","2011-2012","non-NWCC",55.2525,-127.6788,0
"1209","Hazelton","SFU","2012-2013","non-NWCC",55.2525,-127.6788,0
"1210","Hazelton","SFU","2013-2014","non-NWCC",55.2525,-127.6788,0
"1211","Hazelton","TRU","2004-2005","non-NWCC",55.2525,-127.6788,3
"1212","Hazelton","TRU","2005-2006","non-NWCC",55.2525,-127.6788,4
"1213","Hazelton","TRU","2006-2007","non-NWCC",55.2525,-127.6788,2
"1214","Hazelton","TRU","2007-2008","non-NWCC",55.2525,-127.6788,1
"1215","Hazelton","TRU","2008-2009","non-NWCC",55.2525,-127.6788,6
"1216","Hazelton","TRU","2009-2010","non-NWCC",55.2525,-127.6788,0
"1217","Hazelton","TRU","2010-2011","non-NWCC",55.2525,-127.6788,1
"1218","Hazelton","TRU","2011-2012","non-NWCC",55.2525,-127.6788,2
"1219","Hazelton","TRU","2012-2013","non-NWCC",55.2525,-127.6788,1
"1220","Hazelton","TRU","2013-2014","non-NWCC",55.2525,-127.6788,3
"1221","Hazelton","UBCO","2004-2005","non-NWCC",55.2525,-127.6788,2
"1222","Hazelton","UBCO","2005-2006","non-NWCC",55.2525,-127.6788,0
"1223","Hazelton","UBCO","2006-2007","non-NWCC",55.2525,-127.6788,0
"1224","Hazelton","UBCO","2007-2008","non-NWCC",55.2525,-127.6788,0
"1225","Hazelton","UBCO","2008-2009","non-NWCC",55.2525,-127.6788,1
"1226","Hazelton","UBCO","2009-2010","non-NWCC",55.2525,-127.6788,0
"1227","Hazelton","UBCO","2010-2011","non-NWCC",55.2525,-127.6788,0
"1228","Hazelton","UBCO","2011-2012","non-NWCC",55.2525,-127.6788,2
"1229","Hazelton","UBCO","2012-2013","non-NWCC",55.2525,-127.6788,1
"1230","Hazelton","UBCO","2013-2014","non-NWCC",55.2525,-127.6788,2
"1231","Hazelton","UBCV","2004-2005","non-NWCC",55.2525,-127.6788,1
"1232","Hazelton","UBCV","2005-2006","non-NWCC",55.2525,-127.6788,0
"1233","Hazelton","UBCV","2006-2007","non-NWCC",55.2525,-127.6788,2
"1234","Hazelton","UBCV","2007-2008","non-NWCC",55.2525,-127.6788,1
"1235","Hazelton","UBCV","2008-2009","non-NWCC",55.2525,-127.6788,0
"1236","Hazelton","UBCV","2009-2010","non-NWCC",55.2525,-127.6788,0
"1237","Hazelton","UBCV","2010-2011","non-NWCC",55.2525,-127.6788,1
"1238","Hazelton","UBCV","2011-2012","non-NWCC",55.2525,-127.6788,2
"1239","Hazelton","UBCV","2012-2013","non-NWCC",55.2525,-127.6788,0
"1240","Hazelton","UBCV","2013-2014","non-NWCC",55.2525,-127.6788,1
"1241","Hazelton","UFV","2004-2005","non-NWCC",55.2525,-127.6788,0
"1242","Hazelton","UFV","2005-2006","non-NWCC",55.2525,-127.6788,0
"1243","Hazelton","UFV","2006-2007","non-NWCC",55.2525,-127.6788,0
"1244","Hazelton","UFV","2007-2008","non-NWCC",55.2525,-127.6788,0
"1245","Hazelton","UFV","2008-2009","non-NWCC",55.2525,-127.6788,0
"1246","Hazelton","UFV","2009-2010","non-NWCC",55.2525,-127.6788,0
"1247","Hazelton","UFV","2010-2011","non-NWCC",55.2525,-127.6788,0
"1248","Hazelton","UFV","2011-2012","non-NWCC",55.2525,-127.6788,0
"1249","Hazelton","UFV","2012-2013","non-NWCC",55.2525,-127.6788,0
"1250","Hazelton","UFV","2013-2014","non-NWCC",55.2525,-127.6788,0
"1251","Hazelton","UNBC","2004-2005","non-NWCC",55.2525,-127.6788,5
"1252","Hazelton","UNBC","2005-2006","non-NWCC",55.2525,-127.6788,3
"1253","Hazelton","UNBC","2006-2007","non-NWCC",55.2525,-127.6788,4
"1254","Hazelton","UNBC","2007-2008","non-NWCC",55.2525,-127.6788,1
