year,programTitle,Program Code,PLU,Sum Credits,location,sumFTE,abo,imm
2011-12,Career and College Prep,CCP,SCH,56256.904,PR,73.25117708,Y,00
2011-12,Career and College Prep,CCP,SCH,23923.59,PR,31.15050781,N,00
2011-12,Career and College Prep,CCP,SCH,620.573,MA,0.80803776,,00
2011-12,Career and College Prep,CCP,SCH,959.859,MA,1.249816406,Y,00
2011-12,Career and College Prep,CCP,SCH,435.001,MA,0.566407552,N,00
2011-12,Career and College Prep,CCP,SCH,312.429,KI,0.406808594,,01
2011-12,Career and College Prep,CCP,SCH,12459.01,KI,16.22266927,,00
2011-12,Career and College Prep,CCP,SCH,4754.716,KI,6.191036458,Y,00
2011-12,Career and College Prep,CCP,SCH,3952.861,KI,5.146954427,N,00
2011-12,Career and College Prep,CCP,SCH,77,TE,0.128333333,,00
2011-12,Career and College Prep,CCP,SCH,652,TE,1.086666667,Y,00
2011-12,Career and College Prep,CCP,SCH,295,TE,0.491666667,N,00
2011-12,Career and College Prep,CCP,SCH,7,SM,0.011666667,,00
2011-12,Career and College Prep,CCP,SCH,698,SM,1.163333333,Y,00
2011-12,Career and College Prep,CCP,SCH,145,SM,0.241666667,N,00
2011-12,Career and College Prep,CCP,SCH,24,RE,0.04,Y,00
2011-12,Career and College Prep,CCP,SCH,375,PR,0.625,Y,00
2011-12,Career and College Prep,CCP,SCH,1.5,PR,0.0025,N,00
2011-12,Career and College Prep,CCP,SCH,24,ON,0.04,,00
2011-12,Career and College Prep,CCP,SCH,24,ON,0.04,N,00
2011-12,Career and College Prep,CCP,SCH,12,NA,0.02,Y,00
2011-12,Career and College Prep,CCP,SCH,7,MA,0.011666667,,00
2011-12,Career and College Prep,CCP,SCH,329,MA,0.548333333,Y,00
2011-12,Career and College Prep,CCP,SCH,48,KN,0.08,Y,00
2011-12,Career and College Prep,CCP,SCH,21,HO,0.035,,00
2011-12,Career and College Prep,CCP,SCH,35,HO,0.058333333,Y,00
2011-12,Career and College Prep,CCP,SCH,206,HA,0.343333333,Y,00
2011-12,Career and College Prep,CCP,SCH,14,GK,0.023333333,Y,00
2011-12,Career and College Prep,CCP,SCH,0,CA,0,Y,00
2011-12,Career and College Prep,CCP,SCH,16,ON,0.651041667,,00
2011-12,Career and College Prep,CCP,SCH,103.5,ON,1.1328125,Y,00
2011-12,Career and College Prep,CCP,SCH,30,ON,0.46875,N,00
2011-12,Career and College Prep,CCP,SCH,39,MA,0,,00
2011-12,Career and College Prep,CCP,SCH,79.5,MA,0,Y,00
2011-12,Career and College Prep,CCP,SCH,21,MA,0,N,00
2011-12,Career and College Prep,CCP,SCH,12,KI,0,,01
2011-12,Career and College Prep,CCP,SCH,493,KI,0,,00
2011-12,Career and College Prep,CCP,SCH,214.5,KI,0,Y,00
2011-12,Career and College Prep,CCP,SCH,192.5,KI,0,N,00
2011-12,Career and College Prep,CCP,SCH,281.5,HO,0,,00
2011-12,Career and College Prep,CCP,SCH,122.5,HO,0,Y,00
2011-12,Career and College Prep,CCP,SCH,17.5,HO,0,N,00
2011-12,Career and College Prep,CCP,SCH,241,HA,0,,00
2011-12,Career and College Prep,CCP,SCH,1617.5,HA,0.09765625,Y,00
2011-12,Career and College Prep,CCP,SCH,156,HA,0,N,00
2011-12,Career and College Prep,CCP,SCH,10,GY,0,,00
2011-12,Career and College Prep,CCP,SCH,243,GY,0,Y,00
2011-12,Career and College Prep,CCP,SCH,1,GR,0,Y,00
2011-12,Career and College Prep,CCP,SCH,3,GK,0,Y,00
2011-12,Career and College Prep,CCP,SCH,11813.251,HO,15.38183724,,00
2011-12,Career and College Prep,CCP,SCH,3937.179,HO,5.126535156,Y,00
2011-12,Career and College Prep,CCP,SCH,1234.004,HO,1.606776042,N,00
2011-12,Career and College Prep,CCP,SCH,4597.447,HA,5.986259115,,00
2011-12,Career and College Prep,CCP,SCH,25241.301,HA,32.86627734,Y,00
2011-12,Career and College Prep,CCP,SCH,2051.389,HA,2.671079427,N,00
2011-12,Career and College Prep,CCP,SCH,339.286,GY,0.441778646,,00
2011-12,Career and College Prep,CCP,SCH,6350.008,GY,8.268239583,Y,00
2011-12,Career and College Prep,CCP,SCH,112.5,TE,0,N,01
2011-12,Career and College Prep,CCP,SCH,296,TE,0.41015625,,00
2011-12,Career and College Prep,CCP,SCH,1803.5,TE,3.671875,Y,00
2011-12,Career and College Prep,CCP,SCH,1564.5,TE,9.266927083,N,00
2011-12,Career and College Prep,CCP,SCH,3,SM,0,N,01
2011-12,Career and College Prep,CCP,SCH,190,SM,1.171875,,00
2011-12,Career and College Prep,CCP,SCH,241,SM,0.703125,Y,00
2011-12,Career and College Prep,CCP,SCH,541,SM,2.03125,N,00
2011-12,Career and College Prep,CCP,SCH,35,PR,0.05859375,N,01
2011-12,Career and College Prep,CCP,SCH,129,PR,0.283203125,,00
2011-12,Career and College Prep,CCP,SCH,2709.5,PR,4.694010417,Y,00
2011-12,Career and College Prep,CCP,SCH,1313.5,PR,7.513020833,N,00
2012-13,Career and College Prep,CCP,SCH,9671.866,PR,12.59357552,N,00
2012-13,Career and College Prep,CCP,SCH,34797.572,PR,45.30933854,Y,00
2012-13,Career and College Prep,CCP,SCH,1813.144,PR,2.360864583,,00
2012-13,Career and College Prep,CCP,SCH,693.714,PR,0.903273438,N,01
2012-13,Career and College Prep,CCP,SCH,547.714,PR,0.713169271,N,
2012-13,Career and College Prep,CCP,SCH,5578.009,SM,7.263032552,N,00
2012-13,Career and College Prep,CCP,SCH,5314.586,SM,6.920033854,Y,00
2012-13,Career and College Prep,CCP,SCH,5014.179,SM,6.528878906,,00
2012-13,Career and College Prep,CCP,SCH,529.714,SM,0.689731771,N,01
2012-13,Career and College Prep,CCP,SCH,15521.431,TE,20.21019661,N,00
2012-13,Career and College Prep,CCP,SCH,38.572,MA,0.050223958,,00
2012-13,Career and College Prep,CCP,SCH,185.718,KL,0.241820313,,00
2012-13,Career and College Prep,CCP,SCH,28.572,KL,0.037203125,Y,00
2012-13,Career and College Prep,CCP,SCH,14.286,KL,0.018601563,N,00
2012-13,Career and College Prep,CCP,SCH,42.429,KI,0.055246094,,01
2012-13,Career and College Prep,CCP,SCH,1460.573,KI,1.90178776,,00
2012-13,Career and College Prep,CCP,SCH,160.286,KI,0.208705729,Y,00
2012-13,Career and College Prep,CCP,SCH,2244.721,KI,2.922813802,N,00
2012-13,Career and College Prep,CCP,SCH,320.143,HO,0.416852865,,01
2012-13,Career and College Prep,CCP,SCH,14997.209,HO,19.52761589,,00
2012-13,Career and College Prep,CCP,SCH,24,TE,0.04,N,01
2012-13,Career and College Prep,CCP,SCH,461.5,TE,0.769166667,Y,00
2012-13,Career and College Prep,CCP,SCH,105,TE,0.175,N,00
2012-13,Career and College Prep,CCP,SCH,31,SM,0.051666667,,00
2012-13,Career and College Prep,CCP,SCH,224,SM,0.373333333,Y,00
2012-13,Career and College Prep,CCP,SCH,20,SM,0.033333333,N,00
2012-13,Career and College Prep,CCP,SCH,77.5,PR,0.129166667,Y,00
2012-13,Career and College Prep,CCP,SCH,5,NA,0.008333333,Y,00
2012-13,Career and College Prep,CCP,SCH,4,MA,0.006666667,Y,00
2012-13,Career and College Prep,CCP,SCH,11,KA,0.018333333,Y,00
2012-13,Career and College Prep,CCP,SCH,16,HO,0.026666667,,00
2012-13,Career and College Prep,CCP,SCH,8,HA,0.013333333,,00
2012-13,Career and College Prep,CCP,SCH,39,HA,0.065,Y,00
2012-13,Career and College Prep,CCP,SCH,4,GG,0.006666667,Y,00
2012-13,Career and College Prep,CCP,SCH,51.429,TE,0.066964844,,02
2012-13,Career and College Prep,CCP,SCH,54,TE,0.0703125,N,02
2012-13,Career and College Prep,CCP,SCH,138.857,TE,0.180803385,,01
2012-13,Career and College Prep,CCP,SCH,55,TE,0.071614583,N,01
2012-13,Career and College Prep,CCP,SCH,3478.571,TE,4.529389323,,00
2012-13,Career and College Prep,CCP,SCH,19068.428,TE,24.82868229,Y,00
2012-13,Career and College Prep,CCP,SCH,15,PR,0.37109375,N,02
2012-13,Career and College Prep,CCP,SCH,39,PR,0.05859375,N,01
2012-13,Career and College Prep,CCP,SCH,88,PR,0.234375,,00
2012-13,Career and College Prep,CCP,SCH,1590.5,PR,3.61328125,Y,00
2012-13,Career and College Prep,CCP,SCH,646,PR,4.86328125,N,00
2012-13,Career and College Prep,CCP,SCH,32.5,KL,0,,00
2012-13,Career and College Prep,CCP,SCH,5,KL,0,Y,00
2012-13,Career and College Prep,CCP,SCH,2.5,KL,0,N,00
2012-13,Career and College Prep,CCP,SCH,3,KI,0,,01
2012-13,Career and College Prep,CCP,SCH,106.5,KI,0,,00
2012-13,Career and College Prep,CCP,SCH,16.5,KI,0,Y,00
2012-13,Career and College Prep,CCP,SCH,24,KI,0,N,00
2012-13,Career and College Prep,CCP,SCH,9,HO,0,,01
2012-13,Career and College Prep,CCP,SCH,227.5,HO,0.25390625,,00
2012-13,Career and College Prep,CCP,SCH,55,HO,0.01953125,Y,00
2012-13,Career and College Prep,CCP,SCH,15,HO,0,N,00
2012-13,Career and College Prep,CCP,SCH,21,HA,0,N,01
2012-13,Career and College Prep,CCP,SCH,90,HA,0,,00
2012-13,Career and College Prep,CCP,SCH,1266,HA,0.205729167,Y,00
2012-13,Career and College Prep,CCP,SCH,194.5,HA,0,N,00
2012-13,Career and College Prep,CCP,SCH,1717.262,HO,2.236018229,Y,00
2012-13,Career and College Prep,CCP,SCH,684.002,HO,0.890627604,N,00
2012-13,Career and College Prep,CCP,SCH,172.286,HA,0.224330729,N,01
2012-13,Career and College Prep,CCP,SCH,2536.687,HA,3.302977865,,00
2012-13,Career and College Prep,CCP,SCH,21380.346,HA,27.83899219,Y,00
2012-13,Career and College Prep,CCP,SCH,1971.144,HA,2.56659375,N,00
2012-13,Career and College Prep,CCP,SCH,37.5,TE,0.64453125,,02
2012-13,Career and College Prep,CCP,SCH,6,TE,0,N,02
2012-13,Career and College Prep,CCP,SCH,3,TE,0,,01
2012-13,Career and College Prep,CCP,SCH,21,TE,0.393880208,N,01
2012-13,Career and College Prep,CCP,SCH,238,TE,1.171875,,00
2012-13,Career and College Prep,CCP,SCH,920.5,TE,2.080078125,Y,00
2012-13,Career and College Prep,CCP,SCH,789.5,TE,2.515625,N,00
2012-13,Career and College Prep,CCP,SCH,33,SM,0,N,01
2012-13,Career and College Prep,CCP,SCH,174.5,SM,0.748697917,,00
2012-13,Career and College Prep,CCP,SCH,141,SM,0.17578125,Y,00
2012-13,Career and College Prep,CCP,SCH,219,SM,0.41015625,N,00
2012-13,Career and College Prep,CCP,SCH,0,RE,0,,00
2012-13,Career and College Prep,CCP,SCH,0,RE,0,Y,00
2012-13,Career and College Prep,CCP,SCH,6,PR,0,N,
2013-14,Career and College Prep,CCP,SCH,34396.442,PR,44.78703385,Y,00
2013-14,Career and College Prep,CCP,SCH,2022.174,PR,2.633039063,,00
2013-14,Career and College Prep,CCP,SCH,471.344,PR,0.613729167,N,01
2013-14,Career and College Prep,CCP,SCH,245.958,PR,0.320257813,N,
2013-14,Career and College Prep,CCP,SCH,270.386,PR,0.352065104,,
2013-14,Career and College Prep,CCP,SCH,9578.845,SM,12.47245443,N,00
2013-14,Career and College Prep,CCP,SCH,5404.353,SM,7.036917969,Y,00
2013-14,Career and College Prep,CCP,SCH,10583.656,SM,13.78080208,,00
2013-14,Career and College Prep,CCP,SCH,173.714,SM,0.226190104,N,01
2013-14,Career and College Prep,CCP,SCH,500.144,SM,0.651229167,,01
2013-14,Career and College Prep,CCP,SCH,9160.809,PR,11.92813672,N,00
2013-14,Career and College Prep,CCP,SCH,0,NA,0,,00
2013-14,Career and College Prep,CCP,SCH,1717.859,NA,2.236795573,Y,00
2013-14,Career and College Prep,CCP,SCH,2960.326,MO,3.854591146,,00
2013-14,Career and College Prep,CCP,SCH,7411.713,MO,9.650667969,Y,00
2013-14,Career and College Prep,CCP,SCH,596.428,KI,0.776598958,,00
2013-14,Career and College Prep,CCP,SCH,1960.713,KI,2.553011719,N,00
2013-14,Career and College Prep,CCP,SCH,171,HO,0.22265625,,01
2013-14,Career and College Prep,CCP,SCH,12062.293,HO,15.70611068,,00
2013-14,Career and College Prep,CCP,SCH,2439.004,HO,3.175786458,Y,00
2013-14,Career and College Prep,CCP,SCH,16,TE,0.026666667,,00
2013-14,Career and College Prep,CCP,SCH,935,TE,1.558333333,Y,00
2013-14,Career and College Prep,CCP,SCH,891,SM,1.485,Y,00
2013-14,Career and College Prep,CCP,SCH,7,QC,0.011666667,,00
2013-14,Career and College Prep,CCP,SCH,187,PR,0.311666667,Y,00
2013-14,Career and College Prep,CCP,SCH,48,ON,0.08,,00
2013-14,Career and College Prep,CCP,SCH,700,MO,1.166666667,Y,00
2013-14,Career and College Prep,CCP,SCH,7,MA,0.011666667,,00
2013-14,Career and College Prep,CCP,SCH,6,HO,0.01,,00
2013-14,Career and College Prep,CCP,SCH,75,HG,0.125,Y,00
2013-14,Career and College Prep,CCP,SCH,448,HA,0.746666667,Y,00
2013-14,Career and College Prep,CCP,SCH,14,HA,0.023333333,N,00
2013-14,Career and College Prep,CCP,SCH,400,GY,0.666666667,Y,00
2013-14,Career and College Prep,CCP,SCH,6,GR,0.01,Y,00
2013-14,Career and College Prep,CCP,SCH,16,GM,0.026666667,Y,00
2013-14,Career and College Prep,CCP,SCH,162,TE,0.2109375,N,01
2013-14,Career and College Prep,CCP,SCH,6334.864,TE,8.248520833,,00
2013-14,Career and College Prep,CCP,SCH,23704.575,TE,30.86533203,Y,00
2013-14,Career and College Prep,CCP,SCH,12482.441,TE,16.25317839,N,00
2013-14,Career and College Prep,CCP,SCH,113.143,SM,0.147321615,N,06
2013-14,Career and College Prep,CCP,SCH,131.143,SM,0.170759115,,03
2013-14,Career and College Prep,CCP,SCH,451.5,PR,2.65625,N,00
2013-14,Career and College Prep,CCP,SCH,0,NA,0,,00
2013-14,Career and College Prep,CCP,SCH,0,NA,0,Y,00
2013-14,Career and College Prep,CCP,SCH,99,MO,0,,00
2013-14,Career and College Prep,CCP,SCH,264,MO,0,Y,00
2013-14,Career and College Prep,CCP,SCH,2,MA,0.0390625,,00
2013-14,Career and College Prep,CCP,SCH,13,MA,0.25390625,Y,00
2013-14,Career and College Prep,CCP,SCH,1,MA,0.01953125,N,00
2013-14,Career and College Prep,CCP,SCH,5,KL,0.09765625,,00
2013-14,Career and College Prep,CCP,SCH,4,KL,0.078125,Y,00
2013-14,Career and College Prep,CCP,SCH,0,KI,0,,00
2013-14,Career and College Prep,CCP,SCH,0,KI,0,N,00
2013-14,Career and College Prep,CCP,SCH,4,HO,0,,01
2013-14,Career and College Prep,CCP,SCH,190.5,HO,0,,00
2013-14,Career and College Prep,CCP,SCH,99,HO,0,Y,00
2013-14,Career and College Prep,CCP,SCH,12.5,HO,0,N,00
2013-14,Career and College Prep,CCP,SCH,29.5,HA,0.1171875,,00
2013-14,Career and College Prep,CCP,SCH,944,HA,0,Y,00
2013-14,Career and College Prep,CCP,SCH,98,HA,0,N,00
2013-14,Career and College Prep,CCP,SCH,0,GY,0,Y,00
2013-14,Career and College Prep,CCP,SCH,902.574,HO,1.175226563,N,00
2013-14,Career and College Prep,CCP,SCH,758.773,HA,0.987985677,,00
2013-14,Career and College Prep,CCP,SCH,16557.439,HA,21.55916536,Y,00
2013-14,Career and College Prep,CCP,SCH,1321,HA,1.720052083,N,00
2013-14,Career and College Prep,CCP,SCH,2349.998,GY,3.059893229,Y,00
2013-14,Career and College Prep,CCP,SCH,16.5,TE,0.37109375,N,01
2013-14,Career and College Prep,CCP,SCH,319,TE,1.9140625,,00
2013-14,Career and College Prep,CCP,SCH,986,TE,4.1796875,Y,00
2013-14,Career and College Prep,CCP,SCH,593.5,TE,3.505859375,N,00
2013-14,Career and College Prep,CCP,SCH,0,SM,0,N,06
2013-14,Career and College Prep,CCP,SCH,1461,PR,3.30078125,Y,00
2013-14,Career and College Prep,CCP,SCH,64,PR,0.3515625,,00
2013-14,Career and College Prep,CCP,SCH,6,PR,0,N,01
2013-14,Career and College Prep,CCP,SCH,3,PR,0,N,
2013-14,Career and College Prep,CCP,SCH,3,PR,0,,
2013-14,Career and College Prep,CCP,SCH,320,SM,1.93359375,N,00
2013-14,Career and College Prep,CCP,SCH,196.5,SM,0.17578125,Y,00
2013-14,Career and College Prep,CCP,SCH,253,SM,0.41015625,,00
2013-14,Career and College Prep,CCP,SCH,16,SM,0,N,01
2013-14,Career and College Prep,CCP,SCH,12,SM,0,,01
2013-14,Career and College Prep,CCP,SCH,0,SM,0,,03
2014-15,Career and College Prep,CCP,SCH,392.857,SM,0.511532552,N,06
2014-15,Career and College Prep,CCP,SCH,291.858,SM,0.380023438,,01
2014-15,Career and College Prep,CCP,SCH,12859.704,SM,16.74440625,,00
2014-15,Career and College Prep,CCP,SCH,6066.235,SM,7.89874349,Y,00
2014-15,Career and College Prep,CCP,SCH,12958.742,SM,16.87336198,N,00
2014-15,Career and College Prep,CCP,SCH,99,PR,0.12890625,,
2014-15,Career and College Prep,CCP,SCH,1724.429,PR,2.24535026,N,01
2014-15,Career and College Prep,CCP,SCH,2085.288,PR,2.71521875,,00
2014-15,Career and College Prep,CCP,SCH,25267.588,PR,32.90050521,Y,00
2014-15,Career and College Prep,CCP,SCH,10676.865,PR,13.90216797,N,00
2014-15,Career and College Prep,CCP,SCH,109.286,MO,0.142299479,,00
2014-15,Career and College Prep,CCP,SCH,546.43,MO,0.711497396,Y,00
2014-15,Career and College Prep,CCP,SCH,596.146,MA,0.776231771,,00
2014-15,Career and College Prep,CCP,SCH,939.433,MA,1.223220052,Y,00
2014-15,Career and College Prep,CCP,SCH,1325.002,KI,1.725263021,,00
2014-15,Career and College Prep,CCP,SCH,757.144,KI,0.985864583,N,00
2014-15,Career and College Prep,CCP,SCH,1,TE,0.001666667,,00
2014-15,Career and College Prep,CCP,SCH,39,TE,0.065,Y,00
2014-15,Career and College Prep,CCP,SCH,1,TE,0.001666667,N,00
2014-15,Career and College Prep,CCP,SCH,466,SM,0.776666667,,00
2014-15,Career and College Prep,CCP,SCH,824,SM,1.373333333,Y,00
2014-15,Career and College Prep,CCP,SCH,106,PS,0.176666667,Y,00
2014-15,Career and College Prep,CCP,SCH,7,PR,0.011666667,Y,00
2014-15,Career and College Prep,CCP,SCH,24,NA,0.04,Y,00
2014-15,Career and College Prep,CCP,SCH,35,MA,0.058333333,Y,00
2014-15,Career and College Prep,CCP,SCH,21,KL,0.035,Y,00
2014-15,Career and College Prep,CCP,SCH,6,KI,0.01,Y,00
2014-15,Career and College Prep,CCP,SCH,190,HO,0.316666667,,00
2014-15,Career and College Prep,CCP,SCH,229,HA,0.381666667,Y,00
2014-15,Career and College Prep,CCP,SCH,17,GM,0.028333333,Y,00
2014-15,Career and College Prep,CCP,SCH,7945.86,TE,10.34617188,,00
2014-15,Career and College Prep,CCP,SCH,14472.147,TE,18.84394141,Y,00
2014-15,Career and College Prep,CCP,SCH,12365.579,TE,16.10101432,N,00
2014-15,Career and College Prep,CCP,SCH,83,PR,0.21484375,,00
2014-15,Career and College Prep,CCP,SCH,1360,PR,4.557291667,Y,00
2014-15,Career and College Prep,CCP,SCH,566.5,PR,2.604166667,N,00
2014-15,Career and College Prep,CCP,SCH,10.5,MO,0.1171875,,00
2014-15,Career and College Prep,CCP,SCH,58.5,MO,0.703125,Y,00
2014-15,Career and College Prep,CCP,SCH,29,MA,0,,00
2014-15,Career and College Prep,CCP,SCH,54,MA,0,Y,00
2014-15,Career and College Prep,CCP,SCH,0,KI,0,,00
2014-15,Career and College Prep,CCP,SCH,0,KI,0,N,00
2014-15,Career and College Prep,CCP,SCH,329,HO,0,,00
2014-15,Career and College Prep,CCP,SCH,106,HO,0,Y,00
2014-15,Career and College Prep,CCP,SCH,36,HO,0,N,00
2014-15,Career and College Prep,CCP,SCH,113,HB,0,Y,00
2014-15,Career and College Prep,CCP,SCH,0,HA,0,N,01
2014-15,Career and College Prep,CCP,SCH,10,HA,0,,00
2014-15,Career and College Prep,CCP,SCH,826,HA,0,Y,00
2014-15,Career and College Prep,CCP,SCH,65,HA,0.1171875,N,00
2014-15,Career and College Prep,CCP,SCH,14367.872,HO,18.70816667,,00
2014-15,Career and College Prep,CCP,SCH,3097.575,HO,4.033300781,Y,00
2014-15,Career and College Prep,CCP,SCH,3418.718,HO,4.451455729,N,00
2014-15,Career and College Prep,CCP,SCH,3064.284,HB,3.989953125,Y,00
2014-15,Career and College Prep,CCP,SCH,580.373,HA,0.75569401,,00
2014-15,Career and College Prep,CCP,SCH,16823.913,HA,21.90613672,Y,00
2014-15,Career and College Prep,CCP,SCH,684.903,HA,0.891800781,N,00
2014-15,Career and College Prep,CCP,SCH,412,TE,2.51953125,,00
2014-15,Career and College Prep,CCP,SCH,841,TE,2.607421875,Y,00
2014-15,Career and College Prep,CCP,SCH,643,TE,1.81640625,N,00
2014-15,Career and College Prep,CCP,SCH,13.5,SM,0,N,06
2014-15,Career and College Prep,CCP,SCH,10,SM,0,,01
2014-15,Career and College Prep,CCP,SCH,331,SM,0.1171875,,00
2014-15,Career and College Prep,CCP,SCH,253.5,SM,0.3515625,Y,00
2014-15,Career and College Prep,CCP,SCH,430.5,SM,0.826822917,N,00
2014-15,Career and College Prep,CCP,SCH,3,PR,0,,
2014-15,Career and College Prep,CCP,SCH,36,PR,0,N,01
2015-16,Career and College Prep,CCP,SCH,10.286,SM,0.018367857,,03
2015-16,Career and College Prep,CCP,SCH,1315.427,TE,2.348976786,N,00
2015-16,Career and College Prep,CCP,SCH,3547.424,TE,6.334685714,Y,00
2015-16,Career and College Prep,CCP,SCH,1397.711,TE,2.4959125,,00
2015-16,Career and College Prep,CCP,SCH,73.286,HA,0.095424479,N,00
2015-16,Career and College Prep,CCP,SCH,1479.147,HA,1.925972656,Y,00
2015-16,Career and College Prep,CCP,SCH,50.143,HA,0.065290365,,00
2015-16,Career and College Prep,CCP,SCH,64.286,HA,0.083705729,N,01
2015-16,Career and College Prep,CCP,SCH,273.856,HO,0.356583333,N,00
2015-16,Career and College Prep,CCP,SCH,323.428,HO,0.421130208,Y,00
2015-16,Career and College Prep,CCP,SCH,1884.853,HO,2.454235677,,00
2015-16,Career and College Prep,CCP,SCH,205.716,MO,0.267859375,Y,00
2015-16,Career and College Prep,CCP,SCH,47,SM,0.083928571,,01
2015-16,Career and College Prep,CCP,SCH,100.571,SM,0.179591071,N,01
2015-16,Career and College Prep,CCP,SCH,922.286,SM,1.646939286,,00
2015-16,Career and College Prep,CCP,SCH,620.428,SM,1.107907143,Y,00
2015-16,Career and College Prep,CCP,SCH,1228.999,SM,2.194641071,N,00
2015-16,Career and College Prep,CCP,SCH,382.571,PR,0.6831625,N,
2015-16,Career and College Prep,CCP,SCH,292,PR,0.521428571,,02
2015-16,Career and College Prep,CCP,SCH,188.571,PR,0.336733929,,00
2015-16,Career and College Prep,CCP,SCH,3989.569,PR,7.124230357,Y,00
2015-16,Career and College Prep,CCP,SCH,1172.569,PR,2.093873214,N,00
2015-16,Career and College Prep,CCP,SCH,112.243,OFPR,0.200433929,N,01
2015-16,Career and College Prep,CCP,SCH,112.243,OFPR,0.200433929,Y,00
2015-16,Career and College Prep,CCP,SCH,40,TE,0.066666667,Y,00
2015-16,Career and College Prep,CCP,SCH,24,TE,0.04,,00
2015-16,Career and College Prep,CCP,SCH,24,TE,0.04,Y,00
2015-16,Career and College Prep,CCP,SCH,146,SM,0.243333333,Y,00
2015-16,Career and College Prep,CCP,SCH,53,SM,0.088333333,Y,00
2015-16,Career and College Prep,CCP,SCH,13,SM,0.021666667,N,00
2015-16,Career and College Prep,CCP,SCH,107.143,PR,0.178571667,N,00
2015-16,Career and College Prep,CCP,SCH,467,OFSM,0.778333333,Y,00
2015-16,Career and College Prep,CCP,SCH,103,HO,0.171666667,,00
2015-16,Career and College Prep,CCP,SCH,20,HO,0.033333333,Y,00
2015-16,Career and College Prep,CCP,SCH,7,HO,0.011666667,N,00
2015-16,Career and College Prep,CCP,SCH,8,HA,0.013333333,Y,00
2015-16,Career and College Prep,CCP,SCH,0,HA,0,Y,00
2015-16,Career and College Prep,CCP,SCH,0,PR,0,N,00
2015-16,Career and College Prep,CCP,SCH,259.569,TE,0.337980469,,00
2015-16,Career and College Prep,CCP,SCH,969.285,TE,1.262089844,Y,00
2015-16,Career and College Prep,CCP,SCH,750.854,TE,0.977674479,N,00
2015-16,Career and College Prep,CCP,SCH,389.716,SM,0.507442708,,00
2015-16,Career and College Prep,CCP,SCH,401.714,SM,0.523065104,Y,00
2015-16,Career and College Prep,CCP,SCH,537.574,SM,0.699966146,N,00
2015-16,Career and College Prep,CCP,SCH,275,PR,0.358072917,N,01
2015-16,Career and College Prep,CCP,SCH,3439.712,PR,4.478791667,Y,00
2015-16,Career and College Prep,CCP,SCH,1083.714,PR,1.411085938,N,00
2015-16,Career and College Prep,CCP,SCH,51.429,MO,0.066964844,,00
2015-16,Career and College Prep,CCP,SCH,263.5,TE,6.691964286,,00
2015-16,Career and College Prep,CCP,SCH,641.5,TE,17.79464286,Y,00
2015-16,Career and College Prep,CCP,SCH,305.5,TE,8.848214286,N,00
2015-16,Career and College Prep,CCP,SCH,0,SM,0,,03
2015-16,Career and College Prep,CCP,SCH,2.5,SM,0,,01
2015-16,Career and College Prep,CCP,SCH,10,SM,0,N,01
2015-16,Career and College Prep,CCP,SCH,77.5,SM,1.25,,00
2015-16,Career and College Prep,CCP,SCH,105,SM,3.464285714,Y,00
2015-16,Career and College Prep,CCP,SCH,154.5,SM,4.196428571,N,00
2015-16,Career and College Prep,CCP,SCH,19,PR,0.535714286,N,
2015-16,Career and College Prep,CCP,SCH,2,PR,0,,02
2015-16,Career and College Prep,CCP,SCH,14.5,PR,0.357142857,,00
2015-16,Career and College Prep,CCP,SCH,616,PR,16.89732143,Y,00
2015-16,Career and College Prep,CCP,SCH,250,PR,7.433035714,N,00
2015-16,Career and College Prep,CCP,SCH,6,MO,0.241071429,,01
2015-16,Career and College Prep,CCP,SCH,30,MO,1.205357143,,00
2015-16,Career and College Prep,CCP,SCH,45,MO,1.767857143,Y,00
2015-16,Career and College Prep,CCP,SCH,46.5,HO,6.669642857,,00
2015-16,Career and College Prep,CCP,SCH,13,HO,1.40625,Y,00
2015-16,Career and College Prep,CCP,SCH,27,HO,1.017857143,N,00
2015-16,Career and College Prep,CCP,SCH,6,HA,0.267857143,N,01
2015-16,Career and College Prep,CCP,SCH,2,HA,0,,00
2015-16,Career and College Prep,CCP,SCH,379.5,HA,9.46875,Y,00
2015-16,Career and College Prep,CCP,SCH,16,HA,0.267857143,N,00
2015-16,Career and College Prep,CCP,SCH,112.243,OFPR,0.200433929,N,00
2015-16,Career and College Prep,CCP,SCH,2478.721,HO,4.4262875,,00
2015-16,Career and College Prep,CCP,SCH,197.143,HO,0.352041071,Y,00
2015-16,Career and College Prep,CCP,SCH,54.286,HO,0.096939286,N,00
2015-16,Career and College Prep,CCP,SCH,100.143,HA,0.178826786,N,01
2015-16,Career and College Prep,CCP,SCH,115.999,HA,0.207141071,,00
2015-16,Career and College Prep,CCP,SCH,4955.563,HA,8.849219643,Y,00
2015-16,Career and College Prep,CCP,SCH,574.854,HA,1.026525,N,00
2015-16,Career and College Prep,CCP,SCH,45,TE,0,,00
2015-16,Career and College Prep,CCP,SCH,174.5,TE,0.01953125,Y,00
2015-16,Career and College Prep,CCP,SCH,111,TE,0,N,00
2015-16,Career and College Prep,CCP,SCH,38.5,SM,0.065104167,,00
2015-16,Career and College Prep,CCP,SCH,10.5,TE,0.580357143,,
2015-16,Career and College Prep,CCP,SCH,9,HA,0,N,00
2015-16,Career and College Prep,CCP,SCH,151.5,HA,0,Y,00
2015-16,Career and College Prep,CCP,SCH,4,HA,0,,00
