"","town","to_psi","K12_GRAD_SCHOOL_YEAR","psi_class","latitude","longitude","count","share"
"2102","Prince Rupert","CAPU","2005-2006","non-NWCC",54.342,-130.2658,2,0.0114942528735632
"2103","Prince Rupert","CAPU","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2104","Prince Rupert","CAPU","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2105","Prince Rupert","CAPU","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2106","Prince Rupert","CAPU","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2107","Prince Rupert","CAPU","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2108","Prince Rupert","CAPU","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2109","Prince Rupert","CAPU","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2110","Prince Rupert","CAPU","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2111","Prince Rupert","CNC","2004-2005","non-NWCC",54.342,-130.2658,6,0.0338983050847458
"2112","Prince Rupert","CNC","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2113","Prince Rupert","CNC","2006-2007","non-NWCC",54.342,-130.2658,4,0.0261437908496732
"2114","Prince Rupert","CNC","2007-2008","non-NWCC",54.342,-130.2658,2,0.0136986301369863
"2115","Prince Rupert","CNC","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2116","Prince Rupert","CNC","2009-2010","non-NWCC",54.342,-130.2658,7,0.0551181102362205
"2117","Prince Rupert","CNC","2010-2011","non-NWCC",54.342,-130.2658,6,0.0350877192982456
"2118","Prince Rupert","CNC","2011-2012","non-NWCC",54.342,-130.2658,3,0.0236220472440945
"2119","Prince Rupert","CNC","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2120","Prince Rupert","CNC","2013-2014","non-NWCC",54.342,-130.2658,3,0.03
"2121","Prince Rupert","COTR","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2122","Prince Rupert","COTR","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2123","Prince Rupert","COTR","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2124","Prince Rupert","COTR","2007-2008","non-NWCC",54.342,-130.2658,1,0.00684931506849315
"2125","Prince Rupert","COTR","2008-2009","non-NWCC",54.342,-130.2658,1,0.00714285714285714
"2126","Prince Rupert","COTR","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2127","Prince Rupert","COTR","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2128","Prince Rupert","COTR","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2129","Prince Rupert","COTR","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2130","Prince Rupert","COTR","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2131","Prince Rupert","DOUG","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2132","Prince Rupert","DOUG","2005-2006","non-NWCC",54.342,-130.2658,3,0.0172413793103448
"2133","Prince Rupert","DOUG","2006-2007","non-NWCC",54.342,-130.2658,1,0.0065359477124183
"2134","Prince Rupert","DOUG","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2135","Prince Rupert","DOUG","2008-2009","non-NWCC",54.342,-130.2658,3,0.0214285714285714
"2136","Prince Rupert","DOUG","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2137","Prince Rupert","DOUG","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2138","Prince Rupert","DOUG","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2139","Prince Rupert","DOUG","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2140","Prince Rupert","DOUG","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2141","Prince Rupert","ECU","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2142","Prince Rupert","ECU","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2143","Prince Rupert","ECU","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2144","Prince Rupert","ECU","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2145","Prince Rupert","ECU","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2146","Prince Rupert","ECU","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2147","Prince Rupert","ECU","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2148","Prince Rupert","ECU","2011-2012","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2149","Prince Rupert","ECU","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2150","Prince Rupert","ECU","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2151","Prince Rupert","JIBC","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2152","Prince Rupert","JIBC","2005-2006","non-NWCC",54.342,-130.2658,1,0.00574712643678161
"2153","Prince Rupert","JIBC","2006-2007","non-NWCC",54.342,-130.2658,2,0.0130718954248366
"2154","Prince Rupert","JIBC","2007-2008","non-NWCC",54.342,-130.2658,1,0.00684931506849315
"2155","Prince Rupert","JIBC","2008-2009","non-NWCC",54.342,-130.2658,1,0.00714285714285714
"2156","Prince Rupert","JIBC","2009-2010","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2157","Prince Rupert","JIBC","2010-2011","non-NWCC",54.342,-130.2658,3,0.0175438596491228
"2158","Prince Rupert","JIBC","2011-2012","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2159","Prince Rupert","JIBC","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2160","Prince Rupert","JIBC","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2161","Prince Rupert","KPU","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2162","Prince Rupert","KPU","2005-2006","non-NWCC",54.342,-130.2658,2,0.0114942528735632
"2163","Prince Rupert","KPU","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2164","Prince Rupert","KPU","2007-2008","non-NWCC",54.342,-130.2658,1,0.00684931506849315
"2165","Prince Rupert","KPU","2008-2009","non-NWCC",54.342,-130.2658,1,0.00714285714285714
"2166","Prince Rupert","KPU","2009-2010","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2167","Prince Rupert","KPU","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2168","Prince Rupert","KPU","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2169","Prince Rupert","KPU","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2170","Prince Rupert","KPU","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2171","Prince Rupert","LANG","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2172","Prince Rupert","LANG","2005-2006","non-NWCC",54.342,-130.2658,1,0.00574712643678161
"2173","Prince Rupert","LANG","2006-2007","non-NWCC",54.342,-130.2658,6,0.0392156862745098
"2174","Prince Rupert","LANG","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2175","Prince Rupert","LANG","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2176","Prince Rupert","LANG","2009-2010","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2177","Prince Rupert","LANG","2010-2011","non-NWCC",54.342,-130.2658,1,0.00584795321637427
"2178","Prince Rupert","LANG","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2179","Prince Rupert","LANG","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2180","Prince Rupert","LANG","2013-2014","non-NWCC",54.342,-130.2658,3,0.03
"2181","Prince Rupert","NIC","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2182","Prince Rupert","NIC","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2183","Prince Rupert","NIC","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2184","Prince Rupert","NIC","2007-2008","non-NWCC",54.342,-130.2658,3,0.0205479452054795
"2185","Prince Rupert","NIC","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2186","Prince Rupert","NIC","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2187","Prince Rupert","NIC","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2188","Prince Rupert","NIC","2011-2012","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2189","Prince Rupert","NIC","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2190","Prince Rupert","NIC","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2191","Prince Rupert","NLC","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2192","Prince Rupert","NLC","2005-2006","non-NWCC",54.342,-130.2658,2,0.0114942528735632
"2193","Prince Rupert","NLC","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2194","Prince Rupert","NLC","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2195","Prince Rupert","NLC","2008-2009","non-NWCC",54.342,-130.2658,2,0.0142857142857143
"2196","Prince Rupert","NLC","2009-2010","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2197","Prince Rupert","NLC","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2198","Prince Rupert","NLC","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2199","Prince Rupert","NLC","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2200","Prince Rupert","NLC","2013-2014","non-NWCC",54.342,-130.2658,1,0.01
"2201","Prince Rupert","NVIT","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2202","Prince Rupert","NVIT","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2203","Prince Rupert","NVIT","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2204","Prince Rupert","NVIT","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2205","Prince Rupert","NVIT","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2206","Prince Rupert","NVIT","2009-2010","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2207","Prince Rupert","NVIT","2010-2011","non-NWCC",54.342,-130.2658,1,0.00584795321637427
"2208","Prince Rupert","NVIT","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2209","Prince Rupert","NVIT","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2210","Prince Rupert","NVIT","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2211","Prince Rupert","NWCC","2004-2005","NWCC",54.342,-130.2658,104,0.587570621468927
"2212","Prince Rupert","NWCC","2005-2006","NWCC",54.342,-130.2658,91,0.522988505747126
"2213","Prince Rupert","NWCC","2006-2007","NWCC",54.342,-130.2658,80,0.522875816993464
"2214","Prince Rupert","NWCC","2007-2008","NWCC",54.342,-130.2658,71,0.486301369863014
"2215","Prince Rupert","NWCC","2008-2009","NWCC",54.342,-130.2658,65,0.464285714285714
"2216","Prince Rupert","NWCC","2009-2010","NWCC",54.342,-130.2658,69,0.543307086614173
"2217","Prince Rupert","NWCC","2010-2011","NWCC",54.342,-130.2658,65,0.380116959064327
"2218","Prince Rupert","NWCC","2011-2012","NWCC",54.342,-130.2658,51,0.401574803149606
"2219","Prince Rupert","NWCC","2012-2013","NWCC",54.342,-130.2658,47,0.376
"2220","Prince Rupert","NWCC","2013-2014","NWCC",54.342,-130.2658,32,0.32
"2221","Prince Rupert","OKAN","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2222","Prince Rupert","OKAN","2005-2006","non-NWCC",54.342,-130.2658,4,0.0229885057471264
"2223","Prince Rupert","OKAN","2006-2007","non-NWCC",54.342,-130.2658,2,0.0130718954248366
"2224","Prince Rupert","OKAN","2007-2008","non-NWCC",54.342,-130.2658,2,0.0136986301369863
"2225","Prince Rupert","OKAN","2008-2009","non-NWCC",54.342,-130.2658,1,0.00714285714285714
"2226","Prince Rupert","OKAN","2009-2010","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2227","Prince Rupert","OKAN","2010-2011","non-NWCC",54.342,-130.2658,3,0.0175438596491228
"2228","Prince Rupert","OKAN","2011-2012","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2229","Prince Rupert","OKAN","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2230","Prince Rupert","OKAN","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2231","Prince Rupert","SEL","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2232","Prince Rupert","SEL","2005-2006","non-NWCC",54.342,-130.2658,2,0.0114942528735632
"2233","Prince Rupert","SEL","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2234","Prince Rupert","SEL","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2235","Prince Rupert","SEL","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2236","Prince Rupert","SEL","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2237","Prince Rupert","SEL","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2238","Prince Rupert","SEL","2011-2012","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2239","Prince Rupert","SEL","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2240","Prince Rupert","SEL","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2241","Prince Rupert","SFU","2004-2005","non-NWCC",54.342,-130.2658,2,0.0112994350282486
"2242","Prince Rupert","SFU","2005-2006","non-NWCC",54.342,-130.2658,1,0.00574712643678161
"2243","Prince Rupert","SFU","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2244","Prince Rupert","SFU","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2245","Prince Rupert","SFU","2008-2009","non-NWCC",54.342,-130.2658,2,0.0142857142857143
"2246","Prince Rupert","SFU","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2247","Prince Rupert","SFU","2010-2011","non-NWCC",54.342,-130.2658,1,0.00584795321637427
"2248","Prince Rupert","SFU","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2249","Prince Rupert","SFU","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2250","Prince Rupert","SFU","2013-2014","non-NWCC",54.342,-130.2658,1,0.01
"2251","Prince Rupert","TRU","2004-2005","non-NWCC",54.342,-130.2658,4,0.0225988700564972
"2252","Prince Rupert","TRU","2005-2006","non-NWCC",54.342,-130.2658,4,0.0229885057471264
"2253","Prince Rupert","TRU","2006-2007","non-NWCC",54.342,-130.2658,4,0.0261437908496732
"2254","Prince Rupert","TRU","2007-2008","non-NWCC",54.342,-130.2658,4,0.0273972602739726
"2255","Prince Rupert","TRU","2008-2009","non-NWCC",54.342,-130.2658,6,0.0428571428571429
"2256","Prince Rupert","TRU","2009-2010","non-NWCC",54.342,-130.2658,1,0.0078740157480315
"2257","Prince Rupert","TRU","2010-2011","non-NWCC",54.342,-130.2658,1,0.00584795321637427
"2258","Prince Rupert","TRU","2011-2012","non-NWCC",54.342,-130.2658,3,0.0236220472440945
"2259","Prince Rupert","TRU","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2260","Prince Rupert","TRU","2013-2014","non-NWCC",54.342,-130.2658,1,0.01
"2261","Prince Rupert","UBCO","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2262","Prince Rupert","UBCO","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2263","Prince Rupert","UBCO","2006-2007","non-NWCC",54.342,-130.2658,0,0
"2264","Prince Rupert","UBCO","2007-2008","non-NWCC",54.342,-130.2658,2,0.0136986301369863
"2265","Prince Rupert","UBCO","2008-2009","non-NWCC",54.342,-130.2658,6,0.0428571428571429
"2266","Prince Rupert","UBCO","2009-2010","non-NWCC",54.342,-130.2658,3,0.0236220472440945
"2267","Prince Rupert","UBCO","2010-2011","non-NWCC",54.342,-130.2658,1,0.00584795321637427
"2268","Prince Rupert","UBCO","2011-2012","non-NWCC",54.342,-130.2658,3,0.0236220472440945
"2269","Prince Rupert","UBCO","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2270","Prince Rupert","UBCO","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2271","Prince Rupert","UBCV","2004-2005","non-NWCC",54.342,-130.2658,4,0.0225988700564972
"2272","Prince Rupert","UBCV","2005-2006","non-NWCC",54.342,-130.2658,1,0.00574712643678161
"2273","Prince Rupert","UBCV","2006-2007","non-NWCC",54.342,-130.2658,2,0.0130718954248366
"2274","Prince Rupert","UBCV","2007-2008","non-NWCC",54.342,-130.2658,4,0.0273972602739726
"2275","Prince Rupert","UBCV","2008-2009","non-NWCC",54.342,-130.2658,4,0.0285714285714286
"2276","Prince Rupert","UBCV","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2277","Prince Rupert","UBCV","2010-2011","non-NWCC",54.342,-130.2658,7,0.0409356725146199
"2278","Prince Rupert","UBCV","2011-2012","non-NWCC",54.342,-130.2658,2,0.015748031496063
"2279","Prince Rupert","UBCV","2012-2013","non-NWCC",54.342,-130.2658,2,0.016
"2280","Prince Rupert","UBCV","2013-2014","non-NWCC",54.342,-130.2658,1,0.01
"2281","Prince Rupert","UFV","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2282","Prince Rupert","UFV","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2283","Prince Rupert","UFV","2006-2007","non-NWCC",54.342,-130.2658,1,0.0065359477124183
"2284","Prince Rupert","UFV","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2285","Prince Rupert","UFV","2008-2009","non-NWCC",54.342,-130.2658,0,0
"2286","Prince Rupert","UFV","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2287","Prince Rupert","UFV","2010-2011","non-NWCC",54.342,-130.2658,0,0
"2288","Prince Rupert","UFV","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2289","Prince Rupert","UFV","2012-2013","non-NWCC",54.342,-130.2658,1,0.008
"2290","Prince Rupert","UFV","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2291","Prince Rupert","UNBC","2004-2005","non-NWCC",54.342,-130.2658,16,0.0903954802259887
"2292","Prince Rupert","UNBC","2005-2006","non-NWCC",54.342,-130.2658,6,0.0344827586206897
"2293","Prince Rupert","UNBC","2006-2007","non-NWCC",54.342,-130.2658,9,0.0588235294117647
"2294","Prince Rupert","UNBC","2007-2008","non-NWCC",54.342,-130.2658,11,0.0753424657534247
"2295","Prince Rupert","UNBC","2008-2009","non-NWCC",54.342,-130.2658,7,0.05
"2296","Prince Rupert","UNBC","2009-2010","non-NWCC",54.342,-130.2658,9,0.0708661417322835
"2297","Prince Rupert","UNBC","2010-2011","non-NWCC",54.342,-130.2658,7,0.0409356725146199
"2298","Prince Rupert","UNBC","2011-2012","non-NWCC",54.342,-130.2658,9,0.0708661417322835
"2299","Prince Rupert","UNBC","2012-2013","non-NWCC",54.342,-130.2658,5,0.04
"2300","Prince Rupert","UNBC","2013-2014","non-NWCC",54.342,-130.2658,4,0.04
"2301","Prince Rupert","UVIC","2004-2005","non-NWCC",54.342,-130.2658,3,0.0169491525423729
"2302","Prince Rupert","UVIC","2005-2006","non-NWCC",54.342,-130.2658,15,0.0862068965517241
"2303","Prince Rupert","UVIC","2006-2007","non-NWCC",54.342,-130.2658,1,0.0065359477124183
"2304","Prince Rupert","UVIC","2007-2008","non-NWCC",54.342,-130.2658,4,0.0273972602739726
"2305","Prince Rupert","UVIC","2008-2009","non-NWCC",54.342,-130.2658,10,0.0714285714285714
"2306","Prince Rupert","UVIC","2009-2010","non-NWCC",54.342,-130.2658,7,0.0551181102362205
"2307","Prince Rupert","UVIC","2010-2011","non-NWCC",54.342,-130.2658,11,0.064327485380117
"2308","Prince Rupert","UVIC","2011-2012","non-NWCC",54.342,-130.2658,3,0.0236220472440945
"2309","Prince Rupert","UVIC","2012-2013","non-NWCC",54.342,-130.2658,14,0.112
"2310","Prince Rupert","UVIC","2013-2014","non-NWCC",54.342,-130.2658,3,0.03
"2311","Prince Rupert","VCC","2004-2005","non-NWCC",54.342,-130.2658,0,0
"2312","Prince Rupert","VCC","2005-2006","non-NWCC",54.342,-130.2658,0,0
"2313","Prince Rupert","VCC","2006-2007","non-NWCC",54.342,-130.2658,1,0.0065359477124183
"2314","Prince Rupert","VCC","2007-2008","non-NWCC",54.342,-130.2658,0,0
"2315","Prince Rupert","VCC","2008-2009","non-NWCC",54.342,-130.2658,1,0.00714285714285714
"2316","Prince Rupert","VCC","2009-2010","non-NWCC",54.342,-130.2658,0,0
"2317","Prince Rupert","VCC","2010-2011","non-NWCC",54.342,-130.2658,4,0.0233918128654971
"2318","Prince Rupert","VCC","2011-2012","non-NWCC",54.342,-130.2658,0,0
"2319","Prince Rupert","VCC","2012-2013","non-NWCC",54.342,-130.2658,0,0
"2320","Prince Rupert","VCC","2013-2014","non-NWCC",54.342,-130.2658,0,0
"2321","Prince Rupert","VIU","2004-2005","non-NWCC",54.342,-130.2658,1,0.00564971751412429
"2322","Prince Rupert","VIU","2005-2006","non-NWCC",54.342,-130.2658,4,0.0229885057471264
"2323","Prince Rupert","VIU","2006-2007","non-NWCC",54.342,-130.2658,8,0.0522875816993464
"2324","Prince Rupert","VIU","2007-2008","non-NWCC",54.342,-130.2658,6,0.0410958904109589
"2325","Prince Rupert","VIU","2008-2009","non-NWCC",54.342,-130.2658,2,0.0142857142857143
"2326","Prince Rupert","VIU","2009-2010","non-NWCC",54.342,-130.2658,4,0.031496062992126
"2327","Prince Rupert","VIU","2010-2011","non-NWCC",54.342,-130.2658,6,0.0350877192982456
"2328","Prince Rupert","VIU","2011-2012","non-NWCC",54.342,-130.2658,4,0.031496062992126
"2329","Prince Rupert","VIU","2012-2013","non-NWCC",54.342,-130.2658,3,0.024
"2330","Prince Rupert","VIU","2013-2014","non-NWCC",54.342,-130.2658,1,0.01
"2331","Prince Rupert","no_transfer_yet","2004-2005","non-NWCC",54.342,-130.2658,25,0.141242937853107
"2332","Prince Rupert","no_transfer_yet","2005-2006","non-NWCC",54.342,-130.2658,26,0.149425287356322
"2333","Prince Rupert","no_transfer_yet","2006-2007","non-NWCC",54.342,-130.2658,24,0.156862745098039
"2334","Prince Rupert","no_transfer_yet","2007-2008","non-NWCC",54.342,-130.2658,30,0.205479452054795
"2335","Prince Rupert","no_transfer_yet","2008-2009","non-NWCC",54.342,-130.2658,23,0.164285714285714
"2336","Prince Rupert","no_transfer_yet","2009-2010","non-NWCC",54.342,-130.2658,15,0.118110236220472
"2337","Prince Rupert","no_transfer_yet","2010-2011","non-NWCC",54.342,-130.2658,44,0.257309941520468
"2338","Prince Rupert","no_transfer_yet","2011-2012","non-NWCC",54.342,-130.2658,34,0.267716535433071
"2339","Prince Rupert","no_transfer_yet","2012-2013","non-NWCC",54.342,-130.2658,44,0.352
"2340","Prince Rupert","no_transfer_yet","2013-2014","non-NWCC",54.342,-130.2658,46,0.46
"2341","Queen Charlotte City","BCIT","2004-2005","non-NWCC",53.255,-132.0869,1,0.0476190476190476
"2342","Queen Charlotte City","BCIT","2005-2006","non-NWCC",53.255,-132.0869,0,0
"2343","Queen Charlotte City","BCIT","2006-2007","non-NWCC",53.255,-132.0869,1,0.0833333333333333
"2344","Queen Charlotte City","BCIT","2007-2008","non-NWCC",53.255,-132.0869,0,0
"2345","Queen Charlotte City","BCIT","2008-2009","non-NWCC",53.255,-132.0869,0,0
"2346","Queen Charlotte City","BCIT","2009-2010","non-NWCC",53.255,-132.0869,0,0
"2347","Queen Charlotte City","BCIT","2010-2011","non-NWCC",53.255,-132.0869,1,0.037037037037037
"2348","Queen Charlotte City","BCIT","2011-2012","non-NWCC",53.255,-132.0869,0,0
"2349","Queen Charlotte City","BCIT","2012-2013","non-NWCC",53.255,-132.0869,0,0
"2350","Queen Charlotte City","BCIT","2013-2014","non-NWCC",53.255,-132.0869,0,0
"2351","Queen Charlotte City","CAM","2004-2005","non-NWCC",53.255,-132.0869,1,0.0476190476190476
"2352","Queen Charlotte City","CAM","2005-2006","non-NWCC",53.255,-132.0869,0,0
"2353","Queen Charlotte City","CAM","2006-2007","non-NWCC",53.255,-132.0869,0,0
"2354","Queen Charlotte City","CAM","2007-2008","non-NWCC",53.255,-132.0869,0,0
"2355","Queen Charlotte City","CAM","2008-2009","non-NWCC",53.255,-132.0869,2,0.0952380952380952
"2356","Queen Charlotte City","CAM","2009-2010","non-NWCC",53.255,-132.0869,2,0.117647058823529
"2357","Queen Charlotte City","CAM","2010-2011","non-NWCC",53.255,-132.0869,0,0
"2358","Queen Charlotte City","CAM","2011-2012","non-NWCC",53.255,-132.0869,0,0
"2359","Queen Charlotte City","CAM","2012-2013","non-NWCC",53.255,-132.0869,1,0.037037037037037
"2360","Queen Charlotte City","CAM","2013-2014","non-NWCC",53.255,-132.0869,2,0.1
"2361","Queen Charlotte City","CAPU","2004-2005","non-NWCC",53.255,-132.0869,0,0
"2362","Queen Charlotte City","CAPU","2005-2006","non-NWCC",53.255,-132.0869,0,0
"2363","Queen Charlotte City","CAPU","2006-2007","non-NWCC",53.255,-132.0869,0,0
"2364","Queen Charlotte City","CAPU","2007-2008","non-NWCC",53.255,-132.0869,0,0
"2365","Queen Charlotte City","CAPU","2008-2009","non-NWCC",53.255,-132.0869,0,0
"2366","Queen Charlotte City","CAPU","2009-2010","non-NWCC",53.255,-132.0869,1,0.0588235294117647
"2367","Queen Charlotte City","CAPU","2010-2011","non-NWCC",53.255,-132.0869,2,0.0740740740740741
"2368","Queen Charlotte City","CAPU","2011-2012","non-NWCC",53.255,-132.0869,1,0.0555555555555556
"2369","Queen Charlotte City","CAPU","2012-2013","non-NWCC",53.255,-132.0869,0,0
"2370","Queen Charlotte City","CAPU","2013-2014","non-NWCC",53.255,-132.0869,0,0
"2371","Queen Charlotte City","CNC","2004-2005","non-NWCC",53.255,-132.0869,2,0.0952380952380952
"2372","Queen Charlotte City","CNC","2005-2006","non-NWCC",53.255,-132.0869,3,0.214285714285714
"2373","Queen Charlotte City","CNC","2006-2007","non-NWCC",53.255,-132.0869,0,0
"2374","Queen Charlotte City","CNC","2007-2008","non-NWCC",53.255,-132.0869,0,0
"2375","Queen Charlotte City","CNC","2008-2009","non-NWCC",53.255,-132.0869,0,0
"2376","Queen Charlotte City","CNC","2009-2010","non-NWCC",53.255,-132.0869,0,0
"2377","Queen Charlotte City","CNC","2010-2011","non-NWCC",53.255,-132.0869,0,0
"2378","Queen Charlotte City","CNC","2011-2012","non-NWCC",53.255,-132.0869,0,0
"2379","Queen Charlotte City","CNC","2012-2013","non-NWCC",53.255,-132.0869,3,0.111111111111111
"2380","Queen Charlotte City","CNC","2013-2014","non-NWCC",53.255,-132.0869,1,0.05
"2381","Queen Charlotte City","COTR","2004-2005","non-NWCC",53.255,-132.0869,0,0
"2382","Queen Charlotte City","COTR","2005-2006","non-NWCC",53.255,-132.0869,0,0
"2383","Queen Charlotte City","COTR","2006-2007","non-NWCC",53.255,-132.0869,0,0
"2384","Queen Charlotte City","COTR","2007-2008","non-NWCC",53.255,-132.0869,0,0
"2385","Queen Charlotte City","COTR","2008-2009","non-NWCC",53.255,-132.0869,0,0
"2386","Queen Charlotte City","COTR","2009-2010","non-NWCC",53.255,-132.0869,0,0
"2387","Queen Charlotte City","COTR","2010-2011","non-NWCC",53.255,-132.0869,0,0
"2388","Queen Charlotte City","COTR","2011-2012","non-NWCC",53.255,-132.0869,0,0
"2389","Queen Charlotte City","COTR","2012-2013","non-NWCC",53.255,-132.0869,0,0
"2390","Queen Charlotte City","COTR","2013-2014","non-NWCC",53.255,-132.0869,0,0
"2391","Queen Charlotte City","DOUG","2004-2005","non-NWCC",53.255,-132.0869,0,0
"2392","Queen Charlotte City","DOUG","2005-2006","non-NWCC",53.255,-132.0869,0,0
"2393","Queen Charlotte City","DOUG","2006-2007","non-NWCC",53.255,-132.0869,0,0
"2394","Queen Charlotte City","DOUG","2007-2008","non-NWCC",53.255,-132.0869,1,0.05
"2395","Queen Charlotte City","DOUG","2008-2009","non-NWCC",53.255,-132.0869,0,0
"2396","Queen Charlotte City","DOUG","2009-2010","non-NWCC",53.255,-132.0869,0,0
"2397","Queen Charlotte City","DOUG","2010-2011","non-NWCC",53.255,-132.0869,0,0
