"","town","to_psi","K12_GRAD_SCHOOL_YEAR","psi_class","latitude","longitude","count","share"
"2943","Smithers","NWCC","2008-2009","NWCC",54.7791,-127.1782,37,0.278195488721804
"2944","Smithers","NWCC","2009-2010","NWCC",54.7791,-127.1782,46,0.282208588957055
"2945","Smithers","NWCC","2010-2011","NWCC",54.7791,-127.1782,23,0.184
"2946","Smithers","NWCC","2011-2012","NWCC",54.7791,-127.1782,38,0.258503401360544
"2947","Smithers","NWCC","2012-2013","NWCC",54.7791,-127.1782,31,0.22463768115942
"2948","Smithers","NWCC","2013-2014","NWCC",54.7791,-127.1782,20,0.150375939849624
"2949","Smithers","OKAN","2004-2005","non-NWCC",54.7791,-127.1782,1,0.0072992700729927
"2950","Smithers","OKAN","2005-2006","non-NWCC",54.7791,-127.1782,9,0.0671641791044776
"2951","Smithers","OKAN","2006-2007","non-NWCC",54.7791,-127.1782,4,0.028169014084507
"2952","Smithers","OKAN","2007-2008","non-NWCC",54.7791,-127.1782,1,0.00709219858156028
"2953","Smithers","OKAN","2008-2009","non-NWCC",54.7791,-127.1782,4,0.0300751879699248
"2954","Smithers","OKAN","2009-2010","non-NWCC",54.7791,-127.1782,3,0.0184049079754601
"2955","Smithers","OKAN","2010-2011","non-NWCC",54.7791,-127.1782,1,0.008
"2956","Smithers","OKAN","2011-2012","non-NWCC",54.7791,-127.1782,3,0.0204081632653061
"2957","Smithers","OKAN","2012-2013","non-NWCC",54.7791,-127.1782,1,0.0072463768115942
"2958","Smithers","OKAN","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"2959","Smithers","SEL","2004-2005","non-NWCC",54.7791,-127.1782,0,0
"2960","Smithers","SEL","2005-2006","non-NWCC",54.7791,-127.1782,1,0.00746268656716418
"2961","Smithers","SEL","2006-2007","non-NWCC",54.7791,-127.1782,0,0
"2962","Smithers","SEL","2007-2008","non-NWCC",54.7791,-127.1782,2,0.0141843971631206
"2963","Smithers","SEL","2008-2009","non-NWCC",54.7791,-127.1782,1,0.0075187969924812
"2964","Smithers","SEL","2009-2010","non-NWCC",54.7791,-127.1782,0,0
"2965","Smithers","SEL","2010-2011","non-NWCC",54.7791,-127.1782,1,0.008
"2966","Smithers","SEL","2011-2012","non-NWCC",54.7791,-127.1782,2,0.0136054421768707
"2967","Smithers","SEL","2012-2013","non-NWCC",54.7791,-127.1782,0,0
"2968","Smithers","SEL","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"2969","Smithers","SFU","2004-2005","non-NWCC",54.7791,-127.1782,1,0.0072992700729927
"2970","Smithers","SFU","2005-2006","non-NWCC",54.7791,-127.1782,0,0
"2971","Smithers","SFU","2006-2007","non-NWCC",54.7791,-127.1782,0,0
"2972","Smithers","SFU","2007-2008","non-NWCC",54.7791,-127.1782,0,0
"2973","Smithers","SFU","2008-2009","non-NWCC",54.7791,-127.1782,1,0.0075187969924812
"2974","Smithers","SFU","2009-2010","non-NWCC",54.7791,-127.1782,2,0.0122699386503067
"2975","Smithers","SFU","2010-2011","non-NWCC",54.7791,-127.1782,2,0.016
"2976","Smithers","SFU","2011-2012","non-NWCC",54.7791,-127.1782,0,0
"2977","Smithers","SFU","2012-2013","non-NWCC",54.7791,-127.1782,0,0
"2978","Smithers","SFU","2013-2014","non-NWCC",54.7791,-127.1782,2,0.0150375939849624
"2979","Smithers","TRU","2004-2005","non-NWCC",54.7791,-127.1782,15,0.109489051094891
"2980","Smithers","TRU","2005-2006","non-NWCC",54.7791,-127.1782,5,0.0373134328358209
"2981","Smithers","TRU","2006-2007","non-NWCC",54.7791,-127.1782,15,0.105633802816901
"2982","Smithers","TRU","2007-2008","non-NWCC",54.7791,-127.1782,13,0.0921985815602837
"2983","Smithers","TRU","2008-2009","non-NWCC",54.7791,-127.1782,6,0.0451127819548872
"2984","Smithers","TRU","2009-2010","non-NWCC",54.7791,-127.1782,12,0.0736196319018405
"2985","Smithers","TRU","2010-2011","non-NWCC",54.7791,-127.1782,5,0.04
"2986","Smithers","TRU","2011-2012","non-NWCC",54.7791,-127.1782,8,0.054421768707483
"2987","Smithers","TRU","2012-2013","non-NWCC",54.7791,-127.1782,4,0.0289855072463768
"2988","Smithers","TRU","2013-2014","non-NWCC",54.7791,-127.1782,1,0.0075187969924812
"2989","Smithers","UBCO","2004-2005","non-NWCC",54.7791,-127.1782,2,0.0145985401459854
"2990","Smithers","UBCO","2005-2006","non-NWCC",54.7791,-127.1782,0,0
"2991","Smithers","UBCO","2006-2007","non-NWCC",54.7791,-127.1782,3,0.0211267605633803
"2992","Smithers","UBCO","2007-2008","non-NWCC",54.7791,-127.1782,1,0.00709219858156028
"2993","Smithers","UBCO","2008-2009","non-NWCC",54.7791,-127.1782,8,0.0601503759398496
"2994","Smithers","UBCO","2009-2010","non-NWCC",54.7791,-127.1782,2,0.0122699386503067
"2995","Smithers","UBCO","2010-2011","non-NWCC",54.7791,-127.1782,3,0.024
"2996","Smithers","UBCO","2011-2012","non-NWCC",54.7791,-127.1782,2,0.0136054421768707
"2997","Smithers","UBCO","2012-2013","non-NWCC",54.7791,-127.1782,1,0.0072463768115942
"2998","Smithers","UBCO","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"2999","Smithers","UBCV","2004-2005","non-NWCC",54.7791,-127.1782,1,0.0072992700729927
"3000","Smithers","UBCV","2005-2006","non-NWCC",54.7791,-127.1782,3,0.0223880597014925
"3001","Smithers","UBCV","2006-2007","non-NWCC",54.7791,-127.1782,1,0.00704225352112676
"3002","Smithers","UBCV","2007-2008","non-NWCC",54.7791,-127.1782,1,0.00709219858156028
"3003","Smithers","UBCV","2008-2009","non-NWCC",54.7791,-127.1782,2,0.0150375939849624
"3004","Smithers","UBCV","2009-2010","non-NWCC",54.7791,-127.1782,1,0.00613496932515337
"3005","Smithers","UBCV","2010-2011","non-NWCC",54.7791,-127.1782,1,0.008
"3006","Smithers","UBCV","2011-2012","non-NWCC",54.7791,-127.1782,1,0.00680272108843537
"3007","Smithers","UBCV","2012-2013","non-NWCC",54.7791,-127.1782,0,0
"3008","Smithers","UBCV","2013-2014","non-NWCC",54.7791,-127.1782,2,0.0150375939849624
"3009","Smithers","UFV","2004-2005","non-NWCC",54.7791,-127.1782,0,0
"3010","Smithers","UFV","2005-2006","non-NWCC",54.7791,-127.1782,0,0
"3011","Smithers","UFV","2006-2007","non-NWCC",54.7791,-127.1782,2,0.0140845070422535
"3012","Smithers","UFV","2007-2008","non-NWCC",54.7791,-127.1782,1,0.00709219858156028
"3013","Smithers","UFV","2008-2009","non-NWCC",54.7791,-127.1782,0,0
"3014","Smithers","UFV","2009-2010","non-NWCC",54.7791,-127.1782,0,0
"3015","Smithers","UFV","2010-2011","non-NWCC",54.7791,-127.1782,1,0.008
"3016","Smithers","UFV","2011-2012","non-NWCC",54.7791,-127.1782,0,0
"3017","Smithers","UFV","2012-2013","non-NWCC",54.7791,-127.1782,1,0.0072463768115942
"3018","Smithers","UFV","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"3019","Smithers","UNBC","2004-2005","non-NWCC",54.7791,-127.1782,6,0.0437956204379562
"3020","Smithers","UNBC","2005-2006","non-NWCC",54.7791,-127.1782,12,0.0895522388059701
"3021","Smithers","UNBC","2006-2007","non-NWCC",54.7791,-127.1782,4,0.028169014084507
"3022","Smithers","UNBC","2007-2008","non-NWCC",54.7791,-127.1782,3,0.0212765957446809
"3023","Smithers","UNBC","2008-2009","non-NWCC",54.7791,-127.1782,9,0.0676691729323308
"3024","Smithers","UNBC","2009-2010","non-NWCC",54.7791,-127.1782,12,0.0736196319018405
"3025","Smithers","UNBC","2010-2011","non-NWCC",54.7791,-127.1782,9,0.072
"3026","Smithers","UNBC","2011-2012","non-NWCC",54.7791,-127.1782,9,0.0612244897959184
"3027","Smithers","UNBC","2012-2013","non-NWCC",54.7791,-127.1782,11,0.0797101449275362
"3028","Smithers","UNBC","2013-2014","non-NWCC",54.7791,-127.1782,11,0.0827067669172932
"3029","Smithers","UVIC","2004-2005","non-NWCC",54.7791,-127.1782,14,0.102189781021898
"3030","Smithers","UVIC","2005-2006","non-NWCC",54.7791,-127.1782,3,0.0223880597014925
"3031","Smithers","UVIC","2006-2007","non-NWCC",54.7791,-127.1782,6,0.0422535211267606
"3032","Smithers","UVIC","2007-2008","non-NWCC",54.7791,-127.1782,12,0.0851063829787234
"3033","Smithers","UVIC","2008-2009","non-NWCC",54.7791,-127.1782,8,0.0601503759398496
"3034","Smithers","UVIC","2009-2010","non-NWCC",54.7791,-127.1782,5,0.0306748466257669
"3035","Smithers","UVIC","2010-2011","non-NWCC",54.7791,-127.1782,10,0.08
"3036","Smithers","UVIC","2011-2012","non-NWCC",54.7791,-127.1782,4,0.0272108843537415
"3037","Smithers","UVIC","2012-2013","non-NWCC",54.7791,-127.1782,12,0.0869565217391304
"3038","Smithers","UVIC","2013-2014","non-NWCC",54.7791,-127.1782,11,0.0827067669172932
"3039","Smithers","VCC","2004-2005","non-NWCC",54.7791,-127.1782,1,0.0072992700729927
"3040","Smithers","VCC","2005-2006","non-NWCC",54.7791,-127.1782,1,0.00746268656716418
"3041","Smithers","VCC","2006-2007","non-NWCC",54.7791,-127.1782,2,0.0140845070422535
"3042","Smithers","VCC","2007-2008","non-NWCC",54.7791,-127.1782,2,0.0141843971631206
"3043","Smithers","VCC","2008-2009","non-NWCC",54.7791,-127.1782,1,0.0075187969924812
"3044","Smithers","VCC","2009-2010","non-NWCC",54.7791,-127.1782,0,0
"3045","Smithers","VCC","2010-2011","non-NWCC",54.7791,-127.1782,0,0
"3046","Smithers","VCC","2011-2012","non-NWCC",54.7791,-127.1782,1,0.00680272108843537
"3047","Smithers","VCC","2012-2013","non-NWCC",54.7791,-127.1782,0,0
"3048","Smithers","VCC","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"3049","Smithers","VIU","2004-2005","non-NWCC",54.7791,-127.1782,7,0.0510948905109489
"3050","Smithers","VIU","2005-2006","non-NWCC",54.7791,-127.1782,3,0.0223880597014925
"3051","Smithers","VIU","2006-2007","non-NWCC",54.7791,-127.1782,3,0.0211267605633803
"3052","Smithers","VIU","2007-2008","non-NWCC",54.7791,-127.1782,1,0.00709219858156028
"3053","Smithers","VIU","2008-2009","non-NWCC",54.7791,-127.1782,3,0.0225563909774436
"3054","Smithers","VIU","2009-2010","non-NWCC",54.7791,-127.1782,0,0
"3055","Smithers","VIU","2010-2011","non-NWCC",54.7791,-127.1782,0,0
"3056","Smithers","VIU","2011-2012","non-NWCC",54.7791,-127.1782,3,0.0204081632653061
"3057","Smithers","VIU","2012-2013","non-NWCC",54.7791,-127.1782,3,0.0217391304347826
"3058","Smithers","VIU","2013-2014","non-NWCC",54.7791,-127.1782,0,0
"3059","Smithers","no_transfer_yet","2004-2005","non-NWCC",54.7791,-127.1782,31,0.226277372262774
"3060","Smithers","no_transfer_yet","2005-2006","non-NWCC",54.7791,-127.1782,23,0.171641791044776
"3061","Smithers","no_transfer_yet","2006-2007","non-NWCC",54.7791,-127.1782,36,0.253521126760563
"3062","Smithers","no_transfer_yet","2007-2008","non-NWCC",54.7791,-127.1782,41,0.290780141843972
"3063","Smithers","no_transfer_yet","2008-2009","non-NWCC",54.7791,-127.1782,35,0.263157894736842
"3064","Smithers","no_transfer_yet","2009-2010","non-NWCC",54.7791,-127.1782,53,0.325153374233129
"3065","Smithers","no_transfer_yet","2010-2011","non-NWCC",54.7791,-127.1782,51,0.408
"3066","Smithers","no_transfer_yet","2011-2012","non-NWCC",54.7791,-127.1782,53,0.360544217687075
"3067","Smithers","no_transfer_yet","2012-2013","non-NWCC",54.7791,-127.1782,60,0.434782608695652
"3068","Smithers","no_transfer_yet","2013-2014","non-NWCC",54.7791,-127.1782,74,0.556390977443609
"3069","Stewart","BCIT","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3070","Stewart","BCIT","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3071","Stewart","BCIT","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3072","Stewart","BCIT","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3073","Stewart","BCIT","2008-2009","non-NWCC",55.9401,-129.99,1,0.166666666666667
"3074","Stewart","BCIT","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3075","Stewart","BCIT","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3076","Stewart","BCIT","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3077","Stewart","BCIT","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3078","Stewart","BCIT","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3079","Stewart","CAM","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3080","Stewart","CAM","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3081","Stewart","CAM","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3082","Stewart","CAM","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3083","Stewart","CAM","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3084","Stewart","CAM","2009-2010","non-NWCC",55.9401,-129.99,1,0.25
"3085","Stewart","CAM","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3086","Stewart","CAM","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3087","Stewart","CAM","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3088","Stewart","CAM","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3089","Stewart","CAPU","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3090","Stewart","CAPU","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3091","Stewart","CAPU","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3092","Stewart","CAPU","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3093","Stewart","CAPU","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3094","Stewart","CAPU","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3095","Stewart","CAPU","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3096","Stewart","CAPU","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3097","Stewart","CAPU","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3098","Stewart","CAPU","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3099","Stewart","CNC","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3100","Stewart","CNC","2005-2006","non-NWCC",55.9401,-129.99,1,0.333333333333333
"3101","Stewart","CNC","2006-2007","non-NWCC",55.9401,-129.99,1,0.25
"3102","Stewart","CNC","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3103","Stewart","CNC","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3104","Stewart","CNC","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3105","Stewart","CNC","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3106","Stewart","CNC","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3107","Stewart","CNC","2012-2013","non-NWCC",55.9401,-129.99,1,1
"3108","Stewart","CNC","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3109","Stewart","COTR","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3110","Stewart","COTR","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3111","Stewart","COTR","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3112","Stewart","COTR","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3113","Stewart","COTR","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3114","Stewart","COTR","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3115","Stewart","COTR","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3116","Stewart","COTR","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3117","Stewart","COTR","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3118","Stewart","COTR","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3119","Stewart","DOUG","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3120","Stewart","DOUG","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3121","Stewart","DOUG","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3122","Stewart","DOUG","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3123","Stewart","DOUG","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3124","Stewart","DOUG","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3125","Stewart","DOUG","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3126","Stewart","DOUG","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3127","Stewart","DOUG","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3128","Stewart","DOUG","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3129","Stewart","ECU","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3130","Stewart","ECU","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3131","Stewart","ECU","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3132","Stewart","ECU","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3133","Stewart","ECU","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3134","Stewart","ECU","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3135","Stewart","ECU","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3136","Stewart","ECU","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3137","Stewart","ECU","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3138","Stewart","ECU","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3139","Stewart","JIBC","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3140","Stewart","JIBC","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3141","Stewart","JIBC","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3142","Stewart","JIBC","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3143","Stewart","JIBC","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3144","Stewart","JIBC","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3145","Stewart","JIBC","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3146","Stewart","JIBC","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3147","Stewart","JIBC","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3148","Stewart","JIBC","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3149","Stewart","KPU","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3150","Stewart","KPU","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3151","Stewart","KPU","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3152","Stewart","KPU","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3153","Stewart","KPU","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3154","Stewart","KPU","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3155","Stewart","KPU","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3156","Stewart","KPU","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3157","Stewart","KPU","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3158","Stewart","KPU","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3159","Stewart","LANG","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3160","Stewart","LANG","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3161","Stewart","LANG","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3162","Stewart","LANG","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3163","Stewart","LANG","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3164","Stewart","LANG","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3165","Stewart","LANG","2010-2011","non-NWCC",55.9401,-129.99,1,0.25
"3166","Stewart","LANG","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3167","Stewart","LANG","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3168","Stewart","LANG","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3169","Stewart","NIC","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3170","Stewart","NIC","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3171","Stewart","NIC","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3172","Stewart","NIC","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3173","Stewart","NIC","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3174","Stewart","NIC","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3175","Stewart","NIC","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3176","Stewart","NIC","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3177","Stewart","NIC","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3178","Stewart","NIC","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3179","Stewart","NLC","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3180","Stewart","NLC","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3181","Stewart","NLC","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3182","Stewart","NLC","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3183","Stewart","NLC","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3184","Stewart","NLC","2009-2010","non-NWCC",55.9401,-129.99,1,0.25
"3185","Stewart","NLC","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3186","Stewart","NLC","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3187","Stewart","NLC","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3188","Stewart","NLC","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3189","Stewart","NVIT","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3190","Stewart","NVIT","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3191","Stewart","NVIT","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3192","Stewart","NVIT","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3193","Stewart","NVIT","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3194","Stewart","NVIT","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3195","Stewart","NVIT","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3196","Stewart","NVIT","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3197","Stewart","NVIT","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3198","Stewart","NVIT","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3199","Stewart","NWCC","2004-2005","NWCC",55.9401,-129.99,0,0
"3200","Stewart","NWCC","2005-2006","NWCC",55.9401,-129.99,1,0.333333333333333
"3201","Stewart","NWCC","2006-2007","NWCC",55.9401,-129.99,0,0
"3202","Stewart","NWCC","2007-2008","NWCC",55.9401,-129.99,1,0.5
"3203","Stewart","NWCC","2008-2009","NWCC",55.9401,-129.99,0,0
"3204","Stewart","NWCC","2009-2010","NWCC",55.9401,-129.99,1,0.25
"3205","Stewart","NWCC","2010-2011","NWCC",55.9401,-129.99,1,0.25
"3206","Stewart","NWCC","2011-2012","NWCC",55.9401,-129.99,1,0.333333333333333
"3207","Stewart","NWCC","2012-2013","NWCC",55.9401,-129.99,0,0
"3208","Stewart","NWCC","2013-2014","NWCC",55.9401,-129.99,0,0
"3209","Stewart","OKAN","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3210","Stewart","OKAN","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3211","Stewart","OKAN","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3212","Stewart","OKAN","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3213","Stewart","OKAN","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3214","Stewart","OKAN","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3215","Stewart","OKAN","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3216","Stewart","OKAN","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3217","Stewart","OKAN","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3218","Stewart","OKAN","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3219","Stewart","SEL","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3220","Stewart","SEL","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3221","Stewart","SEL","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3222","Stewart","SEL","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3223","Stewart","SEL","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3224","Stewart","SEL","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3225","Stewart","SEL","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3226","Stewart","SEL","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3227","Stewart","SEL","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3228","Stewart","SEL","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3229","Stewart","SFU","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3230","Stewart","SFU","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3231","Stewart","SFU","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3232","Stewart","SFU","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3233","Stewart","SFU","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3234","Stewart","SFU","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3235","Stewart","SFU","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3236","Stewart","SFU","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3237","Stewart","SFU","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3238","Stewart","SFU","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3239","Stewart","TRU","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3240","Stewart","TRU","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3241","Stewart","TRU","2006-2007","non-NWCC",55.9401,-129.99,1,0.25
"3242","Stewart","TRU","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3243","Stewart","TRU","2008-2009","non-NWCC",55.9401,-129.99,1,0.166666666666667
"3244","Stewart","TRU","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3245","Stewart","TRU","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3246","Stewart","TRU","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3247","Stewart","TRU","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3248","Stewart","TRU","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3249","Stewart","UBCO","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3250","Stewart","UBCO","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3251","Stewart","UBCO","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3252","Stewart","UBCO","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3253","Stewart","UBCO","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3254","Stewart","UBCO","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3255","Stewart","UBCO","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3256","Stewart","UBCO","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3257","Stewart","UBCO","2012-2013","non-NWCC",55.9401,-129.99,0,0
"3258","Stewart","UBCO","2013-2014","non-NWCC",55.9401,-129.99,0,0
"3259","Stewart","UBCV","2004-2005","non-NWCC",55.9401,-129.99,0,0
"3260","Stewart","UBCV","2005-2006","non-NWCC",55.9401,-129.99,0,0
"3261","Stewart","UBCV","2006-2007","non-NWCC",55.9401,-129.99,0,0
"3262","Stewart","UBCV","2007-2008","non-NWCC",55.9401,-129.99,0,0
"3263","Stewart","UBCV","2008-2009","non-NWCC",55.9401,-129.99,0,0
"3264","Stewart","UBCV","2009-2010","non-NWCC",55.9401,-129.99,0,0
"3265","Stewart","UBCV","2010-2011","non-NWCC",55.9401,-129.99,0,0
"3266","Stewart","UBCV","2011-2012","non-NWCC",55.9401,-129.99,0,0
"3267","Stewart","UBCV","2012-2013","non-NWCC",55.9401,-129.99,0,0
