"","SCS_STUDENT","AGE","C99_BEST_PROGRAM","ACPG_DESC","SEC_LOCATION","LOC_DESC","AY","AY_HELPER","CITY"
"427",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"428",1,16,"CE","Continuing Education","KL","Kaay Llnagaay","2014-2015","2013-2014",NA
"429",1,17,"CE","Continuing Education","KL","Kaay Llnagaay","2014-2015","2013-2014",NA
"430",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"431",1,18,"ACWELDF","ACEIT Welder Foundation","PR","Prince Rupert","2014-2015","2013-2014","Port Edward"
"432",1,19,"CE","Continuing Education","KL","Kaay Llnagaay","2014-2015","2013-2014","Masset"
"433",1,19,"WELDA","Welding A Module","TE","Terrace","2014-2015","2013-2014","Terrace"
"434",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"435",1,19,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"436",1,18,"ELTRF","Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"437",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"438",1,18,"ELTRF","Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"439",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"440",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","New Hazelton"
"441",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"442",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"443",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"444",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"445",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"446",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"447",1,19,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Houston"
"448",1,16,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","New Hazelton"
"449",1,17,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","New Hazelton"
"450",1,16,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Hazelton"
"451",1,19,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"452",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"453",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"454",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"455",1,18,"ELTRF","Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"456",1,18,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"457",1,18,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"458",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"459",1,19,"ICT","Information and Communications Technology","HA","Hazelton","2014-2015","2013-2014","Prince Rupert"
"460",1,18,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Hazelton"
"461",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"462",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Houston"
"463",1,19,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Hazelton"
"464",1,19,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"465",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Houston"
"466",1,19,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Campbell River"
"467",1,17,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"468",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Kinkolith"
"469",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"470",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Houston"
"471",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"472",1,18,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Terrace"
"473",1,18,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Kincolith"
"474",1,18,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Kincolith"
"475",1,18,"CARPAPP2","Carpentry Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Terrace"
"476",1,17,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"477",1,17,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"478",1,17,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"479",1,17,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"480",1,19,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Telkwa"
"481",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"482",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"483",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"484",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"485",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitwanga"
"486",1,18,"CE","Continuing Education","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"487",1,17,"ACMILLF","ACE-IT Millwright Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"488",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"489",1,19,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Smithers"
"490",1,19,"CARPF","Carpenter Foundation","TE","Terrace","2014-2015","2013-2014","Prince Rupert"
"491",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"492",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"493",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Laxgalts'ap"
"494",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Aiyansh"
"495",1,18,"ELTRF","Electrical Foundation","HO","Houston","2014-2015","2013-2014","Smithers"
"496",1,18,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","S Hazelton"
"497",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"498",1,19,"HCAS","Health Care Assistant","TE","Terrace","2014-2015","2013-2014","Terrace"
"499",1,18,"HCAS","Health Care Assistant","TE","Terrace","2014-2015","2013-2014","Terrace"
"500",1,19,"CCP","Career and College Prep","HA","Hazelton","2014-2015","2013-2014","S Hazelton"
"501",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"502",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"503",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"504",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"505",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"506",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"507",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Terrace"
"508",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"509",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"510",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"511",1,18,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"512",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Kinkolith"
"513",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Smithers"
"514",1,19,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Kitimat"
"515",1,18,"UC","University Credit Year 1","SM","Smithers","2014-2015","2013-2014","Smithers"
"516",1,17,"UC","University Credit Year 1","HO","Houston","2014-2015","2013-2014","Houston"
"517",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Terrace"
"518",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"519",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Terrace"
"520",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"521",1,18,"UC","University Credit Year 1","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"522",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"523",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"524",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"525",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Kincolith"
"526",1,19,"ACELTRF","ACE-IT Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"527",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"528",1,19,"FNFA","First Nations Fine Arts Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"529",1,19,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Prince Rupert"
"530",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"531",1,19,"CE","Continuing Education","PS","Port Simpson (Lax Kw'alaams)","2014-2015","2013-2014","Port Simpson"
"532",1,18,"UC","University Credit Year 1","SM","Smithers","2014-2015","2013-2014","Smithers"
"533",1,19,"HCAS","Health Care Assistant","TE","Terrace","2014-2015","2013-2014","Terrace"
"534",1,18,"ACELTRF","ACE-IT Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"535",1,18,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Creston"
"536",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"537",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"538",1,18,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Telkwa"
"539",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"540",1,18,"CARPAPP1","Carpentry Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Queen Charlotte"
"541",1,19,"CARPAPP1","Carpentry Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"542",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"543",1,19,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Terrace"
"544",1,19,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Hazelton"
"545",1,19,"ICT2","Information and Communications Technology","HA","Hazelton","2014-2015","2013-2014","Prince Rupert"
"546",1,18,"ELTRAPP2","Electrical Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Terrace"
"547",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"548",1,16,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Smithers"
"549",1,16,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Smithers"
"550",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"551",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"552",1,18,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"553",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"554",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"555",1,17,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Smithers"
"556",1,18,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Telkwa"
"557",1,18,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Smithers"
"558",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"559",1,17,"FNFA","First Nations Fine Arts Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"560",1,18,"FNFA","First Nations Fine Arts Year 1","TE","Terrace","2014-2015","2013-2014","Prince Rupert"
"561",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"562",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Houston"
"563",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"564",1,17,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Telkwa"
"565",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Houston"
"566",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitwanga"
"567",1,16,"ACCOOK1","ACE-IT Professional Cook 1","HO","Houston","2014-2015","2013-2014","Houston"
"568",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Houston"
"569",1,17,"ACCOOK1","ACE-IT Professional Cook 1","HO","Houston","2014-2015","2013-2014","Smithers"
"570",1,17,"ACCOOK1","ACE-IT Professional Cook 1","HO","Houston","2014-2015","2013-2014","Houston"
"571",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"572",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Telkwa"
"573",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"574",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"575",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Telkwa"
"576",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Telkwa"
"577",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"578",1,18,"PCOOKAP2","Professional Cook Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Terrace"
"579",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"580",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"581",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"582",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"583",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"584",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"585",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"586",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"587",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"588",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"589",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"590",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"591",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"592",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"593",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"594",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"595",1,19,"PCOOKAP2","Professional Cook Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Terrace"
"596",1,19,"PCOOKAP2","Professional Cook Apprentice - Level 2","TE","Terrace","2014-2015","2013-2014","Gitsequkla"
"597",1,19,"BADM2","Business Administration Year 2<fd>","TE","Terrace","2014-2015","2013-2014","Terrace"
"598",1,19,"BADM2","Business Administration Year 2<fd>","TE","Terrace","2014-2015","2013-2014","Prince George"
"599",1,19,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"600",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"601",1,17,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Smithers"
"602",1,18,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"603",1,17,"CE","Continuing Education","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"604",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Houston"
"605",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"606",1,19,"FNFA","First Nations Fine Arts Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"607",1,19,"CARPAPP1","Carpentry Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Kitimat"
"608",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"609",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"610",1,17,"ACELTRF","ACE-IT Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"611",1,17,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"612",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"613",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"614",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"615",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"616",1,19,"BADM","Business Administration Year 1","PR","Prince Rupert","2014-2015","2013-2014","Port Edward"
"617",1,18,"ACHMF","ACEIT Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"618",1,19,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"619",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"620",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"621",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"622",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"623",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"624",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"625",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"626",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"627",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"628",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"629",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"630",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"631",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"632",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"633",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"634",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"635",1,19,"SSW","Social Service Worker","TE","Terrace","2014-2015","2013-2014","Kitimat"
"636",1,17,"ACHMF","ACEIT Heavy Mechanical Foundation","SM","Smithers","2014-2015","2013-2014","New Hazelton"
"637",1,17,"ACHMF","ACEIT Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Smithers"
"638",1,18,"ACHMF","ACEIT Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"639",1,17,"ACHMF","ACEIT Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"640",1,17,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"641",1,17,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"642",1,17,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Kitimat"
"643",1,18,"NURS","Nursing","TE","Terrace","2014-2015","2013-2014","Terrace"
"644",1,18,"NURS","Nursing","TE","Terrace","2014-2015","2013-2014","Terrace"
"645",1,19,"NURS","Nursing","TE","Terrace","2014-2015","2013-2014","Terrace"
"646",1,19,"ICT","Information and Communications Technology","HA","Hazelton","2014-2015","2013-2014","Terrace"
"647",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrrace"
"648",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"649",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"650",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"651",1,19,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"652",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"653",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"654",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"655",1,18,"NURS","Nursing","TE","Terrace","2014-2015","2013-2014","Terrace"
"656",1,19,"CE","Continuing Education","KA","Kitselas","2014-2015","2013-2014","Terrace"
"657",1,17,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","New Hazelton"
"658",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"659",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"660",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"661",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"662",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"663",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"664",1,19,"CE","Continuing Education","KI","Kitimat","2014-2015","2013-2014","Comox"
"665",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"666",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"667",1,16,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","New Hazelton"
"668",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"669",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"670",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitimat"
"671",1,18,"CCP","Career and College Prep","HA","Hazelton","2014-2015","2013-2014","Hazelton"
"672",1,19,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"673",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Gitsegukla"
"674",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"675",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"676",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"677",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"678",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"679",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitwanga"
