"","year","programTitle","Program Code","PLU","Sum Credits","location","sumFTE","abo","imm","cluster","studentType"
"1475","2011-12","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1476","2011-12","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1477","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1478","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1479","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,NA,"00","trades",NA
"1480","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",4,"TE",4,"N","00","trades",NA
"1481","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",3,"TE",3,"Y","00","trades","fn"
"1482","2012-13","Carpentry Apprentice - Level 3","CARPAPP3","Courses",3,"TE",3,NA,"00","trades",NA
"1483","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",4,"TE",4,NA,"00","trades",NA
"1484","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",4,"TE",4,"Y","00","trades","fn"
"1485","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",14,"TE",14,"N","00","trades",NA
"1486","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,NA,"00","trades",NA
"1487","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1488","2013-14","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1489","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1490","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1491","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,NA,"00","trades",NA
"1492","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",7,"TE",7,"N","00","trades",NA
"1493","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",1,"TE",1,"Y","00","trades","fn"
"1494","2014-15","Carpentry Apprentice - Level 3","CARPAPP3","Courses",1,"TE",1,NA,"00","trades",NA
"1495","2015-16","Carpentry Apprentice - Level 3","CARPAPP3","Courses",1,"TE",1,"Y","00","trades","fn"
"1496","2015-16","Carpentry Apprentice - Level 3","CARPAPP3","Courses",11,"TE",11,"N","00","trades",NA
"1497","2015-16","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1498","2015-16","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1499","2016-17","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"N","00","trades",NA
"1500","2016-17","Carpentry Apprentice - Level 3","CARPAPP3","Courses",0,"TE",0,"Y","00","trades","fn"
"1501","2016-17","Carpentry Apprentice - Level 3","CARPAPP3","Courses",11,"TE",11,"N","00","trades",NA
"1502","2016-17","Carpentry Apprentice - Level 3","CARPAPP3","Courses",3,"TE",3,"Y","00","trades","fn"
"1503","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",10,"TE",10,NA,"00","trades",NA
"1504","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",3,"TE",3,"Y","00","trades","fn"
"1505","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",3,"TE",3,"N","00","trades",NA
"1506","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1507","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1508","2009-10","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1509","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",7,"PR",0.011666667,NA,"00","trades",NA
"1510","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",1,"TE",1,"N","01","trades",NA
"1511","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",11,"TE",11,NA,"00","trades",NA
"1512","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",9,"TE",9,"Y","00","trades","fn"
"1513","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",10,"TE",10,"N","00","trades",NA
"1514","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","01","trades",NA
"1515","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1516","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1517","2010-11","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1518","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1519","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1520","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1521","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",7,"TE",7,"N","00","trades",NA
"1522","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",2,"TE",2,"Y","00","trades","fn"
"1523","2011-12","Carpentry Apprentice - Level 4","CARPAPP4","Courses",7,"TE",7,NA,"00","trades",NA
"1524","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",3,"TE",3,NA,"00","trades",NA
"1525","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",3,"TE",3,"Y","00","trades","fn"
"1526","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",9,"TE",9,"N","00","trades",NA
"1527","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1528","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1529","2012-13","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1530","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1531","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1532","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1533","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",9,"TE",9,"N","00","trades",NA
"1534","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",5,"TE",5,"Y","00","trades","fn"
"1535","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",1,"TE",1,NA,"00","trades",NA
"1536","2013-14","Carpentry Apprentice - Level 4","CARPAPP4","Courses",6,"TE",0.01,"Y","00","trades","fn"
"1537","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",7,"TE",0.011666667,"Y","00","trades","fn"
"1538","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",2,"TE",2,NA,"00","trades",NA
"1539","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",2,"TE",2,"Y","00","trades","fn"
"1540","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",9,"TE",9,"N","00","trades",NA
"1541","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1542","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1543","2014-15","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1544","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1545","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1546","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1547","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",13,"TE",13,"N","00","trades",NA
"1548","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",1,"TE",1,"Y","00","trades","fn"
"1549","2015-16","Carpentry Apprentice - Level 4","CARPAPP4","Courses",2,"TE",2,NA,"00","trades",NA
"1550","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",1,"TE",1,NA,"00","trades",NA
"1551","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",1,"TE",1,"Y","00","trades","fn"
"1552","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",10,"TE",10,"N","00","trades",NA
"1553","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,NA,"00","trades",NA
"1554","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"Y","00","trades","fn"
"1555","2016-17","Carpentry Apprentice - Level 4","CARPAPP4","Courses",0,"TE",0,"N","00","trades",NA
"1556","2009-10","Carpentry Foundation","ACCARPF","SCH",2400,"HO",4,"N","00","trades",NA
"1557","2009-10","Carpentry Foundation","ACCARPF","SCH",600,"HO",1,"Y","00","trades","fn"
"1558","2009-10","Carpentry Foundation","ACCARPF","SCH",1200,"HO",2,NA,"00","trades",NA
"1559","2009-10","Carpentry Foundation","CARPF","SCH",2400,"HO",4,"N","00","trades",NA
"1560","2009-10","Carpentry Foundation","CARPF","SCH",600,"HO",1,"Y","00","trades","fn"
"1561","2009-10","Carpentry Foundation","CARPF","SCH",600,"HO",1,NA,"00","trades",NA
"1562","2009-10","Carpentry Foundation","CARPF","SCH",12000,NA,20,"Y","00","trades","fn"
"1563","2009-10","Carpentry Foundation","ACCARPF","SCH",1800,"ST",3,"N","00","trades",NA
"1564","2009-10","Carpentry Foundation","CARPF","SCH",3000,"ST",5,"N","00","trades",NA
"1565","2009-10","Carpentry Foundation","CARPF","SCH",600,"ST",1,"Y","00","trades","fn"
"1566","2009-10","Carpentry Foundation","ACCARPF","SCH",1798.5,"TE",2.9975,"N","00","trades",NA
"1567","2009-10","Carpentry Foundation","ACCARPF","SCH",1198.5,"TE",1.9975,"Y","00","trades","fn"
"1568","2009-10","Carpentry Foundation","CARPF","SCH",7788,"TE",12.98,"N","00","trades",NA
"1569","2009-10","Carpentry Foundation","CARPF","SCH",7791,"TE",12.985,"Y","00","trades","fn"
"1570","2009-10","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1571","2009-10","Carpentry Foundation","CARPF","SCH",19,"HA",0.031666667,"Y","00","trades","fn"
"1572","2009-10","Carpentry Foundation","ACCARPF","SCH",42,"HO",0.07,"N","00","trades",NA
"1573","2009-10","Carpentry Foundation","CARPF","SCH",38,"HO",0.063333333,"N","00","trades",NA
"1574","2009-10","Carpentry Foundation","CARPF","SCH",7,NA,0.011666667,"Y","00","trades","fn"
"1575","2009-10","Carpentry Foundation","ACCARPF","SCH",12,"TE",0.02,"Y","00","trades","fn"
"1576","2009-10","Carpentry Foundation","CARPF","SCH",23,"TE",0.038333333,"Y","00","trades","fn"
"1577","2009-10","Carpentry Foundation","ACCARPF","SCH",1,"HA",0.025,"N","00","trades",NA
"1578","2009-10","Carpentry Foundation","ACCARPF","SCH",3,"HA",0.075,"Y","00","trades","fn"
"1579","2009-10","Carpentry Foundation","CARPF","SCH",1,"HA",0.025,"N","00","trades",NA
"1580","2009-10","Carpentry Foundation","CARPF","SCH",7,"HA",0.175,"Y","00","trades","fn"
"1581","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"HO",0,"N","00","trades",NA
"1582","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"HO",0,"Y","00","trades","fn"
"1583","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"HO",0,NA,"00","trades",NA
"1584","2009-10","Carpentry Foundation","CARPF","SCH",0,"HO",0,"N","00","trades",NA
"1585","2009-10","Carpentry Foundation","CARPF","SCH",0,"HO",0,"Y","00","trades","fn"
"1586","2009-10","Carpentry Foundation","CARPF","SCH",0,"HO",0,NA,"00","trades",NA
"1587","2009-10","Carpentry Foundation","CARPF","SCH",0,NA,0,"Y","00","trades","fn"
"1588","2009-10","Carpentry Foundation","CARPF","SCH",4800,"HA",8,"Y","00","trades","fn"
"1589","2009-10","Carpentry Foundation","CARPF","SCH",600,"HA",1,"N","00","trades",NA
"1590","2009-10","Carpentry Foundation","ACCARPF","SCH",1800,"HA",3,"Y","00","trades","fn"
"1591","2009-10","Carpentry Foundation","ACCARPF","SCH",600,"HA",1,"N","00","trades",NA
"1592","2009-10","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1593","2009-10","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1594","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1595","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1596","2009-10","Carpentry Foundation","CARPF","SCH",0,"ST",0,"Y","00","trades","fn"
"1597","2009-10","Carpentry Foundation","CARPF","SCH",0,"ST",0,"N","00","trades",NA
"1598","2009-10","Carpentry Foundation","ACCARPF","SCH",0,"ST",0,"N","00","trades",NA
"1599","2010-11","Carpentry Foundation","ACCARPF","SCH",600,"SM",1,NA,"00","trades",NA
"1600","2010-11","Carpentry Foundation","CARPF","SCH",600,"SM",1,"N","00","trades",NA
"1601","2010-11","Carpentry Foundation","CARPF","SCH",600,"SM",1,"Y","00","trades","fn"
"1602","2010-11","Carpentry Foundation","CARPF","SCH",1200,"SM",2,NA,"00","trades",NA
"1603","2010-11","Carpentry Foundation","ACCARPF","SCH",4200,"TE",7,"N","00","trades",NA
"1604","2010-11","Carpentry Foundation","ACCARPF","SCH",600,"TE",1,"Y","00","trades","fn"
"1605","2010-11","Carpentry Foundation","CARPF","SCH",9000,"TE",15,"N","00","trades",NA
"1606","2010-11","Carpentry Foundation","CARPF","SCH",4320,"TE",7.2,"Y","00","trades","fn"
"1607","2010-11","Carpentry Foundation","ACCARPF","SCH",42.429,"HO",0.055246094,"Y","00","trades","fn"
"1608","2010-11","Carpentry Foundation","CARPF","SCH",7,"KI",0.011666667,"N","00","trades",NA
"1609","2010-11","Carpentry Foundation","ACCARPF","SCH",7,"SM",0.011666667,"N","00","trades",NA
"1610","2010-11","Carpentry Foundation","ACCARPF","SCH",6,"TE",0.01,"N","00","trades",NA
"1611","2010-11","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,"N","00","trades",NA
"1612","2010-11","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,"Y","00","trades","fn"
"1613","2010-11","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,NA,"00","trades",NA
"1614","2010-11","Carpentry Foundation","CARPF","SCH",0,"SM",0,"N","00","trades",NA
"1615","2010-11","Carpentry Foundation","CARPF","SCH",0,"SM",0,"Y","00","trades","fn"
"1616","2010-11","Carpentry Foundation","CARPF","SCH",0,"SM",0,NA,"00","trades",NA
"1617","2010-11","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1618","2010-11","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1619","2010-11","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1620","2010-11","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1621","2010-11","Carpentry Foundation","ACCARPF","SCH",4200,"SM",7,"N","00","trades",NA
"1622","2010-11","Carpentry Foundation","ACCARPF","SCH",2400,"SM",4,"Y","00","trades","fn"
"1623","2011-12","Carpentry Foundation","CARPF","SCH",16,"TE",0.026666667,"Y","00","trades","fn"
"1624","2011-12","Carpentry Foundation","ACCARPF","SCH",23,"TE",0.038333333,"N","00","trades",NA
"1625","2011-12","Carpentry Foundation","CARPF","SCH",4,"SM",0.006666667,"Y","00","trades","fn"
"1626","2011-12","Carpentry Foundation","ACCARPF","SCH",12,"SM",0.02,"N","00","trades",NA
"1627","2011-12","Carpentry Foundation","CARPF","SCH",100,"GK",0.166666667,"Y","00","trades","fn"
"1628","2011-12","Carpentry Foundation","CARPF","SCH",0,"PR",0,"Y","00","trades","fn"
"1629","2011-12","Carpentry Foundation","CARPF","SCH",600,"TE",1,NA,"00","trades",NA
"1630","2011-12","Carpentry Foundation","CARPF","SCH",5400,"TE",9,"Y","00","trades","fn"
"1631","2011-12","Carpentry Foundation","CARPF","SCH",4200,"TE",7,"N","00","trades",NA
"1632","2011-12","Carpentry Foundation","ACCARPF","SCH",1200,"TE",2,NA,"00","trades",NA
"1633","2011-12","Carpentry Foundation","ACCARPF","SCH",1200,"TE",2,"N","00","trades",NA
"1634","2011-12","Carpentry Foundation","CARPF","SCH",10800,"GK",18,"Y","00","trades","fn"
"1635","2011-12","Carpentry Foundation","CARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1636","2011-12","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1637","2011-12","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1638","2011-12","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1639","2011-12","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1640","2011-12","Carpentry Foundation","CARPF","SCH",0,"GK",0,"Y","00","trades","fn"
"1641","2012-13","Carpentry Foundation","CARPF","SCH",600,"SM",1,"N","00","trades",NA
"1642","2012-13","Carpentry Foundation","CARPF","SCH",1200,"SM",2,"Y","00","trades","fn"
"1643","2012-13","Carpentry Foundation","CARPF","SCH",600,"SM",1,NA,"00","trades",NA
"1644","2012-13","Carpentry Foundation","ACCARPF","SCH",600,"TE",1,"Y","00","trades","fn"
"1645","2012-13","Carpentry Foundation","CARPF","SCH",1800,"TE",3,"N","00","trades",NA
"1646","2012-13","Carpentry Foundation","CARPF","SCH",3600,"TE",6,"Y","00","trades","fn"
"1647","2012-13","Carpentry Foundation","CARPF","SCH",600,"TE",1,NA,"00","trades",NA
"1648","2012-13","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,NA,"00","trades",NA
"1649","2012-13","Carpentry Foundation","CARPF","SCH",0,"SM",0,NA,"00","trades",NA
"1650","2012-13","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1651","2012-13","Carpentry Foundation","CARPF","SCH",108,"GK",0.18,"Y","00","trades","fn"
"1652","2012-13","Carpentry Foundation","ACCARPF","SCH",350,"TE",0.583333333,NA,"00","trades",NA
"1653","2012-13","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,"N","00","trades",NA
"1654","2012-13","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,"Y","00","trades","fn"
"1655","2012-13","Carpentry Foundation","ACCARPF","SCH",4,"SM",0.1,NA,"00","trades",NA
"1656","2012-13","Carpentry Foundation","CARPF","SCH",0,"SM",0,"N","00","trades",NA
"1657","2012-13","Carpentry Foundation","CARPF","SCH",0,"SM",0,"Y","00","trades","fn"
"1658","2012-13","Carpentry Foundation","CARPF","SCH",1,"SM",0.025,NA,"00","trades",NA
"1659","2012-13","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1660","2012-13","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1661","2012-13","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1662","2012-13","Carpentry Foundation","CARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1663","2012-13","Carpentry Foundation","ACCARPF","SCH",1800,"SM",3,"N","00","trades",NA
"1664","2012-13","Carpentry Foundation","ACCARPF","SCH",600,"SM",1,"Y","00","trades","fn"
"1665","2012-13","Carpentry Foundation","ACCARPF","SCH",3000,"SM",5,NA,"00","trades",NA
"1666","2013-14","Carpentry Foundation","ACCARPF","SCH",600,"TE",1,"Y","00","trades","fn"
"1667","2013-14","Carpentry Foundation","ACCARPF","SCH",1800,"TE",3,NA,"00","trades",NA
"1668","2013-14","Carpentry Foundation","CARPF","SCH",7200,"TE",12,"N","00","trades",NA
"1669","2013-14","Carpentry Foundation","CARPF","SCH",3600,"TE",6,"Y","00","trades","fn"
"1670","2013-14","Carpentry Foundation","CARPF","SCH",2400,"TE",4,NA,"00","trades",NA
"1671","2013-14","Carpentry Foundation","CARPF","SCH",600,"TE",1,"N","01","trades",NA
"1672","2013-14","Carpentry Foundation","ACCARPF","SCH",142.715,"HO",0.185826823,NA,"00","trades",NA
"1673","2013-14","Carpentry Foundation","CARPF","SCH",1368,"KT",2.28,"Y","00","trades","fn"
"1674","2013-14","Carpentry Foundation","CARPF","SCH",228,"KT",0.38,NA,"00","trades",NA
"1675","2013-14","Carpentry Foundation","ACCARPF","SCH",17,"TE",0.028333333,NA,"00","trades",NA
"1676","2013-14","Carpentry Foundation","CARPF","SCH",85,"TE",0.141666667,"N","00","trades",NA
"1677","2013-14","Carpentry Foundation","CARPF","SCH",37,"TE",0.061666667,"Y","00","trades","fn"
"1678","2013-14","Carpentry Foundation","ACCARPF","SCH",0,"HO",0,"N","00","trades",NA
"1679","2013-14","Carpentry Foundation","ACCARPF","SCH",0,"HO",0,NA,"00","trades",NA
"1680","2013-14","Carpentry Foundation","CARPF","SCH",0,"HO",0,NA,"00","trades",NA
"1681","2013-14","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1682","2013-14","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1683","2013-14","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1684","2013-14","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1685","2013-14","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1686","2013-14","Carpentry Foundation","CARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1687","2013-14","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","01","trades",NA
"1688","2013-14","Carpentry Foundation","ACCARPF","SCH",1800,"HO",3,"N","00","trades",NA
"1689","2013-14","Carpentry Foundation","ACCARPF","SCH",3600,"HO",6,NA,"00","trades",NA
"1690","2013-14","Carpentry Foundation","ACCARPF","SCH",600,"TE",1,"N","00","trades",NA
"1691","2014-15","Carpentry Foundation","CARPF","SCH",1200,"HB",2,NA,"00","trades",NA
"1692","2014-15","Carpentry Foundation","CARPF","SCH",4200,"KT",7,"Y","00","trades","fn"
"1693","2014-15","Carpentry Foundation","CARPF","SCH",1200,"KT",2,NA,"00","trades",NA
"1694","2014-15","Carpentry Foundation","ACCARPF","SCH",1800,"TE",3,"N","00","trades",NA
"1695","2014-15","Carpentry Foundation","ACCARPF","SCH",600,"TE",1,"Y","00","trades","fn"
"1696","2014-15","Carpentry Foundation","ACCARPF","SCH",1200,"TE",2,NA,"00","trades",NA
"1697","2014-15","Carpentry Foundation","CARPF","SCH",4800,"TE",8,"N","00","trades",NA
"1698","2014-15","Carpentry Foundation","CARPF","SCH",4800,"TE",8,"Y","00","trades","fn"
"1699","2014-15","Carpentry Foundation","CARPF","SCH",3000,"TE",5,NA,"00","trades",NA
"1700","2014-15","Carpentry Foundation","CARPF","SCH",471.428,"HB",0.613838542,"Y","00","trades","fn"
"1701","2014-15","Carpentry Foundation","CARPF","SCH",235.714,"HB",0.306919271,NA,"00","trades",NA
"1702","2014-15","Carpentry Foundation","CARPF","SCH",0,"HB",0,"Y","00","trades","fn"
"1703","2014-15","Carpentry Foundation","CARPF","SCH",0,"HB",0,NA,"00","trades",NA
"1704","2014-15","Carpentry Foundation","CARPF","SCH",0,"KT",0,"Y","00","trades","fn"
"1705","2014-15","Carpentry Foundation","CARPF","SCH",0,"KT",0,NA,"00","trades",NA
"1706","2014-15","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1707","2014-15","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1708","2014-15","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1709","2014-15","Carpentry Foundation","CARPF","SCH",0,"TE",0,"N","00","trades",NA
"1710","2014-15","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1711","2014-15","Carpentry Foundation","CARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1712","2014-15","Carpentry Foundation","CARPF","SCH",3000,"HB",5,"Y","00","trades","fn"
"1713","2015-16","Carpentry Foundation","CARPF","SCH",3000,"SM",5,"Y","00","trades","fn"
"1714","2015-16","Carpentry Foundation","ACCARPF","SCH",3600,"TE",6,"N","00","trades",NA
"1715","2015-16","Carpentry Foundation","ACCARPF","SCH",1800,"TE",3,NA,"00","trades",NA
"1716","2015-16","Carpentry Foundation","CARPF","SCH",7800,"TE",13,"N","00","trades",NA
"1717","2015-16","Carpentry Foundation","CARPF","SCH",3000,"TE",5,"Y","00","trades","fn"
"1718","2015-16","Carpentry Foundation","CARPF","SCH",2400,"TE",4,NA,"00","trades",NA
"1719","2015-16","Carpentry Foundation","ACCARPF","SCH",41.143,"HO",0.053571615,"N","00","trades",NA
"1720","2015-16","Carpentry Foundation","ACCARPF","SCH",16.571,"HO",0.021576823,NA,"00","trades",NA
"1721","2015-16","Carpentry Foundation","ACCARPF","SCH",296.002,"SM",0.385419271,"N","00","trades",NA
"1722","2015-16","Carpentry Foundation","ACCARPF","SCH",169.144,"SM",0.220239583,NA,"00","trades",NA
"1723","2015-16","Carpentry Foundation","CARPF","SCH",62.857,"SM",0.081845052,"N","00","trades",NA
"1724","2015-16","Carpentry Foundation","CARPF","SCH",211.43,"SM",0.275299479,"Y","00","trades","fn"
"1725","2015-16","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,"N","00","trades",NA
"1726","2015-16","Carpentry Foundation","ACCARPF","SCH",0,"SM",0,NA,"00","trades",NA
"1727","2015-16","Carpentry Foundation","CARPF","SCH",0,"SM",0,"N","00","trades",NA
"1728","2015-16","Carpentry Foundation","CARPF","SCH",0,"SM",0,"Y","00","trades","fn"
"1729","2015-16","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,"N","00","trades",NA
"1730","2015-16","Carpentry Foundation","ACCARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1731","2015-16","Carpentry Foundation","CARPF","SCH",3,"TE",0.075,"N","00","trades",NA
"1732","2015-16","Carpentry Foundation","CARPF","SCH",0,"TE",0,"Y","00","trades","fn"
"1733","2015-16","Carpentry Foundation","CARPF","SCH",0,"TE",0,NA,"00","trades",NA
"1734","2015-16","Carpentry Foundation","ACCARPF","SCH",4200,"SM",7,"N","00","trades",NA
"1735","2015-16","Carpentry Foundation","ACCARPF","SCH",3000,"SM",5,NA,"00","trades",NA
"1736","2015-16","Carpentry Foundation","CARPF","SCH",1200,"SM",2,"N","00","trades",NA
"1737","2016-17","Carpentry Foundation","ACCARPF","SCH",2400,"TE",4,NA,"00","trades",NA
"1738","2016-17","Carpentry Foundation","CARPF","SCH",4200,"TE",7,"N","00","trades",NA
"1739","2016-17","Carpentry Foundation","CARPF","SCH",5400,"TE",9,"Y","00","trades","fn"
"1740","2016-17","Carpentry Foundation","CARPF","SCH",1800,"TE",3,NA,"00","trades",NA
"1741","2016-17","Carpentry Foundation","ACCARPF","SCH",0,"HA",0,"Y","00","trades","fn"
