"","year","programTitle","Program Code","PLU","Sum Credits","location","sumFTE","abo","imm","cluster","studentType"
"2992","2009-10","English Language Training","ESL","SCH",3132.285,"PR",4.078496094,NA,"01","abe",NA
"2993","2009-10","English Language Training","ESL","SCH",8212.283,"PR",10.69307682,"N","01","abe",NA
"2994","2009-10","English Language Training","ESL","SCH",0,"PR",0,NA,NA,"abe",NA
"2995","2009-10","English Language Training","ESL","SCH",0,"PR",0,"N",NA,"abe",NA
"2996","2009-10","English Language Training","ESL","SCH",3,"PR",0,NA,"01","abe",NA
"2997","2009-10","English Language Training","ESL","SCH",12.5,"PR",0,"N","01","abe",NA
"2998","2010-11","English Language Training","ESL","SCH",48,"RE",0.08,"N",NA,"abe",NA
"2999","2010-11","English Language Training","ESL","SCH",328,"PR",0.427083333,NA,NA,"abe",NA
"3000","2010-11","English Language Training","ESL","SCH",334.286,"PR",0.435268229,"N",NA,"abe",NA
"3001","2010-11","English Language Training","ESL","SCH",257.143,"PR",0.334821615,"N","02","abe","ie"
"3002","2010-11","English Language Training","ESL","SCH",2531.572,"PR",3.296317708,NA,"01","abe",NA
"3003","2010-11","English Language Training","ESL","SCH",2953.002,"PR",3.845054688,"N","01","abe",NA
"3004","2010-11","English Language Training","ESL","SCH",1.5,"PR",0,NA,NA,"abe",NA
"3005","2010-11","English Language Training","ESL","SCH",1.5,"PR",0,"N",NA,"abe",NA
"3006","2010-11","English Language Training","ESL","SCH",0,"PR",0,"N","02","abe","ie"
"3007","2010-11","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3008","2010-11","English Language Training","ESL","SCH",3,"PR",0,"N","01","abe",NA
"3009","2011-12","English Language Training","ESL","SCH",632.143,"PR",0.823102865,NA,NA,"abe",NA
"3010","2011-12","English Language Training","ESL","SCH",1801.144,"PR",2.345239583,"N",NA,"abe",NA
"3011","2011-12","English Language Training","ESL","SCH",117.857,"PR",0.153459635,"N","03","abe",NA
"3012","2011-12","English Language Training","ESL","SCH",967.857,"PR",1.260230469,"N","02","abe","ie"
"3013","2011-12","English Language Training","ESL","SCH",289.285,"PR",0.376673177,NA,"01","abe",NA
"3014","2011-12","English Language Training","ESL","SCH",3259.858,"PR",4.244606771,"N","01","abe",NA
"3015","2011-12","English Language Training","ESL","SCH",0,"PR",0,NA,NA,"abe",NA
"3016","2011-12","English Language Training","ESL","SCH",3,"PR",0.05859375,"Y",NA,"abe","fn"
"3017","2011-12","English Language Training","ESL","SCH",1.5,"PR",0,"N",NA,"abe",NA
"3018","2011-12","English Language Training","ESL","SCH",0,"PR",0,"N","03","abe",NA
"3019","2011-12","English Language Training","ESL","SCH",0,"PR",0,"N","02","abe","ie"
"3020","2011-12","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3021","2011-12","English Language Training","ESL","SCH",1.5,"PR",0,"N","01","abe",NA
"3022","2012-13","English Language Training","ESL","SCH",584.286,"PR",0.760789063,NA,NA,"abe",NA
"3023","2012-13","English Language Training","ESL","SCH",1562.714,"PR",2.034783854,"N",NA,"abe",NA
"3024","2012-13","English Language Training","ESL","SCH",1325,"PR",1.725260417,"N","03","abe",NA
"3025","2012-13","English Language Training","ESL","SCH",167.857,"PR",0.218563802,"N","02","abe","ie"
"3026","2012-13","English Language Training","ESL","SCH",167.857,"PR",0.218563802,NA,"01","abe",NA
"3027","2012-13","English Language Training","ESL","SCH",5825.999,"PR",7.585936198,"N","01","abe",NA
"3028","2012-13","English Language Training","ESL","SCH",3,"PR",0,NA,NA,"abe",NA
"3029","2012-13","English Language Training","ESL","SCH",0,"PR",0,"N",NA,"abe",NA
"3030","2012-13","English Language Training","ESL","SCH",0,"PR",0,"N","03","abe",NA
"3031","2012-13","English Language Training","ESL","SCH",6,"PR",0.1171875,"N","02","abe","ie"
"3032","2012-13","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3033","2012-13","English Language Training","ESL","SCH",0,"PR",0,"N","01","abe",NA
"3034","2013-14","English Language Training","ESL","SCH",360.714,"PR",0.469679688,NA,NA,"abe",NA
"3035","2013-14","English Language Training","ESL","SCH",4185.567,"PR",5.449957031,"N",NA,"abe",NA
"3036","2013-14","English Language Training","ESL","SCH",360.714,"PR",0.469679688,"N","03","abe",NA
"3037","2013-14","English Language Training","ESL","SCH",317.857,"PR",0.413876302,NA,"01","abe",NA
"3038","2013-14","English Language Training","ESL","SCH",5347.425,"PR",6.962792969,"N","01","abe",NA
"3039","2013-14","English Language Training","ESL","SCH",139.243,"PR",0.18130599,"N","00","abe",NA
"3040","2013-14","English Language Training","ESL","SCH",0.5,"SM",0.01953125,"N",NA,"abe",NA
"3041","2013-14","English Language Training","ESL","SCH",0,"PR",0,NA,NA,"abe",NA
"3042","2013-14","English Language Training","ESL","SCH",3,"PR",0,"N",NA,"abe",NA
"3043","2013-14","English Language Training","ESL","SCH",0,"PR",0,"N","03","abe",NA
"3044","2013-14","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3045","2013-14","English Language Training","ESL","SCH",0,"PR",0,"N","01","abe",NA
"3046","2014-15","English Language Training","ESL","SCH",1180.857,"PR",1.537574219,NA,NA,"abe",NA
"3047","2014-15","English Language Training","ESL","SCH",5397.428,"PR",7.027901042,"N",NA,"abe",NA
"3048","2014-15","English Language Training","ESL","SCH",3356.429,"PR",4.37035026,"N","01","abe",NA
"3049","2014-15","English Language Training","ESL","SCH",392.857,"PR",0.511532552,"N","00","abe",NA
"3050","2014-15","English Language Training","ESL","SCH",5,"PR",0,NA,NA,"abe",NA
"3051","2014-15","English Language Training","ESL","SCH",15,"PR",0,"N",NA,"abe",NA
"3052","2014-15","English Language Training","ESL","SCH",28,"PR",0,"N","01","abe",NA
"3053","2015-16","English Language Training","ESL","SCH",11.571,"PR",0.015066406,NA,NA,"abe",NA
"3054","2015-16","English Language Training","ESL","SCH",162.428,"PR",0.211494792,"N",NA,"abe",NA
"3055","2015-16","English Language Training","ESL","SCH",139.286,"PR",0.181361979,NA,"01","abe",NA
"3056","2015-16","English Language Training","ESL","SCH",139.286,"PR",0.181361979,"N","01","abe",NA
"3057","2015-16","English Language Training","ESL","SCH",1110.857,"PR",2.057142593,NA,NA,"abe",NA
"3058","2015-16","English Language Training","ESL","SCH",2168.571,"PR",4.015872222,"N",NA,"abe",NA
"3059","2015-16","English Language Training","ESL","SCH",660,"PR",1.222222222,"N","01","abe",NA
"3060","2015-16","English Language Training","ESL","SCH",0,"PR",0,NA,NA,"abe",NA
"3061","2015-16","English Language Training","ESL","SCH",0,"PR",0,"N",NA,"abe",NA
"3062","2015-16","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3063","2015-16","English Language Training","ESL","SCH",0,"PR",0,"N","01","abe",NA
"3064","2015-16","English Language Training","ESL","SCH",25,"PR",5,NA,NA,"abe",NA
"3065","2015-16","English Language Training","ESL","SCH",45,"PR",8,"N",NA,"abe",NA
"3066","2015-16","English Language Training","ESL","SCH",10,"PR",2,NA,"01","abe",NA
"3067","2015-16","English Language Training","ESL","SCH",20,"PR",3,"N","01","abe",NA
"3068","2016-17","English Language Training","ESL","SCH",3122,"PR",5.781481481,NA,NA,"abe",NA
"3069","2016-17","English Language Training","ESL","SCH",2469.286,"PR",4.572751852,"N",NA,"abe",NA
"3070","2016-17","English Language Training","ESL","SCH",1048.571,"PR",1.941798148,NA,"02","abe","ie"
"3071","2016-17","English Language Training","ESL","SCH",24.571,"PR",0.045501852,"N","02","abe","ie"
"3072","2016-17","English Language Training","ESL","SCH",478,"PR",0.885185185,NA,"01","abe",NA
"3073","2016-17","English Language Training","ESL","SCH",95.143,"PR",0.176190741,"N","01","abe",NA
"3074","2016-17","English Language Training","ESL","SCH",50.529,"KT",0.093572222,"N",NA,"abe",NA
"3075","2016-17","English Language Training","ESL","SCH",0,"PR",0,NA,NA,"abe",NA
"3076","2016-17","English Language Training","ESL","SCH",0,"PR",0,"N",NA,"abe",NA
"3077","2016-17","English Language Training","ESL","SCH",4,"PR",0,NA,"02","abe","ie"
"3078","2016-17","English Language Training","ESL","SCH",4.5,"PR",0.259259259,"N","02","abe","ie"
"3079","2016-17","English Language Training","ESL","SCH",0,"PR",0,NA,"01","abe",NA
"3080","2016-17","English Language Training","ESL","SCH",0,"PR",0,"N","01","abe",NA
"3081","2010-11","Essential Skills for Mining","ESMN","SCH",270,"HA",0,"Y","00","abe","fn"
"3082","2010-11","Essential Skills for Mining","ESMN","SCH",5400,"HA",12,"Y","00","abe","fn"
"3083","2009-10","Essential Skills for Work","ESWK","SCH",30.186,"HO",0.05031,"Y","00","abe","fn"
"3084","2009-10","Essential Skills for Work","ESWK","SCH",1.9,"HO",0.003166667,NA,"00","abe",NA
"3085","2009-10","Essential Skills for Work","ESWK","SCH",9950,"KL",16.58333333,"Y","00","abe","fn"
"3086","2009-10","Essential Skills for Work","ESWK","SCH",12750,"KL",21.25,NA,"00","abe",NA
"3087","2009-10","Essential Skills for Work","ESWK","SCH",13300,"MA",22.16666667,"Y","00","abe","fn"
"3088","2009-10","Essential Skills for Work","ESWK","SCH",2900,"MA",4.833333333,NA,"00","abe",NA
"3089","2009-10","Essential Skills for Work","ESWK","SCH",11250,"PS",18.75,"Y","00","abe","fn"
"3090","2009-10","Essential Skills for Work","ESWK","SCH",2485.287,"TE",4.142145,"Y","00","abe","fn"
"3091","2009-10","Essential Skills for Work","ESWK","SCH",90,"HA",0.15,"Y","00","abe","fn"
"3092","2009-10","Essential Skills for Work","ESWK","SCH",132,"MA",0.22,"Y","00","abe","fn"
"3093","2009-10","Essential Skills for Work","ESWK","SCH",28,"QC",0.046666667,NA,"00","abe",NA
"3094","2009-10","Essential Skills for Work","ESWK","SCH",29,"SM",0.048333333,"Y","00","abe","fn"
"3095","2009-10","Essential Skills for Work","ESWK","SCH",21.6,"TE",0.036,"Y","00","abe","fn"
"3096","2009-10","Essential Skills for Work","ESWK","SCH",818,"GG",0.4,"Y","00","abe","fn"
"3097","2009-10","Essential Skills for Work","ESWK","SCH",43,"HA",0.025,"Y","00","abe","fn"
"3098","2009-10","Essential Skills for Work","ESWK","SCH",420,"HB",0.175,"Y","00","abe","fn"
"3099","2009-10","Essential Skills for Work","ESWK","SCH",0,"HO",0,"Y","00","abe","fn"
"3100","2009-10","Essential Skills for Work","ESWK","SCH",439,"KL",0,"Y","00","abe","fn"
"3101","2009-10","Essential Skills for Work","ESWK","SCH",572,"KL",0,NA,"00","abe",NA
"3102","2009-10","Essential Skills for Work","ESWK","SCH",633,"MA",0.225,"Y","00","abe","fn"
"3103","2009-10","Essential Skills for Work","ESWK","SCH",132,"MA",0.05,NA,"00","abe",NA
"3104","2009-10","Essential Skills for Work","ESWK","SCH",3,"PR",0,"Y","00","abe","fn"
"3105","2009-10","Essential Skills for Work","ESWK","SCH",615,"PS",0.4,"Y","00","abe","fn"
"3106","2009-10","Essential Skills for Work","ESWK","SCH",279,"TE",0,"Y","00","abe","fn"
"3107","2009-10","Essential Skills for Work","ESWK","SCH",20125,"GG",33.54166667,"Y","00","abe","fn"
"3108","2009-10","Essential Skills for Work","ESWK","SCH",10625,"HB",17.70833333,"Y","00","abe","fn"
"3109","2010-11","Essential Skills for Work","ESWK","SCH",2625,"SM",4.375,"N","00","abe",NA
"3110","2010-11","Essential Skills for Work","ESWK","SCH",600,"PS",1,NA,"00","abe",NA
"3111","2010-11","Essential Skills for Work","ESWK","SCH",9000,"PS",15,"Y","00","abe","fn"
"3112","2010-11","Essential Skills for Work","ESWK","SCH",384,"KT",0.64,NA,"00","abe",NA
"3113","2010-11","Essential Skills for Work","ESWK","SCH",4992,"KT",8.32,"Y","00","abe","fn"
"3114","2010-11","Essential Skills for Work","ESWK","SCH",12600,"KL",21,NA,"00","abe",NA
"3115","2010-11","Essential Skills for Work","ESWK","SCH",9600,"KL",16,"Y","00","abe","fn"
"3116","2010-11","Essential Skills for Work","ESWK","SCH",600,"HO",1,NA,"01","abe",NA
"3117","2010-11","Essential Skills for Work","ESWK","SCH",9882.143,"HO",16.47023833,NA,"00","abe",NA
"3118","2010-11","Essential Skills for Work","ESWK","SCH",4892.857,"HO",8.154761667,"Y","00","abe","fn"
"3119","2010-11","Essential Skills for Work","ESWK","SCH",7275,"SM",12.125,"Y","00","abe","fn"
"3120","2010-11","Essential Skills for Work","ESWK","SCH",1440.429,"SM",2.400715,NA,"00","abe",NA
"3121","2010-11","Essential Skills for Work","ESWK","SCH",16,"GM",0.026666667,"Y","00","abe","fn"
"3122","2010-11","Essential Skills for Work","ESWK","SCH",6,"GV",0.01,"Y","00","abe","fn"
"3123","2010-11","Essential Skills for Work","ESWK","SCH",6,"HA",0.01,"Y","00","abe","fn"
"3124","2010-11","Essential Skills for Work","ESWK","SCH",28,"MO",0.046666667,"Y","00","abe","fn"
"3125","2010-11","Essential Skills for Work","ESWK","SCH",24,"PR",0.04,"Y","00","abe","fn"
"3126","2010-11","Essential Skills for Work","ESWK","SCH",145,"PS",0.241666667,"Y","00","abe","fn"
"3127","2010-11","Essential Skills for Work","ESWK","SCH",91,"SM",0.151666667,"Y","00","abe","fn"
"3128","2010-11","Essential Skills for Work","ESWK","SCH",74,"TE",0.123333333,"Y","00","abe","fn"
"3129","2010-11","Essential Skills for Work","ESWK","SCH",378,"FB",0,"Y","00","abe","fn"
"3130","2010-11","Essential Skills for Work","ESWK","SCH",20,"FB",0,NA,"00","abe",NA
"3131","2010-11","Essential Skills for Work","ESWK","SCH",594,"HA",0,"Y","00","abe","fn"
"3132","2010-11","Essential Skills for Work","ESWK","SCH",26,"HO",0,"N","00","abe",NA
"3133","2010-11","Essential Skills for Work","ESWK","SCH",176,"HO",0.025,"Y","00","abe","fn"
"3134","2010-11","Essential Skills for Work","ESWK","SCH",419,"HO",0.15,NA,"00","abe",NA
"3135","2010-11","Essential Skills for Work","ESWK","SCH",20,"HO",0,NA,"01","abe",NA
"3136","2010-11","Essential Skills for Work","ESWK","SCH",345,"KL",0,"Y","00","abe","fn"
"3137","2010-11","Essential Skills for Work","ESWK","SCH",461,"KL",0,NA,"00","abe",NA
"3138","2010-11","Essential Skills for Work","ESWK","SCH",321,"KT",0,"Y","00","abe","fn"
"3139","2010-11","Essential Skills for Work","ESWK","SCH",20,"KT",0,NA,"00","abe",NA
"3140","2010-11","Essential Skills for Work","ESWK","SCH",338,"PS",0,"Y","00","abe","fn"
"3141","2010-11","Essential Skills for Work","ESWK","SCH",20,"PS",0,NA,"00","abe",NA
"3142","2010-11","Essential Skills for Work","ESWK","SCH",86.5,"SM",0,"N","00","abe",NA
"3143","2010-11","Essential Skills for Work","ESWK","SCH",215,"SM",0.025,"Y","00","abe","fn"
"3144","2010-11","Essential Skills for Work","ESWK","SCH",43,"SM",0,NA,"00","abe",NA
"3145","2010-11","Essential Skills for Work","ESWK","SCH",10525,"FB",17.54166667,"Y","00","abe","fn"
"3146","2010-11","Essential Skills for Work","ESWK","SCH",450,"FB",0.75,NA,"00","abe",NA
"3147","2010-11","Essential Skills for Work","ESWK","SCH",12135.429,"HA",20.225715,"Y","00","abe","fn"
"3148","2010-11","Essential Skills for Work","ESWK","SCH",600,"HO",1,"N","00","abe",NA
"3149","2011-12","Essential Skills for Work","ESWK","SCH",255,"TE",0.425,"Y","00","abe","fn"
"3150","2011-12","Essential Skills for Work","ESWK","SCH",7,"SM",0.011666667,"Y","00","abe","fn"
"3151","2011-12","Essential Skills for Work","ESWK","SCH",0,"QC",0,NA,"00","abe",NA
"3152","2011-12","Essential Skills for Work","ESWK","SCH",42,"HA",0.07,"Y","00","abe","fn"
"3153","2011-12","Essential Skills for Work","ESWK","SCH",12,"GM",0.02,"Y","00","abe","fn"
"3154","2011-12","Essential Skills for Work","ESWK","SCH",1050,"KL",1.75,NA,"00","abe",NA
"3155","2011-12","Essential Skills for Work","ESWK","SCH",1400,"KL",2.333333333,"Y","00","abe","fn"
"3156","2011-12","Essential Skills for Work","ESWK","SCH",9975,"HA",16.625,"Y","00","abe","fn"
"3157","2011-12","Essential Skills for Work","ESWK","SCH",76,"KL",0,NA,"00","abe",NA
"3158","2011-12","Essential Skills for Work","ESWK","SCH",108,"KL",0,"Y","00","abe","fn"
"3159","2011-12","Essential Skills for Work","ESWK","SCH",190.5,"HA",0,"Y","00","abe","fn"
"3160","2011-12","Essential Skills for Work","ESWK","SCH",12,"GG",0,"Y","00","abe","fn"
"3161","2012-13","Essential Skills for Work","ESWK","SCH",16,"KL",0.026666667,NA,"00","abe",NA
"3162","2013-14","Essential Skills for Work","ESWK","SCH",0,"HA",0,"Y","00","abe","fn"
"3163","2014-15","Essential Skills for Work","ESWK","SCH",7,"HA",0,"Y","00","abe","fn"
"3164","2009-10","First Nations Fine Arts","FNFA2","Credits",0,"TE",0,NA,"00","arts",NA
"3165","2009-10","First Nations Fine Arts","FNFA2","Credits",0,"TE",0,"Y","00","arts","fn"
"3166","2009-10","First Nations Fine Arts","FNFA","Credits",300,"TE",0.390625,"Y","00","arts","fn"
"3167","2009-10","First Nations Fine Arts","FNFA2","Credits",30,"TE",0.810810811,NA,"00","arts",NA
"3168","2009-10","First Nations Fine Arts","FNFA2","Credits",369,"TE",9.972972973,"Y","00","arts","fn"
"3169","2009-10","First Nations Fine Arts","FNFA","Credits",3,"TE",0.085714286,NA,"00","arts",NA
"3170","2009-10","First Nations Fine Arts","FNFA","Credits",329,"TE",9.4,"Y","00","arts","fn"
"3171","2010-11","First Nations Fine Arts","FNFA2","Credits",0,"TE",0,"Y","00","arts","fn"
"3172","2010-11","First Nations Fine Arts","FNFA","Credits",0,"TE",0,"Y","00","arts","fn"
"3173","2010-11","First Nations Fine Arts","FNFA","Credits",153.571,"HA",0.19996224,"Y","00","arts","fn"
"3174","2010-11","First Nations Fine Arts","FNFA2","Credits",8,"TE",0.266666667,"Y","00","arts","fn"
"3175","2010-11","First Nations Fine Arts","FNFA","Credits",52,"TE",1.733333333,"Y","00","arts","fn"
"3176","2010-11","First Nations Fine Arts","FNFA2","Credits",3,"TE",0.081081081,NA,"00","arts",NA
"3177","2010-11","First Nations Fine Arts","FNFA2","Credits",243,"TE",6.567567568,"Y","00","arts","fn"
"3178","2010-11","First Nations Fine Arts","FNFA","Credits",397,"TE",11.34285714,"Y","00","arts","fn"
"3179","2011-12","First Nations Fine Arts","FNFA","Credits",335,"TE",9.571428571,"Y","00","arts","fn"
"3180","2011-12","First Nations Fine Arts","FNFA2","Credits",285,"TE",7.702702703,"Y","00","arts","fn"
"3181","2011-12","First Nations Fine Arts","FNFA","Credits",68,"TE",2.266666667,"Y","00","arts","fn"
"3182","2011-12","First Nations Fine Arts","FNFA2","Credits",36,"TE",1.2,"Y","00","arts","fn"
"3183","2012-13","First Nations Fine Arts","FNFA2","Credits",8,"TE",0.266666667,"Y","00","arts","fn"
"3184","2012-13","First Nations Fine Arts","FNFA","Credits",8,"TE",0.266666667,NA,"00","arts",NA
"3185","2012-13","First Nations Fine Arts","FNFA","Credits",52,"TE",1.733333333,"Y","00","arts","fn"
"3186","2012-13","First Nations Fine Arts","FNFA2","Credits",291,"TE",7.864864865,"Y","00","arts","fn"
"3187","2012-13","First Nations Fine Arts","FNFA","Credits",31,"TE",0.885714286,NA,"00","arts",NA
"3188","2012-13","First Nations Fine Arts","FNFA","Credits",235,"TE",6.714285714,"Y","00","arts","fn"
"3189","2013-14","First Nations Fine Arts","FNFA2","Credits",0,"TE",0,"Y","00","arts","fn"
"3190","2013-14","First Nations Fine Arts","FNFA","Credits",0,"TE",0,"Y","00","arts","fn"
"3191","2013-14","First Nations Fine Arts","FNFA2","Credits",0,"TE",0,"Y","00","arts","fn"
"3192","2013-14","First Nations Fine Arts","FNFA","Credits",0,"TE",0,NA,"00","arts",NA
"3193","2013-14","First Nations Fine Arts","FNFA","Credits",0,"TE",0,"Y","00","arts","fn"
"3194","2013-14","First Nations Fine Arts","FNFA2","Credits",12,"TE",0.4,"Y","00","arts","fn"
"3195","2013-14","First Nations Fine Arts","FNFA","Credits",8,"TE",0.266666667,NA,"00","arts",NA
"3196","2013-14","First Nations Fine Arts","FNFA","Credits",64,"TE",2.133333333,"Y","00","arts","fn"
"3197","2013-14","First Nations Fine Arts","FNFA2","Credits",33,"TE",0.891891892,NA,"00","arts",NA
"3198","2013-14","First Nations Fine Arts","FNFA2","Credits",217,"TE",5.864864865,"Y","00","arts","fn"
"3199","2013-14","First Nations Fine Arts","FNFA","Credits",31,"TE",0.885714286,NA,"00","arts",NA
"3200","2013-14","First Nations Fine Arts","FNFA","Credits",341,"TE",9.742857143,"Y","00","arts","fn"
"3201","2014-15","First Nations Fine Arts","FNFA","Credits",326,"TE",9.314285714,"Y","00","arts","fn"
"3202","2014-15","First Nations Fine Arts","FNFA2","Credits",264,"TE",7.135135135,"Y","00","arts","fn"
"3203","2014-15","First Nations Fine Arts","FNFA","Credits",84,"TE",2.8,"Y","00","arts","fn"
"3204","2014-15","First Nations Fine Arts","FNFA2","Credits",4,"TE",0.133333333,"Y","00","arts","fn"
"3205","2015-16","First Nations Fine Arts","FNFA2","Credits",4,"TE",0.006666667,"Y","00","arts","fn"
"3206","2015-16","First Nations Fine Arts","FNFA","Credits",133,"TE",0.221666667,"Y","00","arts","fn"
"3207","2015-16","First Nations Fine Arts","FNFA","Credits",92,"KL",0.153333333,NA,"00","arts",NA
"3208","2015-16","First Nations Fine Arts","FNFA","Credits",0,"TE",0,"Y","00","arts","fn"
"3209","2015-16","First Nations Fine Arts","FNFA2","Credits",281,"TE",7.594594595,"Y","00","arts","fn"
"3210","2015-16","First Nations Fine Arts","FNFA","Credits",359,"TE",10.25714286,"Y","00","arts","fn"
"3211","2015-16","First Nations Fine Arts","FNFA","Credits",19,"KL",0.542857143,NA,"00","arts",NA
"3212","2015-16","First Nations Fine Arts","FNFA","Credits",93,"KL",2.657142857,"Y","00","arts","fn"
"3213","2016-17","First Nations Fine Arts","FNFA2","Credits",8,"TE",0.013333333,"Y","00","arts","fn"
"3214","2016-17","First Nations Fine Arts","FNFA","Credits",42,"TE",0.07,"Y","00","arts","fn"
"3215","2016-17","First Nations Fine Arts","FNFA","Credits",124.571,"TE",0.162201823,NA,"00","arts",NA
"3216","2016-17","First Nations Fine Arts","FNFA","Credits",747.426,"TE",0.973210938,"Y","00","arts","fn"
"3217","2016-17","First Nations Fine Arts","FNFA","Credits",0,"PR",0,"Y","00","arts","fn"
"3218","2016-17","First Nations Fine Arts","FNFA","Credits",0,"MA",0,NA,"00","arts",NA
"3219","2016-17","First Nations Fine Arts","FNFA","Credits",0,"MA",0,"Y","00","arts","fn"
"3220","2016-17","First Nations Fine Arts","FNFA2","Credits",330,"TE",8.918918919,"Y","00","arts","fn"
"3221","2016-17","First Nations Fine Arts","FNFA","Credits",31,"TE",0.885714286,NA,"00","arts",NA
"3222","2016-17","First Nations Fine Arts","FNFA","Credits",248,"TE",7.085714286,"Y","00","arts","fn"
"3223","2009-10","First Nations Health Care Assistant","FNHCAS","SCH",186,"PS",0.086042065,"Y","00","health","fn"
"3224","2009-10","First Nations Health Care Assistant","FNHCAS","SCH",5508,"PS",5.265774379,"Y","00","health","fn"
"3225","2009-10","First Nations Health Care Assistant","FNHCAS","SCH",0,"PS",0,"Y","00","health","fn"
"3226","2009-10","First Nations Home Support Resident Care","FNHSRC","SCH",4,NA,0.006666667,"Y","00","health","fn"
"3227","2009-10","Food Service Worker","COOKFSW","SCH",750,"TE",1,"Y","00","abe","fn"
"3228","2009-10","Food Service Worker","COOKFSW","SCH",0,"TE",0,"N","00","abe",NA
"3229","2010-11","Food Service Worker","COOKFSW","SCH",1200,"TE",1.6,"Y","00","abe","fn"
"3230","2010-11","Food Service Worker","COOKFSW","SCH",600,"TE",0.8,"N","00","abe",NA
"3231","2010-11","Food Service Worker","COOKFSW","SCH",0,"TE",0,"Y","00","abe","fn"
"3232","2010-11","Food Service Worker","COOKFSW","SCH",0,"TE",0,"N","00","abe",NA
"3233","2009-10","Guardian Watchman","GWATCH","Credits",24,"KL",1,"Y","00","ce","fn"
"3234","2009-10","Guardian Watchman","GWATCH","Credits",16,"KL",0.666666667,NA,"00","ce",NA
"3235","2009-10","Guardian Watchman","GWATCH","Credits",24,"PR",1,"N","00","ce",NA
"3236","2009-10","Guardian Watchman","GWATCH","Credits",238,"PR",9.916666667,"Y","00","ce","fn"
"3237","2009-10","Guardian Watchman","GWATCH","Credits",16,"QC",0.026666667,NA,"00","ce",NA
"3238","2011-12","Guardian Watchman","GWATCH","Credits",0,"KL",0,NA,"01","ce",NA
"3239","2011-12","Guardian Watchman","GWATCH","Credits",0,"KL",0,NA,"00","ce",NA
"3240","2011-12","Guardian Watchman","GWATCH","Credits",0,"KL",0,"Y","00","ce","fn"
"3241","2011-12","Guardian Watchman","GWATCH","Credits",30,"PS",1.25,"Y","00","ce","fn"
"3242","2011-12","Guardian Watchman","GWATCH","Credits",8,"KL",0.333333333,NA,"02","ce","ie"
"3243","2011-12","Guardian Watchman","GWATCH","Credits",8,"KL",0.333333333,NA,"01","ce",NA
"3244","2011-12","Guardian Watchman","GWATCH","Credits",81,"KL",3.375,NA,"00","ce",NA
"3245","2011-12","Guardian Watchman","GWATCH","Credits",54,"KL",2.25,"Y","00","ce","fn"
"3246","2012-13","Guardian Watchman","GWATCH","Credits",50,"PS",2.083333333,"Y","00","ce","fn"
"3247","2009-10","Health Care Assistant","HCAS","SCH",0,"TE",0,"N","00","health",NA
"3248","2009-10","Health Care Assistant","HCAS","SCH",65.571,"KI",0.085378906,"N","00","health",NA
"3249","2009-10","Health Care Assistant","HCAS","SCH",4314.6,"TE",5.531538462,"Y","00","health","fn"
"3250","2009-10","Health Care Assistant","HCAS","SCH",7956,"TE",10.2,"N","00","health",NA
"3251","2009-10","Health Care Assistant","HCAS","SCH",795.6,"PR",1.02,NA,"00","health",NA
"3252","2009-10","Health Care Assistant","HCAS","SCH",4773.6,"PR",6.12,"Y","00","health","fn"
"3253","2009-10","Health Care Assistant","HCAS","SCH",3978,"PR",5.1,"N","00","health",NA
"3254","2009-10","Health Care Assistant","HCAS","SCH",1,"TE",0.019230769,"N","01","health",NA
"3255","2009-10","Health Care Assistant","HCAS","SCH",139,"TE",0.076923077,"Y","00","health","fn"
"3256","2009-10","Health Care Assistant","HCAS","SCH",268.5,"TE",0.192307692,"N","00","health",NA
"3257","2009-10","Health Care Assistant","HCAS","SCH",27,"PR",0.019230769,NA,"00","health",NA
"3258","2009-10","Health Care Assistant","HCAS","SCH",162,"PR",0.115384615,"Y","00","health","fn"
"3259","2009-10","Health Care Assistant","HCAS","SCH",135,"PR",0.096153846,"N","00","health",NA
"3260","2010-11","Health Care Assistant","HCAS","SCH",2340,"TE",3,NA,"00","health",NA
"3261","2010-11","Health Care Assistant","HCAS","SCH",8580,"TE",11,"Y","00","health","fn"
"3262","2010-11","Health Care Assistant","HCAS","SCH",8946.6,"TE",11.47,"N","00","health",NA
"3263","2010-11","Health Care Assistant","HCAS","SCH",4680,"SM",6,NA,"00","health",NA
"3264","2010-11","Health Care Assistant","HCAS","SCH",1560,"SM",2,"Y","00","health","fn"
"3265","2010-11","Health Care Assistant","HCAS","SCH",7020,"SM",9,"N","00","health",NA
"3266","2010-11","Health Care Assistant","HCAS","SCH",81,"TE",0,NA,"00","health",NA
"3267","2010-11","Health Care Assistant","HCAS","SCH",240.5,"TE",0,"Y","00","health","fn"
"3268","2010-11","Health Care Assistant","HCAS","SCH",294,"TE",0,"N","00","health",NA
"3269","2010-11","Health Care Assistant","HCAS","SCH",99,"SM",0,NA,"00","health",NA
"3270","2010-11","Health Care Assistant","HCAS","SCH",33,"SM",0,"Y","00","health","fn"
"3271","2010-11","Health Care Assistant","HCAS","SCH",148.5,"SM",0,"N","00","health",NA
